#{"t_start": 1750064445.986279, "env_id": "my_robotenv-v1"}
r,l,t
-73.0,84,1049.048058
-40.5,29,1049.127115
-162.5,989,1051.935307
-93.5,869,1060.364631
30.0,335,1061.30984
-34.5,6,1061.33581
-163.0,937,1064.684364
-269.5,1636,1075.565593
-194.0,1306,1085.100121
80.5,146,1085.496372
60.5,176,1086.025539
-50.0,717,1088.060938
-4.5,526,1089.590049
5.0,400,1096.64515
60.5,134,1097.020647
-160.0,1050,1100.066607
70.0,171,1100.561848
-606.5,2904,1120.814264
-42.5,521,1122.315117
-28.5,7,1122.333144
-7.5,485,1123.735281
2.5,400,1124.843417
100.0,91,1125.160019
-228.5,1336,1134.912979
7.5,423,1136.157766
-391.0,1850,1147.339778
29.0,274,1148.111924
40.0,306,1149.079607
-30.5,1,1149.083605
-284.0,1568,1159.312841
-61.5,128,1159.676608
-84.0,699,1167.671745
68.5,207,1168.25445
-45.5,647,1170.147828
52.0,229,1170.845185
-42.0,553,1172.433959
62.5,193,1173.229017
83.5,73,1173.429286
-190.0,1192,1182.680507
-2.5,395,1183.827405
-316.5,1585,1194.219992
-580.0,2520,1207.418359
-8.0,494,1214.67631
-137.5,977,1217.477497
-83.5,683,1219.56088
-39.0,19,1219.619372
-107.5,776,1227.478529
-62.5,78,1227.70809
-324.0,1535,1232.420671
-64.0,650,1240.267704
-289.0,1532,1250.699751
-90.0,694,1252.726265
-237.5,1259,1262.28929
-31.0,560,1264.195303
-29.5,1,1264.200303
67.5,163,1264.679043
-39.5,12,1264.737551
-2.0,405,1265.921212
7.0,392,1267.166202
31.5,350,1268.28844
-33.5,7,1268.316015
-31.0,17,1268.363523
-32.5,3,1268.376523
-52.0,637,1276.119436
-52.0,608,1277.870673
-32.0,4,1277.881672
-39.0,637,1279.742549
96.0,62,1279.913215
-151.5,1036,1288.629656
103.5,54,1288.785311
83.5,129,1289.183273
-35.0,7,1289.202783
-43.0,65,1289.371431
-1.5,368,1290.46743
-297.5,1579,1300.733344
-32.0,4,1300.744928
-12.5,507,1302.259634
52.5,297,1303.145597
-244.0,1304,1312.761786
-24.0,532,1314.378727
62.5,168,1314.956289
-77.5,204,1315.676452
-76.0,769,1323.72128
-14.0,545,1325.26374
-255.5,1339,1335.388918
70.5,146,1335.863205
-40.5,18,1335.920802
-42.5,22,1335.98835
-128.0,893,1338.570249
-21.0,516,1345.727046
42.0,249,1346.408467
-42.0,16,1346.459036
95.5,85,1346.707745
-33.5,5,1346.721715
-182.0,1150,1350.241134
-145.5,885,1358.913893
-157.0,1066,1362.342815
-43.5,702,1370.218203
64.5,192,1370.773378
86.5,86,1371.020207
-178.5,1156,1374.573838
43.5,349,1375.573874
-46.0,568,1383.099154
88.0,85,1383.334483
-5.5,485,1384.79411
29.5,326,1385.72391
-240.5,1399,1396.095911
-42.0,15,1396.140909
-30.5,1,1396.143476
82.0,121,1396.478845
27.0,349,1397.514636
42.5,292,1398.321127
5.5,406,1399.538843
-11.0,480,1406.815558
48.5,269,1407.736862
-37.5,13,1407.77637
72.0,193,1408.324578
17.0,361,1409.390996
-95.5,814,1411.71637
44.0,287,1418.40668
-322.0,1756,1423.531653
64.5,223,1430.279948
56.0,212,1430.889252
-52.5,36,1431.002293
64.5,159,1431.454384
25.5,293,1432.378069
61.0,200,1432.933849
-179.5,1122,1442.383956
-34.0,6,1442.400528
67.5,163,1442.878521
52.0,202,1443.459567
86.0,117,1443.801012
83.5,148,1444.289219
-99.5,786,1446.646916
-121.5,913,1455.250753
51.0,254,1455.951126
-34.0,10,1455.986131
19.0,371,1457.083744
-57.5,636,1459.021213
-15.5,490,1466.367318
59.5,212,1467.136691
41.0,292,1467.929097
-48.0,628,1470.044767
-31.5,3,1470.053267
-30.5,1,1470.056266
-41.5,18,1470.098808
71.5,203,1470.609909
107.5,29,1470.685418
-33.0,573,1472.355056
-89.5,115,1478.797284
-33.5,10,1478.821792
16.0,400,1480.028329
-27.5,27,1480.097327
56.0,223,1480.65905
-31.0,2,1480.665051
74.5,137,1480.996968
-102.0,888,1483.701166
-102.0,817,1492.02827
-33.0,13,1492.090301
-30.0,558,1493.679292
-40.5,566,1495.320671
-34.0,605,1503.078486
102.5,38,1503.188242
54.0,224,1503.820935
-438.5,2172,1516.348061
26.0,378,1517.528165
-75.5,721,1519.666969
40.0,270,1520.447323
38.5,299,1527.044853
53.0,282,1527.892329
-42.5,16,1527.958404
78.5,137,1528.407992
-131.5,1075,1531.821504
61.5,251,1532.653189
-21.0,573,1539.871367
-126.0,926,1542.810929
27.0,345,1543.962728
31.5,321,1550.835927
31.5,315,1551.823818
-26.5,514,1553.366298
24.5,349,1554.435516
-975.0,4200,1578.848693
-212.5,1181,1588.207278
11.0,447,1589.690499
59.0,196,1590.34259
102.0,38,1590.436833
-38.0,15,1590.475114
84.5,104,1590.731504
-16.0,519,1592.156872
76.0,109,1592.531397
-37.5,15,1592.57092
-40.0,559,1599.828822
-30.5,1,1599.832806
82.5,92,1600.167509
103.0,66,1600.351176
-76.5,728,1602.473166
-69.5,725,1610.524628
-40.5,18,1610.58019
-33.0,12,1610.608788
103.0,49,1610.746225
-34.0,23,1610.810798
56.5,238,1611.482921
18.0,369,1612.624281
27.0,309,1613.51505
11.0,401,1614.818716
58.5,241,1615.498654
-22.0,455,1622.737921
-362.5,1870,1628.080354
81.0,127,1634.356671
65.5,157,1634.793714
-40.0,17,1634.839319
-124.0,812,1637.189964
-43.5,547,1638.891138
104.5,35,1639.004738
26.0,333,1640.095985
64.0,233,1646.673767
100.0,69,1646.851922
75.0,160,1647.269917
31.0,365,1648.275444
-94.0,773,1650.741167
-2.0,454,1652.139455
11.0,441,1659.142046
73.0,126,1659.516302
80.5,119,1659.960667
5.0,388,1661.081027
65.0,236,1661.743378
84.0,64,1661.996022
-29.5,2,1662.003022
-122.5,979,1670.907142
40.5,274,1671.687911
42.0,287,1672.576386
-70.5,92,1672.829159
1.5,429,1674.141636
94.5,39,1674.254687
-30.5,1,1674.263686
89.5,89,1674.605188
-42.5,26,1674.721203
82.5,82,1674.941086
67.0,168,1675.41528
-22.5,550,1682.90007
75.0,167,1683.398387
55.5,206,1683.980598
-39.5,21,1684.056614
-36.5,10,1684.08665
6.0,452,1685.485415
0.0,467,1686.922929
-21.0,523,1688.461595
-39.0,33,1694.294309
5.0,389,1695.32688
48.5,223,1696.068671
-911.0,3461,1712.688098
72.5,141,1719.090467
37.5,278,1719.84923
67.0,218,1720.453512
37.0,287,1721.346516
-557.0,2295,1733.76639
86.5,64,1733.9545
69.5,187,1734.576048
22.0,321,1735.549509
-37.0,13,1735.595483
-31.0,24,1735.663487
-21.5,447,1742.891885
91.0,100,1743.269236
-313.0,1369,1747.281628
-10.0,431,1754.476889
85.5,149,1754.906965
-42.5,17,1754.952479
-38.5,14,1754.998986
27.5,310,1755.944848
97.5,84,1756.185632
45.0,223,1756.798503
-188.5,1029,1760.006499
49.5,187,1760.564017
61.0,162,1767.021481
-27.5,10,1767.055991
-38.0,13,1767.087991
-34.5,7,1767.112528
12.5,414,1768.34261
54.5,270,1769.128068
8.5,406,1770.386441
-126.5,834,1779.201163
-26.0,628,1781.20127
-39.0,12,1781.231297
85.5,130,1781.60853
-194.0,1156,1785.024732
94.5,76,1785.215241
86.5,132,1791.530978
41.0,366,1792.54219
77.5,155,1793.093691
-67.0,125,1793.457249
78.5,168,1793.954031
39.0,303,1794.815016
55.0,261,1795.613067
90.5,108,1795.915239
39.5,275,1796.715003
61.5,166,1803.299801
26.0,366,1804.341596
60.0,239,1805.211074
-118.5,884,1807.876552
36.0,291,1808.730948
35.5,294,1815.421466
-40.5,21,1815.529477
68.5,209,1816.064382
58.5,192,1816.550647
85.0,136,1816.891691
77.0,141,1817.260493
70.5,181,1817.830069
39.5,276,1818.761804
75.5,114,1819.092929
-80.5,708,1821.335242
43.0,283,1827.953484
67.5,228,1828.643208
-155.0,1012,1831.763501
73.0,140,1832.226096
55.0,246,1833.088511
-42.5,23,1833.154522
62.5,244,1839.876048
78.5,138,1840.35014
51.0,325,1841.791861
94.0,119,1842.152952
39.0,326,1843.091108
-5.0,367,1844.209711
-40.5,527,1845.774739
53.5,241,1852.34381
64.5,200,1853.192726
-22.0,424,1854.509074
-163.0,992,1858.399714
43.5,323,1859.321834
79.0,109,1865.674326
4.0,404,1867.122962
-575.0,2481,1880.145159
98.5,68,1880.316348
100.5,59,1880.467037
-31.0,2,1880.475039
37.5,272,1881.348778
-25.5,14,1881.393798
-58.0,619,1883.317224
58.0,165,1889.888572
49.0,239,1890.637775
81.0,140,1891.130022
60.5,247,1891.871943
96.5,68,1892.045612
57.5,249,1892.736812
75.5,153,1893.277065
43.0,190,1893.848403
-114.5,977,1902.743682
100.5,41,1902.85713
51.0,267,1903.681317
49.5,268,1904.469573
84.5,106,1904.762845
-10.5,450,1906.155798
78.5,134,1906.568469
-7.0,416,1907.860261
-34.5,604,1915.494472
-38.5,11,1915.55795
81.0,137,1915.954221
29.0,390,1917.111406
76.0,126,1917.536609
53.5,224,1918.203435
65.0,195,1918.744686
20.5,377,1919.996123
-2.0,411,1926.842916
87.5,66,1927.03195
56.5,216,1927.72433
-40.0,598,1929.518535
12.0,385,1930.621852
83.5,163,1931.09423
-30.5,1,1931.10472
50.0,285,1937.95538
-35.0,490,1939.485414
73.5,143,1939.914224
77.0,193,1940.458829
38.0,256,1941.180733
21.5,325,1942.154434
-35.0,8,1942.182439
83.0,104,1942.472754
-47.0,27,1942.554782
26.5,301,1943.421492
18.5,397,1950.587548
33.5,332,1951.619508
-43.0,23,1951.686563
-18.0,451,1952.974965
93.5,69,1953.231427
-23.0,462,1954.654822
-41.0,15,1954.692857
94.0,57,1954.855046
76.5,168,1955.409599
100.5,87,1955.660891
-113.5,845,1964.069176
67.0,219,1964.694602
-157.0,851,1967.527911
88.5,120,1967.912207
85.5,163,1968.419559
71.5,216,1974.84816
69.5,118,1975.184289
-29.5,499,1976.630607
95.5,61,1976.79974
98.0,5,1976.813769
84.0,121,1977.192509
-39.0,12,1977.222525
-41.0,16,1977.268024
101.0,14,1977.310526
-52.0,91,1977.609407
4.0,375,1978.685472
0.0,422,1979.996703
22.0,365,1986.946204
-229.0,1307,1991.069514
13.0,412,1992.124474
10.0,398,1999.211498
100.5,73,1999.405212
43.0,275,2000.218909
87.5,126,2000.583391
-32.5,6,2000.599898
41.0,251,2001.297991
-52.5,634,2003.165891
50.0,270,2004.133273
54.5,229,2010.847738
84.5,137,2011.288099
-14.0,481,2012.779862
-71.0,638,2014.659373
0.0,404,2015.860131
62.5,225,2016.474501
76.0,134,2022.468331
-30.5,1,2022.473304
-543.5,2346,2035.199987
25.5,305,2036.14298
-25.0,463,2037.661956
51.0,238,2038.33357
99.0,68,2038.605384
91.0,111,2038.910882
-149.0,1083,2047.740951
101.5,38,2047.84359
63.0,193,2048.354565
72.0,136,2048.791757
77.0,135,2049.179717
62.5,153,2049.61478
43.0,229,2050.248921
89.5,161,2050.822293
20.5,312,2051.742845
71.0,245,2058.1206
57.0,185,2058.694396
-34.5,9,2058.722971
80.0,112,2059.028168
46.5,227,2059.656885
-31.0,2,2059.662858
-49.5,56,2059.815535
60.0,204,2060.472381
52.5,211,2061.167755
-37.0,8,2061.197754
29.5,296,2062.061747
-31.5,2,2062.067753
55.0,247,2062.823345
-32.5,5,2062.841848
30.5,209,2063.428056
-30.5,1,2063.43107
38.5,345,2070.0235
47.5,224,2070.720073
-184.5,1115,2073.924783
88.5,100,2074.283966
-193.0,1129,2083.831168
84.0,129,2084.196102
69.5,199,2084.751202
-30.5,1,2084.754202
69.5,116,2085.087443
99.0,18,2085.138906
85.5,114,2085.508018
3.0,420,2086.711694
-102.0,781,2094.789057
108.5,52,2094.929627
-46.0,30,2095.013657
62.0,173,2095.53189
84.5,121,2095.885662
78.5,161,2096.351042
77.0,159,2096.805119
-42.0,19,2096.858691
-41.0,38,2096.963691
-35.5,7,2096.989792
90.0,80,2097.212509
45.5,286,2098.086787
-100.0,842,2106.379285
-41.0,15,2106.417881
40.0,265,2107.174364
88.5,115,2107.507577
85.5,103,2107.864166
-30.0,554,2109.394321
-35.5,574,2111.159338
101.5,70,2117.326334
-60.0,667,2119.525902
-656.0,2919,2135.163113
85.5,102,2135.45417
49.5,193,2136.048403
87.0,117,2136.447991
-112.5,860,2144.855064
43.0,239,2145.713256
45.0,317,2146.790232
45.5,268,2147.602048
82.5,102,2147.929726
33.5,336,2154.884807
-22.0,567,2156.592174
11.0,334,2157.551894
-225.0,1304,2167.641032
107.5,80,2167.860322
105.5,16,2167.906842
-60.5,724,2170.006139
0.5,425,2171.2567
18.5,394,2172.464551
48.0,299,2179.096244
-30.5,625,2181.007714
-13.5,538,2182.557977
87.0,111,2182.866315
86.0,144,2183.330069
-32.5,5,2183.344069
72.0,169,2183.825501
92.5,69,2184.031603
42.0,199,2184.726559
-37.5,10,2184.753123
19.5,412,2191.818249
72.0,136,2192.274804
103.5,55,2192.444222
36.0,283,2193.358113
-254.0,1398,2203.583019
82.0,167,2204.058465
77.0,195,2204.61538
-12.0,506,2206.20843
82.0,95,2206.469947
-36.0,527,2208.042306
94.5,50,2208.180596
65.0,180,2208.683678
8.0,416,2215.879107
95.5,76,2216.139316
11.0,364,2217.312613
70.0,138,2217.717047
-73.0,679,2219.816993
35.5,337,2220.8643
42.0,337,2227.83636
1.0,452,2229.347498
73.0,129,2229.716308
87.0,111,2230.027678
75.5,130,2230.434802
98.5,73,2230.622489
92.0,73,2230.804821
102.0,58,2230.964352
77.5,165,2231.381353
64.5,197,2231.917209
-33.5,583,2239.757194
70.5,114,2240.09366
94.0,56,2240.254872
103.0,107,2240.55887
-89.0,680,2242.633147
-40.0,19,2242.686654
54.5,245,2243.460156
98.5,20,2243.525667
-8.5,471,2244.894789
86.5,171,2245.626544
79.0,135,2251.993541
95.5,109,2252.300435
27.5,369,2253.377144
-96.0,841,2255.945228
-146.5,1016,2264.927805
56.0,199,2265.673157
73.5,147,2266.13677
78.0,166,2266.594829
37.0,326,2267.41692
-62.5,135,2267.764484
41.5,244,2268.45106
103.0,70,2268.691717
89.5,78,2268.924498
94.0,91,2269.267018
47.5,204,2269.858536
77.5,161,2276.366482
28.0,306,2277.46359
59.5,174,2277.968115
81.5,102,2278.266828
53.0,243,2278.965735
96.5,78,2279.261599
80.0,118,2279.618207
100.5,17,2279.667719
73.0,163,2280.15944
92.5,103,2280.451685
10.5,412,2281.784868
-24.5,526,2289.448355
82.5,133,2289.97626
74.0,188,2290.522565
-34.0,16,2290.580112
83.5,143,2291.02643
85.5,136,2291.429805
47.0,197,2292.013994
80.5,157,2292.467821
82.0,138,2292.923225
101.5,72,2293.149126
-6.0,445,2294.428879
43.5,234,2301.157852
36.5,334,2302.156787
-47.5,36,2302.261568
101.0,37,2302.360677
26.5,365,2303.528057
-36.0,9,2303.553077
95.0,144,2303.901503
73.5,161,2304.305354
-35.0,494,2305.683961
86.5,75,2305.91288
81.5,138,2306.331461
70.0,175,2306.898744
-38.0,24,2312.758963
30.5,325,2313.7835
87.0,98,2314.077435
87.5,109,2314.390692
69.5,160,2314.872104
28.5,331,2315.954174
-30.5,1,2315.958175
60.0,233,2316.633603
65.5,198,2317.217278
89.5,79,2317.500581
-32.5,8,2317.552087
111.0,52,2317.73511
-43.0,14,2317.778617
91.0,74,2317.983674
37.5,195,2318.516382
-113.0,814,2326.783806
104.5,48,2326.91647
-42.5,16,2326.96198
90.0,108,2327.274985
92.0,88,2327.526803
-44.0,49,2327.662416
73.5,188,2328.258383
60.0,218,2328.879956
40.5,291,2329.725196
47.0,250,2330.498964
29.5,329,2337.196794
76.5,154,2337.627714
-30.5,1,2337.631713
-39.5,21,2337.69128
80.0,98,2337.962474
88.5,100,2338.243108
27.0,306,2339.25903
81.0,124,2339.613026
96.0,142,2340.020164
43.5,251,2340.728066
78.5,148,2341.268963
83.0,105,2341.568467
99.5,95,2341.834198
-51.5,63,2342.01831
62.5,243,2348.505479
-29.0,550,2350.118351
101.0,34,2350.210458
81.0,174,2350.70694
54.0,223,2351.416632
38.0,344,2352.369141
103.5,50,2352.523708
81.0,121,2352.886447
95.0,74,2353.246387
67.5,214,2353.858309
99.5,42,2353.979362
50.0,240,2360.691968
-125.0,807,2363.268156
-48.5,396,2364.416876
96.5,47,2364.560253
-31.0,2,2364.567242
-45.0,42,2364.685435
42.5,267,2365.883863
94.0,64,2366.085764
-28.5,14,2366.128268
93.0,92,2366.383276
-28.0,4,2366.394844
-30.5,25,2366.47132
14.0,428,2373.783581
41.0,290,2374.728535
75.5,192,2375.280076
-15.0,381,2376.432982
68.5,224,2377.074833
86.0,114,2377.391906
69.5,170,2377.922856
-23.5,538,2385.631715
-91.0,710,2387.744306
-226.0,1279,2391.543958
18.5,360,2398.968468
84.5,121,2399.339668
-36.0,8,2399.361177
76.5,120,2399.716991
93.0,102,2400.081678
90.5,61,2400.258375
43.5,279,2401.126496
-31.5,13,2401.161005
29.5,288,2401.988904
82.0,138,2402.387456
-758.0,3351,2425.018163
-31.0,3,2425.027163
-32.0,528,2426.695673
-60.5,640,2429.033678
-35.5,8,2429.061187
19.5,388,2437.074913
-31.0,2,2437.084914
-30.5,1,2437.087914
91.0,85,2437.527397
42.5,236,2438.474705
16.5,331,2439.611251
59.5,225,2440.343017
109.0,69,2440.674805
78.5,135,2441.32035
55.0,259,2442.230259
81.0,171,2442.965564
103.0,75,2443.388643
81.0,158,2444.274431
78.5,145,2451.530897
80.5,153,2452.082734
80.0,110,2452.429809
95.0,80,2452.738893
85.5,142,2453.185642
-38.0,10,2453.217338
78.5,132,2453.658853
-31.5,2,2453.658853
81.5,102,2453.97314
46.0,217,2454.666696
83.0,121,2454.991762
96.0,41,2455.108082
-47.5,39,2455.203447
53.5,215,2455.801212
88.0,98,2456.116589
64.5,218,2456.715636
56.0,209,2457.31389
82.5,112,2462.418829
96.5,46,2462.610192
77.0,104,2462.910599
75.0,158,2463.399216
104.5,80,2463.666675
94.0,44,2463.802194
83.0,107,2464.101941
70.0,167,2464.575074
46.5,208,2465.225124
102.0,68,2465.478629
78.0,95,2465.758773
46.0,249,2466.450018
65.5,176,2466.929135
97.5,78,2467.147716
6.5,397,2468.230179
76.5,149,2473.994366
51.5,271,2474.820342
-30.5,1,2474.820342
97.5,84,2475.072675
28.5,354,2476.112683
99.0,73,2476.288839
39.0,301,2477.072833
76.0,162,2477.47479
-36.0,678,2479.269729
-37.5,24,2484.91441
26.5,260,2485.637324
95.0,75,2485.93922
89.5,94,2486.177671
86.5,87,2486.398186
72.0,196,2486.900184
-32.5,3,2486.906196
94.5,41,2487.009301
-47.5,24,2487.072286
-19.5,492,2488.320315
64.0,171,2488.752072
74.5,163,2489.324655
50.0,234,2490.291918
58.5,162,2490.995164
106.0,65,2497.392024
72.5,158,2497.874943
-103.5,872,2500.883586
80.5,121,2501.315747
74.0,154,2501.83031
98.0,69,2502.068623
53.5,240,2502.881891
66.5,200,2503.558335
90.0,143,2504.036376
93.0,76,2510.443991
92.0,112,2510.804099
5.5,388,2512.221115
-35.0,25,2512.313922
12.0,399,2513.684103
-33.0,586,2515.807506
98.5,49,2515.995123
83.0,132,2516.452434
77.5,147,2516.992743
85.0,90,2517.298273
-37.0,534,2525.193104
91.5,115,2525.600607
-30.5,1,2525.609123
-34.5,8,2525.63314
29.5,303,2526.67439
-143.0,1072,2530.365443
63.0,194,2537.201133
94.5,67,2537.433893
-69.0,576,2539.530559
-39.0,28,2539.629197
85.0,113,2540.032439
95.0,112,2540.408311
90.0,84,2540.697271
77.0,158,2541.240696
-30.0,32,2541.361244
106.5,45,2541.532846
33.0,319,2542.619889
85.5,133,2543.115948
-31.0,2,2543.12449
92.5,73,2543.368412
91.0,87,2543.659685
-37.5,16,2543.715512
26.5,278,2550.828425
49.0,263,2551.752263
80.5,172,2552.351927
108.5,41,2552.497557
69.5,225,2553.237097
58.5,226,2553.917346
92.0,68,2554.124218
9.0,309,2555.147169
-223.0,1253,2564.808969
40.0,267,2565.598928
-1.0,472,2566.975913
67.5,172,2567.503668
90.5,91,2567.847254
80.5,151,2568.240865
72.0,162,2568.666852
61.0,260,2575.116347
56.5,199,2575.668534
60.5,210,2576.194638
96.0,87,2576.430882
92.5,87,2576.645832
98.5,88,2576.871657
-40.0,32,2576.967619
-135.0,818,2579.300509
-47.5,630,2586.511513
-41.5,15,2586.552875
89.5,99,2586.811553
100.0,34,2586.906046
57.0,209,2587.496433
-38.5,27,2587.565983
39.0,271,2588.275713
102.5,43,2588.396296
-37.5,17,2588.44321
-22.5,502,2589.751993
102.5,58,2589.912863
72.5,119,2590.213429
-29.0,4,2590.239086
73.5,185,2590.744808
79.5,149,2591.145123
-32.0,4,2591.160782
1.0,383,2597.788306
28.5,229,2598.40695
86.0,139,2598.753671
-30.5,1,2598.75624
42.5,278,2599.489246
98.0,44,2599.61995
71.0,139,2600.091866
86.5,105,2600.455058
-3.0,405,2601.586025
90.0,92,2601.839175
79.5,143,2602.302758
42.0,296,2608.942055
-20.5,528,2610.526805
87.5,94,2610.808039
49.5,298,2611.903765
96.5,75,2612.116928
106.0,62,2612.297112
69.0,187,2612.86273
88.5,72,2613.103313
-28.0,16,2613.198823
86.5,128,2613.564479
28.0,275,2614.399572
-30.5,547,2622.091094
79.5,110,2622.431339
-126.5,841,2624.992755
-33.5,5,2625.006755
72.5,173,2625.49434
-52.0,737,2633.826872
41.5,190,2634.404911
75.5,115,2634.783882
103.0,17,2634.833975
91.0,134,2635.219239
108.5,44,2635.335346
78.5,131,2635.69678
66.5,176,2636.205699
43.0,246,2637.068119
42.0,229,2637.764618
-713.0,3271,2659.622459
94.5,97,2659.925724
83.5,120,2660.256895
90.0,81,2660.481785
80.0,146,2660.992328
97.0,67,2661.326626
17.0,363,2662.360562
88.5,103,2662.65576
-31.0,6,2662.67676
88.5,55,2662.824349
-69.0,712,2671.091288
87.0,61,2671.266608
109.5,29,2671.349482
46.5,275,2672.157295
72.5,160,2672.656971
-41.0,14,2672.693972
66.5,210,2673.320631
-60.5,77,2673.546385
60.0,204,2674.162915
104.0,15,2674.262947
58.5,182,2674.771405
-28.0,590,2682.779153
16.5,359,2683.816263
-41.5,17,2683.864847
26.5,323,2684.868947
-36.5,8,2684.892454
78.0,91,2685.145242
-35.0,6,2685.161246
74.0,199,2685.73897
-50.5,566,2687.520776
73.0,182,2688.01401
-48.5,663,2696.115035
-65.5,530,2697.614232
-33.5,6,2697.632233
-36.0,8,2697.661743
95.5,97,2698.009335
95.0,68,2698.23852
97.0,94,2698.611559
-27.0,14,2698.656263
-182.0,1152,2708.188815
41.0,299,2709.285529
106.5,19,2709.357458
54.0,175,2709.868095
77.5,127,2710.220881
-35.5,16,2710.268415
-6.5,400,2711.552958
99.0,28,2711.651095
103.5,62,2711.860787
-38.0,611,2719.811588
96.5,48,2719.974257
91.5,72,2720.213079
88.0,105,2720.580323
-38.5,599,2722.515687
78.5,143,2722.936284
92.5,65,2723.152843
98.5,84,2723.466497
92.5,73,2723.670551
-52.0,87,2723.968646
-37.5,511,2725.670957
36.0,259,2732.278298
48.5,214,2733.047636
75.0,161,2733.536362
87.0,157,2733.998941
92.0,84,2734.244639
-30.5,1,2734.248639
90.0,63,2734.430605
83.0,151,2735.042483
28.5,275,2735.891425
81.5,138,2736.411541
94.5,87,2736.830633
55.5,150,2737.37745
-58.0,88,2737.641013
-102.0,837,2746.325736
68.0,133,2746.744061
-39.5,18,2746.806959
66.5,202,2747.34335
78.0,128,2747.69188
40.0,263,2748.328816
60.0,221,2749.03489
65.5,144,2749.417459
68.0,184,2749.909483
77.5,178,2750.415045
82.0,169,2757.168105
102.5,73,2757.459785
-36.0,17,2757.54328
77.0,115,2757.969973
90.5,79,2758.257593
48.0,233,2758.983557
101.0,47,2759.125573
14.0,385,2760.298952
87.5,141,2760.708755
87.5,125,2761.103029
77.5,110,2761.424273
-29.0,10,2761.455998
94.0,93,2761.733042
88.5,116,2762.143636
57.5,206,2762.811485
93.0,95,2763.207423
80.0,170,2770.004001
78.5,132,2770.439712
-45.5,48,2770.609345
45.0,237,2771.413703
-81.0,755,2774.095619
98.5,94,2774.453284
72.5,144,2774.951563
-7.5,440,2776.51685
-34.0,13,2776.569073
6.5,380,2783.952259
93.0,113,2784.384511
77.0,164,2784.977237
93.0,72,2785.230249
79.5,106,2785.613695
52.5,220,2786.367676
-30.5,3,2786.379698
-32.0,3,2786.389817
79.0,148,2786.935358
107.0,52,2787.13828
101.5,86,2787.426772
101.5,34,2787.541595
57.5,173,2788.150346
98.0,56,2788.342276
46.0,310,2789.439326
67.5,193,2790.121193
88.5,121,2796.542448
68.5,110,2796.899951
97.0,99,2797.217222
-34.0,22,2797.281677
57.0,205,2797.96963
-28.0,5,2797.985727
65.5,147,2798.48748
-30.5,1,2798.490989
89.5,71,2798.73548
