#{"t_start": 1750064445.986279, "env_id": "my_robotenv-v1"}
r,l,t
45.0,237,3750.018837
68.0,170,3755.972139
100.5,104,3756.288019
101.5,69,3756.487843
84.0,119,3756.866678
95.0,74,3757.087785
98.0,84,3757.340433
93.0,75,3757.577674
106.5,47,3757.703834
-36.0,13,3757.750842
85.5,129,3758.114184
95.0,54,3758.272002
-30.5,1,3758.287673
101.5,26,3758.351153
81.0,86,3758.603858
-34.5,8,3758.645206
98.5,92,3758.903703
110.0,66,3759.108503
104.5,67,3759.328912
93.5,65,3759.518195
102.0,46,3759.644768
78.5,119,3759.990153
81.5,124,3760.353971
-29.5,1,3760.353971
95.0,87,3760.653975
98.5,43,3760.780159
99.0,107,3761.095309
-30.5,1,3761.095309
46.0,258,3761.841807
-31.0,2,3761.847818
77.0,117,3767.617442
104.5,32,3767.711403
101.5,86,3767.959234
84.5,124,3768.305166
95.0,46,3768.447207
90.0,107,3768.762507
100.0,46,3768.904753
84.5,105,3769.220409
101.0,52,3769.393807
52.0,216,3770.006547
102.0,57,3770.16428
85.0,66,3770.36901
95.5,61,3770.542535
100.0,77,3770.779143
77.5,116,3771.110881
95.0,80,3771.3476
84.0,101,3771.631179
84.0,96,3771.911876
72.0,162,3772.369375
-30.5,1,3772.369375
85.0,127,3772.717203
35.0,285,3779.003276
77.0,125,3779.364951
79.0,98,3779.649046
-85.0,68,3779.850617
91.5,111,3780.166534
-30.5,1,3780.166534
100.0,52,3780.34018
92.0,82,3780.561718
106.0,60,3780.750962
61.5,215,3781.381552
80.5,105,3781.682325
79.0,140,3782.097785
105.0,74,3782.308491
91.0,81,3782.576775
84.0,111,3782.876433
-32.0,12,3782.923841
97.5,64,3783.091398
92.5,62,3783.29658
109.0,35,3783.397843
88.5,97,3783.666211
78.0,134,3784.070002
84.0,109,3784.370113
87.0,101,3784.670167
93.5,95,3790.324208
84.5,116,3790.670792
54.0,213,3791.317148
53.5,197,3791.897515
66.0,172,3792.386703
77.5,137,3792.765901
90.5,111,3793.097651
81.5,109,3793.413123
90.0,95,3793.697017
83.5,136,3794.071903
100.5,69,3794.309189
60.0,229,3794.971426
92.5,126,3795.350509
90.5,95,3795.618969
82.5,58,3795.798323
54.0,210,3801.852235
75.5,137,3802.262314
80.0,79,3802.499656
98.5,75,3802.720327
103.0,56,3802.903775
72.0,161,3803.381985
41.5,255,3804.137326
31.5,247,3804.847316
48.5,231,3805.526219
77.0,134,3805.914546
72.5,177,3806.397288
69.0,148,3806.81355
96.5,107,3807.113159
76.0,180,3813.109695
23.5,296,3814.092832
93.5,79,3814.345507
-35.5,6,3814.367211
105.0,51,3814.503497
102.0,81,3814.745558
98.0,87,3815.013243
101.5,53,3815.185474
104.0,53,3815.327703
27.5,268,3816.094072
100.5,64,3816.272693
100.5,57,3816.43975
94.5,129,3816.77726
90.5,80,3816.998175
94.5,61,3817.171203
61.5,170,3817.660637
94.5,72,3817.878745
75.5,186,3818.399268
81.5,102,3818.714484
103.0,48,3818.856857
73.0,156,3824.777229
93.5,105,3825.123356
96.5,91,3825.375691
103.0,46,3825.50199
96.5,62,3825.675954
106.0,43,3825.83256
110.0,50,3825.973298
-31.0,2,3825.973298
87.0,77,3826.19471
47.0,189,3826.740696
89.5,141,3827.157413
96.0,33,3827.267435
2.0,330,3828.195964
97.5,77,3828.417171
97.5,58,3828.575026
102.0,17,3828.63816
103.0,70,3828.827648
77.5,140,3829.269354
-32.0,3,3829.269354
26.5,259,3830.006114
76.0,168,3830.47936
86.0,114,3836.257898
79.0,125,3836.636853
108.0,35,3836.741673
98.5,85,3837.016259
57.0,132,3837.379542
97.0,78,3837.616704
88.0,125,3837.975972
69.0,146,3838.402632
83.5,139,3838.812723
78.5,113,3839.143487
93.5,92,3839.427075
83.5,89,3839.695881
93.5,66,3839.927321
106.5,31,3840.006465
94.5,89,3840.275215
50.5,176,3840.812101
105.5,58,3840.995277
97.0,34,3841.095805
104.0,32,3841.20019
84.0,83,3841.427198
105.0,27,3841.506336
101.0,46,3841.632589
93.5,81,3841.866052
103.0,11,3841.897753
104.5,79,3847.53222
82.0,119,3847.913181
99.5,53,3848.071074
70.0,157,3848.528436
67.0,212,3849.144806
86.5,96,3849.412487
94.0,96,3849.712492
95.0,51,3849.912773
104.5,24,3849.991405
74.0,154,3850.402611
95.5,92,3850.670934
61.0,134,3851.096277
79.0,124,3851.443365
-31.5,2,3851.453372
103.5,68,3851.648407
92.0,124,3852.023682
-33.0,14,3852.07105
-31.5,2,3852.08674
106.5,23,3852.165699
-5.0,409,3853.379983
81.0,112,3859.128304
75.0,84,3859.453127
89.0,121,3859.798628
91.5,77,3860.008757
82.5,120,3860.371568
99.5,46,3860.498086
91.5,74,3860.702568
95.5,95,3860.986337
105.0,44,3861.111622
101.0,68,3861.300848
101.0,37,3861.411516
97.0,56,3861.568988
100.5,81,3861.794853
94.0,85,3862.025004
91.5,74,3862.246358
-31.0,5,3862.262005
102.0,27,3862.350729
106.0,37,3862.451002
42.5,240,3863.138398
81.0,121,3863.501159
78.5,158,3863.963176
-31.5,2,3863.963176
93.5,81,3864.215802
88.0,96,3864.547508
73.0,133,3864.923576
94.0,111,3870.66598
98.5,61,3870.870894
100.0,43,3871.012955
103.0,38,3871.149574
97.0,71,3871.36091
110.5,46,3871.487053
100.5,48,3871.62938
95.0,74,3871.846471
105.0,46,3871.99874
99.0,70,3872.203711
-35.0,20,3872.25663
101.0,64,3872.440167
87.0,112,3872.777178
79.5,146,3873.19706
92.0,168,3873.676117
84.0,165,3874.146788
89.5,91,3874.430719
93.5,93,3874.701574
98.5,94,3874.967418
93.0,94,3875.235578
-38.0,15,3875.283114
75.0,108,3875.592319
61.5,202,3876.178281
94.5,103,3876.478392
96.5,29,3882.019014
98.0,78,3882.303204
-47.0,16,3882.350534
80.0,114,3882.854678
76.5,126,3883.363376
94.0,38,3883.502861
-47.0,34,3883.630914
93.5,89,3883.946758
86.5,97,3884.397805
54.0,187,3884.96606
99.5,68,3885.171084
97.5,68,3885.423508
96.5,104,3885.847957
105.5,39,3885.958401
102.0,33,3886.053346
83.0,108,3886.38437
65.0,164,3886.854024
96.0,82,3887.100412
-51.5,66,3887.296154
62.5,248,3888.0202
-2.5,328,3894.338129
54.5,191,3894.905542
104.5,50,3895.062976
95.5,49,3895.220756
26.5,275,3895.991387
31.0,296,3896.842777
89.5,95,3897.111374
75.5,158,3897.54766
97.5,54,3897.711015
68.0,210,3898.3074
58.5,200,3898.874666
83.5,94,3899.158096
93.5,89,3899.426319
87.0,58,3899.593949
93.0,82,3899.833105
84.5,113,3905.569259
85.5,81,3905.818735
89.5,80,3906.059713
89.5,87,3906.29277
96.5,44,3906.419313
94.0,88,3906.671887
112.5,52,3906.829477
-30.5,3,3906.839483
-40.5,27,3906.908526
85.5,128,3907.287035
100.5,40,3907.398006
-39.5,32,3907.502669
102.5,46,3907.619177
88.5,89,3907.866349
74.5,127,3908.245469
82.0,102,3908.545533
94.0,91,3908.797435
68.0,159,3909.302227
93.5,88,3909.553197
97.0,45,3909.689439
102.5,11,3909.711837
-36.5,9,3909.752608
74.0,145,3910.166811
94.0,92,3910.419559
101.0,48,3910.577605
-31.5,8,3910.609338
101.0,55,3910.782894
69.5,143,3911.209438
107.5,55,3911.367447
103.0,53,3916.901604
104.0,41,3917.017779
101.5,28,3917.096889
99.5,92,3917.392295
86.5,100,3917.681789
81.0,87,3917.945938
101.0,41,3918.071496
-31.5,3,3918.103226
80.0,80,3918.419073
104.5,49,3918.575973
82.0,148,3919.001619
103.5,57,3919.200604
99.5,73,3919.411785
93.0,80,3919.648538
84.5,130,3920.040651
101.5,58,3920.214375
97.0,39,3920.340508
87.5,72,3920.576231
97.5,99,3920.877898
71.5,139,3921.270646
91.0,105,3921.59664
87.0,142,3922.009353
74.5,109,3922.324455
-46.5,22,3922.403125
59.5,138,3922.797333
-187.5,904,3931.12266
91.0,112,3931.485454
-30.0,2,3931.501467
103.5,45,3931.611861
92.5,68,3931.814775
58.0,210,3932.440243
84.0,76,3932.651205
88.0,43,3932.824454
82.5,135,3933.218775
56.0,153,3933.676767
85.5,94,3933.956216
93.5,52,3934.129159
97.5,85,3934.381309
-33.5,4,3934.397367
79.5,145,3934.801867
89.0,71,3940.570751
76.5,154,3941.028286
92.0,63,3941.232945
75.0,74,3941.484921
104.0,55,3941.706193
106.0,56,3941.862578
103.5,39,3941.972892
72.5,154,3942.556012
106.5,45,3942.729827
109.5,77,3942.966562
43.5,193,3943.597876
84.0,88,3944.035702
100.0,72,3944.257008
23.5,281,3945.108504
92.0,110,3945.408994
78.5,124,3945.795445
95.5,109,3946.115558
79.5,123,3946.478145
95.0,28,3946.588069
46.5,265,3952.558295
-31.0,2,3952.558295
-33.0,18,3952.621555
88.5,103,3952.920639
105.0,49,3953.062659
67.0,180,3953.582882
75.0,153,3954.054593
81.5,148,3954.495979
93.0,86,3954.804398
83.0,96,3955.104263
104.0,53,3955.293298
-3.5,393,3956.417229
101.5,64,3956.590791
87.0,108,3956.906683
107.5,31,3957.017746
99.5,77,3957.237374
99.5,76,3957.458477
97.0,74,3957.695288
98.5,104,3958.006472
94.5,74,3958.21162
40.0,275,3964.32179
72.0,142,3964.74209
88.5,102,3965.043566
49.0,247,3965.78899
72.0,200,3966.511629
65.5,161,3967.001236
92.5,98,3967.269666
-41.0,24,3967.348867
86.5,111,3967.711535
94.5,126,3968.086345
104.0,38,3968.228548
-42.0,23,3968.291512
89.0,79,3968.544709
96.0,76,3968.781448
72.0,126,3969.176041
41.0,256,3969.883195
87.0,136,3975.727663
109.0,53,3975.866548
90.5,140,3976.292646
71.5,157,3976.781851
99.0,64,3976.970244
43.0,174,3977.460034
87.0,88,3977.738421
77.5,169,3978.198845
40.5,233,3978.903073
87.0,99,3979.208549
43.5,290,3980.071455
100.0,42,3980.198028
102.5,71,3980.403232
100.5,41,3980.539398
103.0,40,3980.649814
83.5,125,3981.003226
61.5,224,3987.005151
90.0,89,3987.304622
94.5,66,3987.511552
98.5,39,3987.620444
66.0,144,3988.051285
93.5,61,3988.304825
100.5,99,3988.572808
62.5,160,3989.077437
-30.5,3,3989.093063
90.5,105,3989.377385
81.0,131,3989.778997
102.0,56,3989.926445
90.5,66,3990.131689
97.5,71,3990.336966
-30.5,1,3990.336966
93.0,70,3990.542182
100.0,56,3990.700829
105.5,50,3990.826591
107.5,64,3991.00058
98.0,82,3991.236269
78.5,139,3991.614906
-7.0,351,3992.621429
100.0,77,3998.227646
80.0,112,3998.574742
103.5,28,3998.653601
95.5,111,3998.969712
-37.0,13,3999.017154
-28.5,12,3999.048893
105.5,58,3999.207208
89.0,98,3999.47556
91.0,99,3999.743191
104.0,79,3999.972696
90.0,61,4000.146501
68.0,147,4000.572709
49.0,180,4001.077261
71.0,105,4001.361497
100.0,51,4001.519434
89.0,120,4001.848154
78.5,154,4002.27438
110.0,31,4002.353463
95.5,50,4002.489708
103.5,47,4002.606427
106.0,21,4002.668924
62.0,155,4003.220329
83.5,122,4003.583575
87.5,90,4003.862304
102.5,37,4003.956775
31.5,250,4010.053589
91.5,68,4010.242724
92.0,78,4010.463216
104.5,44,4010.620948
95.5,76,4010.825737
104.0,46,4010.967887
57.0,199,4011.536063
83.0,137,4011.953931
100.5,80,4012.191006
97.0,44,4012.323084
75.0,151,4012.749777
99.0,87,4013.002321
101.0,58,4013.175219
87.5,82,4013.411868
90.0,86,4013.664234
89.5,99,4013.942658
103.5,53,4014.101083
95.5,57,4014.321917
94.5,80,4014.552553
101.0,29,4014.621656
81.0,120,4015.00072
79.0,89,4015.294416
79.0,97,4020.953515
99.5,89,4021.247618
98.0,51,4021.395415
100.5,82,4021.649437
79.5,135,4022.023182
103.5,24,4022.134176
96.0,93,4022.417474
99.5,97,4022.695558
-7.5,370,4023.751875
105.0,63,4023.929115
-32.0,4,4023.945182
73.5,133,4024.307979
105.0,49,4024.465901
93.0,78,4024.687239
78.0,119,4025.018401
101.5,48,4025.176355
85.0,89,4025.43916
104.0,52,4025.571287
101.5,58,4025.745247
106.5,47,4025.893115
101.0,72,4026.104761
81.0,87,4026.357159
80.5,148,4026.798786
72.5,168,4032.648183
87.0,125,4033.001602
-16.5,378,4034.152036
103.5,45,4034.278378
101.0,49,4034.405498
96.0,89,4034.673494
81.5,117,4035.02098
-98.5,835,4037.3817
-31.5,3,4037.397821
108.0,71,4037.596704
-33.5,22,4037.650142
105.5,40,4037.769501
71.5,159,4043.603855
93.5,121,4043.995449
106.5,34,4044.105874
98.0,58,4044.295422
99.5,26,4044.374105
63.0,181,4044.878083
85.0,78,4045.09897
103.5,53,4045.224643
86.5,86,4045.477087
97.0,72,4045.682634
92.5,112,4045.987143
92.5,94,4046.255574
101.5,65,4046.463109
-124.5,719,4048.476737
103.0,42,4048.603265
-32.5,3,4048.619565
99.5,78,4048.823844
79.5,128,4049.202419
106.0,43,4049.328581
66.0,147,4055.169665
96.5,91,4055.406734
49.5,198,4055.956657
102.0,89,4056.210353
45.0,172,4056.692968
98.5,96,4056.951842
102.5,39,4057.077874
91.0,112,4057.393466
101.5,48,4057.551618
109.0,66,4057.740909
21.5,218,4058.3929
68.5,134,4058.76214
93.0,64,4058.96629
85.5,154,4059.408109
-30.5,1,4059.408109
80.0,140,4059.830785
70.0,127,4060.2247
36.5,231,4066.322416
88.5,124,4066.688417
83.0,128,4067.067499
80.5,63,4067.256748
106.0,46,4067.392703
97.5,67,4067.59808
86.0,100,4067.89499
92.0,92,4068.147718
72.5,118,4068.495266
-3.5,442,4069.817121
97.0,83,4070.048309
93.5,103,4070.347771
92.5,71,4070.559005
77.0,119,4070.890357
84.5,110,4071.191142
97.0,66,4071.38996
10.0,433,4077.976197
96.5,77,4078.212912
103.0,32,4078.301642
-30.5,8,4078.323339
-21.0,337,4079.270444
87.5,73,4079.474872
90.5,95,4079.802247
95.0,60,4079.95916
93.5,94,4080.23978
90.0,81,4080.481885
97.0,118,4080.814185
92.0,68,4081.003069
84.5,125,4081.34417
82.5,143,4081.761255
99.0,49,4081.913454
-36.0,19,4081.97649
104.0,25,4082.039572
101.5,27,4082.118417
47.0,211,4082.718547
93.0,108,4083.033838
100.0,49,4083.207749
76.0,168,4089.096795
-34.0,27,4089.175493
92.0,63,4089.365207
90.0,105,4089.665246
103.5,43,4089.803776
93.5,49,4089.939935
102.0,22,4090.002962
93.5,78,4090.214078
61.5,154,4090.671491
102.0,53,4090.813307
104.5,66,4091.002396
102.0,53,4091.159673
72.5,166,4091.616575
91.5,70,4091.819896
91.5,100,4092.119597
95.5,52,4092.292576
101.5,55,4092.450858
98.5,54,4092.607935
83.0,102,4092.900802
-31.5,2,4092.906835
94.5,96,4093.190911
100.5,52,4093.343175
91.0,72,4093.553559
67.5,173,4094.040648
102.5,23,4094.119717
80.0,120,4094.451783
96.5,45,4094.577892
52.0,230,4100.656011
35.0,207,4101.255092
97.0,45,4101.381333
90.5,120,4101.712675
79.0,160,4102.198515
91.0,96,4102.48275
-13.5,406,4103.620046
91.5,99,4103.894121
84.5,69,4104.08858
93.0,91,4104.325521
96.0,65,4104.51474
70.0,150,4104.940449
84.5,86,4105.176889
38.0,178,4105.681238
98.0,44,4105.798874
96.5,46,4105.950796
58.5,187,4111.939961
63.5,104,4112.250138
95.0,95,4112.524428
105.5,73,4112.729456
82.0,92,4112.965594
99.0,49,4113.102139
91.5,111,4113.407693
-80.5,50,4113.544466
102.5,39,4113.644863
73.0,150,4114.081895
-33.0,489,4115.471449
101.5,39,4115.59781
67.0,148,4116.004996
102.5,40,4116.130745
95.0,91,4116.382636
98.0,56,4116.556119
101.5,45,4116.666633
63.5,169,4117.140141
97.0,64,4117.314846
60.5,171,4123.222574
98.5,31,4123.317405
47.5,245,4124.166473
-38.5,10,4124.196109
99.0,38,4124.322201
78.5,103,4124.622123
90.5,123,4124.953851
97.5,58,4125.12676
95.0,91,4125.389591
95.5,84,4125.632125
90.5,104,4125.943033
54.0,167,4126.41705
35.5,230,4127.048965
88.5,75,4127.269842
17.0,316,4128.195726
40.5,200,4128.747982
85.0,118,4134.479757
-34.0,8,4134.495826
105.5,37,4134.590132
44.5,189,4135.110882
78.5,102,4135.409787
103.5,24,4135.472861
100.5,64,4135.67806
104.0,65,4135.866231
107.0,22,4135.939453
96.0,58,4136.102892
104.0,40,4136.213413
98.5,109,4136.538918
97.0,64,4136.702448
89.0,83,4136.948773
82.0,110,4137.253966
91.5,70,4137.453247
70.0,127,4137.802199
86.5,120,4138.144009
86.5,128,4138.512299
99.0,92,4138.764517
88.5,83,4138.995433
34.5,238,4139.663974
86.0,75,4139.890454
80.0,90,4145.538812
86.0,86,4145.783193
76.5,145,4146.197229
88.0,71,4146.402432
106.0,67,4146.622957
-34.5,22,4146.686006
84.0,122,4147.043646
89.0,96,4147.318273
25.5,261,4148.055245
75.5,136,4148.433627
108.0,37,4148.544098
89.5,118,4148.875677
-33.0,6,4148.908083
88.0,120,4149.302304
70.0,168,4149.783195
104.0,48,4149.914491
97.5,86,4150.151404
79.5,107,4150.482599
58.5,202,4151.075701
94.5,56,4151.239986
78.5,118,4157.003181
79.5,167,4157.501448
110.0,42,4157.617945
38.5,263,4158.372766
104.0,86,4158.625004
101.5,87,4158.877347
98.5,79,4159.098536
30.0,304,4159.979096
94.0,97,4160.246938
-40.0,14,4160.309958
37.5,301,4161.19288
96.5,90,4161.476385
-32.0,7,4161.50811
-37.5,11,4161.539452
-19.5,493,4168.365919
108.0,47,4168.508049
100.5,40,4168.618525
26.0,217,4169.264982
94.0,110,4169.596652
98.5,62,4169.778237
98.5,85,4170.020334
81.5,142,4170.440924
100.5,64,4170.63643
92.5,78,4170.857055
99.5,89,4171.110136
27.5,349,4172.113892
96.5,76,4172.318499
95.0,76,4172.523431
102.5,67,4172.728096
104.5,44,4172.848658
109.0,41,4172.965195
105.0,35,4173.076033
93.0,68,4173.249984
103.0,50,4173.401815
97.0,75,4173.597057
95.5,51,4173.748833
69.5,146,4179.568795
86.5,90,4179.847689
-41.0,27,4179.926513
-31.0,2,4179.942238
103.5,42,4180.053169
86.0,67,4180.259136
65.0,123,4180.622386
-34.5,5,4180.637488
85.0,121,4180.968937
107.5,47,4181.111038
-105.0,675,4183.060896
106.5,26,4183.155728
98.0,89,4183.423803
92.0,80,4183.659531
103.5,30,4183.748246
98.0,49,4183.881027
99.0,77,4184.102129
85.0,102,4184.464793
98.0,80,4184.742247
104.0,12,4184.779598
93.5,103,4185.111109
95.0,46,4185.252841
103.5,58,4185.473617
89.5,128,4191.395463
97.0,53,4191.552964
37.5,255,4192.273367
80.5,115,4192.652732
103.0,60,4192.82621
82.5,122,4193.173073
100.5,78,4193.409649
82.0,82,4193.652222
81.0,99,4193.943817
55.0,238,4194.606529
96.0,55,4194.764033
88.5,105,4195.064265
98.0,34,4195.159049
5.0,403,4196.307181
74.5,147,4196.718039
91.0,77,4196.923232
72.5,121,4202.700833
90.0,109,4203.047946
89.5,117,4203.379674
103.5,63,4203.553231
53.0,202,4204.118065
27.5,267,4204.860632
102.0,57,4205.08161
101.0,26,4205.176266
73.0,113,4205.475667
97.5,70,4205.665174
88.5,60,4205.834702
104.5,42,4205.94756
91.0,79,4206.166068
94.0,81,4206.397066
43.5,205,4206.970806
94.0,81,4207.201721
105.5,39,4207.302557
-31.5,3,4207.321076
74.5,152,4207.744316
56.0,178,4208.260477
55.0,192,4214.240876
69.0,163,4214.719793
-36.5,8,4214.745542
87.5,76,4214.950407
95.5,77,4215.209218
38.0,237,4215.866687
99.0,66,4216.056253
94.0,76,4216.277289
100.0,76,4216.546397
93.0,80,4216.793086
97.5,58,4216.972558
109.0,53,4217.130211
76.5,153,4217.57242
92.0,88,4217.820445
100.5,101,4218.104846
76.5,124,4218.436119
5.0,397,4219.619235
98.0,77,4225.411547
-82.0,542,4227.01278
100.0,54,4227.249037
88.0,86,4227.532307
67.5,162,4227.99724
41.0,277,4228.847551
78.5,59,4229.027053
85.5,83,4229.279841
77.0,109,4229.595823
96.5,50,4229.757566
100.0,83,4230.003234
90.0,86,4230.286919
93.5,121,4230.618502
56.0,205,4231.234045
-32.5,4,4231.249731
106.5,45,4231.375854
105.0,39,4231.502447
-36.0,41,4236.777092
87.5,123,4237.155316
107.5,48,4237.338865
94.5,113,4237.771222
-13.0,385,4238.858581
99.0,71,4239.111204
108.0,71,4239.348198
74.0,103,4239.642221
92.5,114,4239.973873
100.5,74,4240.195427
99.5,99,4240.495943
90.0,56,4240.653542
110.0,49,4240.795567
71.0,131,4241.247175
99.0,101,4241.537294
73.0,134,4241.925657
57.0,141,4242.366864
107.5,52,4242.524525
90.0,111,4242.824527
101.0,34,4242.944498
91.0,96,4248.188856
75.5,138,4248.589593
69.0,114,4248.920942
100.0,35,4249.031383
96.0,87,4249.293642
93.5,46,4249.44136
93.5,50,4249.615023
-35.5,6,4249.640802
86.5,90,4249.927658
76.0,130,4250.384996
95.5,105,4250.822953
64.5,164,4251.280359
107.5,76,4251.501298
74.5,148,4251.959087
97.0,87,4252.219078
-33.5,15,4252.26654
71.5,156,4252.83408
99.0,70,4253.038699
101.5,53,4253.197273
50.5,266,4253.99042
75.0,120,4254.321475
66.0,143,4260.164585
53.5,188,4260.731988
98.5,60,4260.921398
109.5,47,4261.066036
86.5,130,4261.452068
83.5,113,4261.751683
87.5,94,4262.070777
95.5,80,4262.275814
-2.5,279,4263.295629
77.5,164,4263.804436
102.0,85,4264.050927
-32.0,5,4264.072624
103.5,47,4264.293194
11.5,352,4265.427994
-32.5,3,4265.443619
14.5,332,4271.946399
75.5,139,4272.372557
75.5,158,4272.814864
84.0,119,4273.162332
86.5,132,4273.525537
91.0,102,4273.820193
97.0,65,4273.993371
92.5,59,4274.167786
80.5,97,4274.499678
96.5,77,4274.720524
101.5,50,4274.862746
97.0,62,4275.094115
82.5,100,4275.393828
60.0,127,4275.771047
-33.0,8,4275.798637
108.0,48,4275.930993
82.5,97,4276.199722
78.5,126,4276.562527
98.5,67,4276.751866
83.0,112,4277.08333
109.0,50,4277.209421
69.0,137,4277.598417
104.0,73,4283.224632
102.5,107,4283.524553
105.0,80,4283.797607
100.5,99,4284.089588
98.0,74,4284.312998
71.5,121,4284.641978
93.5,70,4284.815757
103.5,64,4285.007297
98.5,66,4285.194594
90.5,104,4285.510349
100.0,60,4285.668196
81.0,87,4285.908256
98.5,59,4286.066167
85.5,100,4286.349961
107.0,29,4286.444693
77.0,101,4286.730171
88.0,127,4287.148048
101.5,23,4287.201474
94.5,55,4287.374823
109.0,47,4287.501359
82.0,138,4287.878098
100.0,80,4288.082247
93.0,104,4288.413703
84.0,122,4288.777105
-31.5,3,4288.802779
101.0,19,4288.856114
102.0,61,4289.04554
59.5,156,4294.956254
94.0,72,4295.17748
101.0,59,4295.351575
-35.0,7,4295.367241
75.5,138,4295.800789
14.5,357,4296.760408
81.5,129,4297.123826
59.5,208,4297.794303
12.0,312,4298.654158
98.5,82,4298.888538
95.5,72,4299.110306
76.0,148,4299.567719
-39.0,18,4299.615163
101.5,63,4299.800488
57.0,196,4300.384314
65.5,192,4306.338312
39.0,225,4306.986021
-30.0,4,4307.002104
85.0,121,4307.365433
40.0,281,4308.164565
93.5,85,4308.489553
81.5,112,4308.79524
87.0,112,4309.111462
79.0,138,4309.537275
64.5,194,4310.082564
14.5,391,4311.203816
96.5,98,4311.471783
76.5,166,4317.332481
100.0,63,4317.505107
46.0,211,4318.116453
100.0,29,4318.19523
29.5,226,4318.826216
92.5,103,4319.125734
99.0,58,4319.299362
103.5,61,4319.457289
-55.5,502,4320.876643
91.0,80,4321.112495
76.0,115,4321.428299
103.0,51,4321.585913
31.0,295,4322.371532
102.0,48,4322.513752
97.0,71,4322.71834
-46.0,53,4322.860523
64.5,213,4328.889622
90.0,47,4329.047858
75.5,90,4329.332089
87.5,121,4329.679441
101.0,61,4329.83664
-35.0,10,4329.868366
53.5,105,4330.168696
107.5,44,4330.295318
103.0,51,4330.447094
94.5,62,4330.626617
86.0,72,4330.815943
-31.0,2,4330.815943
-22.0,441,4332.009649
93.0,89,4332.309477
99.0,22,4332.372559
89.5,94,4332.64061
85.5,89,4332.90289
68.5,192,4333.444642
-86.5,556,4340.4369
73.0,162,4340.863101
81.5,133,4341.257601
33.5,297,4342.105247
-38.0,15,4342.152655
93.5,71,4342.358068
5.0,256,4343.084882
90.5,77,4343.30688
-30.5,13,4343.347663
88.5,53,4343.495841
87.0,52,4343.637736
97.5,53,4343.793339
98.5,57,4343.954786
87.0,132,4344.364852
97.5,75,4344.595644
92.0,87,4344.932843
-7.5,349,4351.607226
86.5,101,4351.877504
82.0,117,4352.196301
89.5,72,4352.399612
-30.5,9,4352.430331
87.5,81,4352.645594
97.0,78,4352.897768
101.5,107,4353.219738
89.0,78,4353.503945
89.0,109,4353.800823
92.0,116,4354.13138
57.5,156,4354.542189
98.5,55,4354.700436
76.0,112,4355.031073
95.5,93,4355.293957
91.0,66,4355.483911
74.0,124,4355.830559
87.5,87,4356.066894
102.5,22,4356.139847
-118.5,763,4363.724173
-35.5,6,4363.749893
99.5,54,4363.894703
82.5,105,4364.226326
-43.5,30,4364.321283
96.5,59,4364.489342
76.5,154,4364.906069
-350.5,1263,4368.490264
73.0,158,4374.339885
104.0,65,4374.544746
-32.5,11,4374.576002
-47.0,32,4374.670852
103.0,23,4374.718283
93.0,90,4374.989114
108.0,25,4375.050076
-40.0,18,4375.113106
56.0,188,4375.665434
101.0,44,4375.802684
100.5,74,4376.001839
-127.5,652,4377.88161
-38.5,15,4377.929601
72.5,148,4378.355095
106.0,77,4378.560402
92.5,69,4378.749982
91.0,91,4379.0178
-35.0,6,4379.043521
105.0,48,4379.176082
86.0,128,4379.617874
95.5,30,4379.69704
67.5,152,4385.556416
-34.0,21,4385.619506
85.5,88,4385.891661
-30.5,1,4385.897195
-29.5,2,4385.897195
78.5,47,4386.023323
-5.0,397,4387.176206
62.5,134,4387.555177
63.0,189,4388.099043
87.5,69,4388.278614
60.5,211,4388.878486
102.5,30,4388.957579
76.0,114,4389.350984
96.5,63,4389.540161
106.5,57,4389.71364
-44.0,58,4389.882739
67.0,159,4390.309103
-44.5,18,4390.356154
76.0,140,4390.766334
65.0,166,4396.62677
98.0,27,4396.74724
103.5,42,4396.863232
102.5,42,4396.999432
68.0,122,4397.368171
100.5,40,4397.493898
55.0,242,4398.153705
90.0,93,4398.420116
95.5,85,4398.641042
82.0,112,4398.951141
32.0,270,4399.714467
94.5,65,4399.899755
84.0,95,4400.167153
97.5,84,4400.406994
91.0,75,4400.644492
97.0,54,4400.802351
66.5,163,4401.275039
101.0,65,4401.44868
105.0,68,4401.63785
47.5,197,4402.200658
92.5,80,4402.421853
-37.0,8,4402.447585
24.0,207,4408.399231
98.0,73,4408.594845
45.0,235,4409.288726
103.0,39,4409.399278
82.0,99,4409.682968
98.0,68,4409.892921
79.0,126,4410.224244
99.5,36,4410.344757
49.0,176,4410.917537
103.5,87,4411.21723
95.5,40,4411.374887
97.0,45,4411.542286
101.0,56,4411.690229
96.0,68,4411.888527
96.0,77,4412.09938
92.0,48,4412.256852
92.0,118,4412.604456
45.0,241,4413.291236
97.5,36,4413.391712
103.0,49,4413.517817
105.0,37,4413.612599
105.5,54,4413.778745
84.5,119,4419.713992
82.0,105,4420.026245
86.0,109,4420.393172
95.0,69,4420.605288
-30.5,1,4420.605288
99.5,68,4420.793105
78.0,137,4421.209608
58.5,187,4421.739835
49.0,224,4422.416573
75.5,123,4422.811058
94.0,60,4422.984243
86.0,120,4423.347184
91.0,71,4423.552107
65.5,174,4424.17951
102.5,44,4424.400871
11.0,424,4425.766215
94.0,81,4431.591864
93.5,89,4431.951164
-55.0,678,4433.850152
-108.0,619,4435.501047
99.5,47,4435.627165
57.5,212,4436.294372
