#{"t_start": 1750064445.9800642, "env_id": "my_robotenv-v1"}
r,l,t
-178.5,1152,1253.09596
24.5,378,1254.138933
80.0,170,1254.672843
87.0,142,1255.089826
-33.5,11,1255.124334
-479.5,1646,1266.034463
86.0,90,1266.282013
-40.5,425,1267.751694
-414.0,2041,1279.552233
-72.5,107,1279.871924
-39.5,14,1279.905457
-513.0,2295,1298.019648
-35.5,30,1298.103779
27.0,287,1298.936847
-441.0,2111,1310.944243
-36.0,648,1312.819595
-74.5,768,1315.283328
-28.5,18,1315.33489
67.0,158,1315.870671
36.5,363,1322.652139
-35.0,9,1322.676677
81.0,176,1323.174877
-101.0,830,1325.616826
-31.5,2,1325.623861
76.0,144,1326.0893
23.5,370,1327.207047
-48.5,688,1335.354098
-147.0,1014,1338.372401
-26.0,513,1339.673678
-36.0,13,1339.70525
100.5,60,1345.709745
-38.5,632,1347.623474
56.5,261,1348.460795
-16.5,417,1349.669188
-40.0,526,1351.480119
-230.0,1395,1361.649112
40.5,284,1362.494746
-43.0,24,1362.565762
66.0,194,1363.124227
-234.0,1403,1373.197533
-24.5,475,1374.608593
64.0,206,1375.196931
-56.0,636,1382.886359
54.0,242,1383.603449
-357.5,1929,1395.567916
69.0,166,1396.033108
-100.5,803,1398.342308
-56.5,649,1406.095146
56.0,231,1406.807235
68.5,190,1407.478197
80.5,174,1408.004726
-495.0,2323,1420.538921
25.0,330,1421.556749
-9.0,494,1423.009309
-94.5,714,1431.168671
-179.5,1079,1434.383925
-31.0,7,1434.402471
-481.5,2283,1447.316919
-34.0,31,1447.405958
-85.0,725,1455.461883
-61.5,658,1457.357508
-31.0,529,1458.998274
2.5,430,1460.232995
66.0,211,1466.839133
64.5,248,1467.626024
69.5,200,1468.174019
13.5,417,1469.687301
20.5,311,1470.51212
86.0,137,1470.900568
-1.5,449,1472.202655
46.0,292,1479.285551
-28.0,17,1479.33268
-243.5,1328,1483.023301
-32.0,543,1490.631745
-156.5,1121,1493.835963
-39.0,7,1493.861504
-114.0,851,1496.411859
65.5,160,1502.792515
68.5,195,1503.357733
-33.0,584,1505.158027
-26.5,571,1506.849499
-31.5,3,1506.859037
-34.5,11,1506.887203
-278.0,1472,1517.235266
-251.5,1374,1527.082076
-120.5,890,1529.814918
-111.0,839,1532.532882
-37.0,11,1532.603389
-30.5,1,1532.607898
38.5,325,1539.140605
46.0,269,1539.907093
82.0,131,1540.292283
-79.5,730,1542.521485
0.5,476,1544.236011
86.5,90,1544.525249
2.0,441,1551.751014
48.0,269,1552.554453
-187.0,1092,1556.039494
-169.0,1098,1565.000439
-87.0,818,1567.752306
-30.0,6,1567.768795
85.5,157,1568.20466
70.0,153,1568.630734
-28.5,8,1568.657236
-31.0,11,1568.683266
2.5,470,1575.951308
-99.5,788,1578.229412
-39.0,617,1580.094945
-44.0,623,1587.641025
-34.0,6,1587.661534
-823.5,3257,1603.075847
70.0,151,1603.496006
21.0,361,1610.525874
55.5,212,1611.132497
62.0,164,1611.598841
-0.5,403,1612.820503
22.0,339,1613.854492
51.5,251,1614.684503
-1.0,412,1615.858306
14.5,406,1622.91915
65.0,214,1623.462368
-67.5,611,1625.136431
54.5,183,1625.774725
-37.0,28,1625.856802
-43.0,28,1625.932399
54.5,279,1626.736429
-31.0,597,1634.404433
25.0,331,1635.320068
21.0,362,1636.391281
35.0,265,1637.148892
14.0,381,1638.347276
72.0,169,1638.866896
-36.0,572,1646.580162
20.5,382,1647.564387
62.5,213,1648.163517
82.5,118,1648.522419
-32.5,4,1648.536417
-75.5,154,1649.106176
49.5,229,1649.874773
-1.5,472,1651.305431
49.5,229,1651.964107
58.5,257,1658.500256
-1.0,367,1659.503521
-52.0,564,1661.234882
61.5,242,1661.95572
83.5,137,1662.383626
-12.5,538,1663.985228
71.5,145,1670.429475
-35.0,622,1672.220813
2.5,466,1673.652343
92.5,118,1674.026245
63.5,219,1674.789581
74.0,178,1675.28377
-15.5,490,1682.574212
27.5,383,1683.713125
-35.0,7,1683.732094
-40.5,17,1683.780694
-39.0,13,1683.813256
66.5,182,1684.385486
47.5,275,1685.235358
80.0,103,1685.542141
-46.0,623,1687.466405
52.0,202,1688.039058
75.5,100,1688.325455
33.0,389,1695.093162
65.5,180,1695.620308
14.0,419,1696.905261
48.0,288,1697.721456
83.5,153,1698.215403
-24.5,541,1699.754188
90.5,53,1699.899398
15.0,312,1706.882807
60.5,186,1707.406927
88.5,112,1707.731246
84.0,102,1708.015485
44.5,275,1708.893746
17.5,311,1710.078313
79.0,138,1710.485347
75.5,129,1710.89659
5.5,464,1712.391251
44.5,156,1718.774329
80.5,113,1719.161803
-35.0,15,1719.20509
23.5,303,1720.031656
37.0,253,1720.7373
104.5,56,1720.887111
91.5,95,1721.256136
62.0,229,1721.928338
82.0,138,1722.31998
25.0,310,1723.252388
92.5,32,1723.338995
-630.0,2706,1742.986131
88.5,153,1743.511859
94.0,74,1743.716755
-28.5,535,1745.290447
-37.5,19,1745.344987
54.0,246,1746.052542
-30.0,8,1746.074538
95.5,92,1746.330302
71.0,227,1746.971803
99.0,76,1747.254846
-28.5,555,1754.804476
55.0,303,1755.740206
65.5,146,1756.149838
40.5,331,1757.076535
-23.0,425,1758.347178
-37.5,10,1758.374686
-32.5,4,1758.388687
86.5,141,1758.795474
95.0,85,1759.055588
10.0,437,1760.51568
-183.5,1080,1769.780327
4.5,427,1771.28248
87.0,119,1771.643011
-30.0,473,1779.099054
-171.0,1119,1782.585544
-52.5,702,1784.665758
-43.0,23,1784.725327
77.0,115,1785.021345
88.5,123,1791.287881
-39.0,18,1791.339997
63.5,183,1791.836915
53.5,181,1792.341564
104.0,86,1792.593387
56.0,151,1793.13194
-4.0,452,1794.433185
-60.0,560,1796.088506
-8.0,483,1803.596148
-34.0,7,1803.614647
102.5,60,1803.783375
71.0,162,1804.23709
-30.5,1,1804.24809
16.0,332,1805.412868
3.5,436,1806.699716
59.0,185,1807.309734
62.0,191,1807.835089
103.5,52,1808.018975
-119.0,900,1816.369782
101.0,17,1816.413275
-50.5,27,1816.482871
-37.5,496,1817.874853
-35.5,9,1817.899451
85.5,71,1818.126176
26.5,383,1819.337544
40.5,239,1820.12544
34.5,347,1821.230439
44.0,251,1827.770669
-36.5,17,1827.819177
20.0,352,1828.838077
70.5,262,1829.619523
18.5,346,1830.62663
18.0,360,1831.854738
-9.5,412,1833.245876
32.0,304,1840.182324
21.5,368,1841.768075
45.5,274,1842.59345
68.5,190,1843.1614
85.0,149,1843.631584
-102.0,815,1846.019509
-64.5,685,1854.215163
57.5,196,1854.804883
-37.5,13,1854.847881
-38.0,20,1854.90103
-52.5,56,1855.077078
-104.5,765,1858.282408
-18.0,482,1865.728065
-145.5,861,1868.445871
-5.5,485,1869.968701
-85.0,748,1878.069356
95.0,160,1878.56874
45.5,266,1879.266987
-79.5,609,1880.927662
-203.5,1217,1890.794551
74.0,166,1891.293618
50.5,236,1892.004304
-35.0,8,1892.024302
-4.0,439,1893.381464
-41.5,17,1893.425043
-115.0,269,1894.200492
34.0,292,1895.033954
107.0,29,1895.127047
-54.5,62,1895.358782
-33.5,5,1895.374752
-34.0,7,1895.395272
96.5,92,1895.661117
91.0,118,1902.053171
23.5,361,1903.071427
43.5,279,1903.921013
98.0,48,1904.077538
97.5,88,1904.33622
73.5,190,1904.869733
-12.5,492,1906.387049
91.0,89,1906.665837
46.5,204,1907.273974
5.0,365,1914.274296
90.5,111,1914.600477
-40.0,640,1916.472021
-35.0,16,1916.541528
59.5,172,1917.064092
65.0,202,1917.727911
68.0,151,1918.163105
-59.5,625,1920.115962
-98.0,834,1928.244782
42.0,222,1928.881607
28.5,348,1929.948364
-30.5,1,1929.951365
91.5,85,1930.203634
87.5,68,1930.394828
49.0,243,1931.099427
27.0,327,1938.087607
62.5,207,1938.688193
54.5,205,1939.344046
-33.0,507,1940.836459
-39.0,557,1942.470996
103.0,18,1942.530506
32.0,314,1943.447679
56.0,228,1950.114222
26.5,378,1951.27142
101.5,25,1951.343798
64.5,199,1951.917494
-31.5,15,1951.958001
-69.5,679,1953.951212
98.5,36,1954.070743
-8.0,396,1955.370471
56.0,279,1962.020947
86.5,97,1962.290959
30.5,252,1963.119734
107.0,43,1963.268182
-160.5,450,1964.572093
65.0,229,1965.594053
76.5,178,1966.125189
-58.5,36,1966.221236
46.5,204,1966.800096
82.5,118,1967.142977
74.5,161,1967.665884
74.5,134,1968.048052
-46.5,679,1975.865292
42.0,256,1976.591317
-40.5,16,1976.631822
53.0,269,1977.419558
-42.0,18,1977.477062
-30.5,1,1977.480079
56.5,233,1978.194497
19.0,374,1979.262704
-106.0,879,1987.792278
-32.5,4,1987.810786
-46.5,72,1988.0641
-25.0,539,1989.681983
30.0,179,1990.296556
-43.5,33,1990.397242
-180.5,1111,1999.523194
76.5,169,1999.986801
-51.0,579,2001.674488
-101.0,825,2004.298041
40.5,273,2011.126847
63.0,209,2011.759709
54.0,215,2012.411683
-79.5,708,2014.542055
-28.0,426,2015.834833
82.5,100,2016.118985
-31.0,2,2016.12495
65.0,214,2022.328242
-30.5,1,2022.332242
-30.5,2,2022.33624
-47.5,641,2024.468237
85.0,117,2024.900708
-33.0,613,2026.623084
-11.5,515,2028.167088
73.5,178,2034.337811
23.0,361,2035.290465
96.5,78,2035.527183
-45.5,31,2035.658597
50.0,271,2036.497304
-31.0,4,2036.538812
27.5,311,2037.472864
66.0,184,2038.068803
-33.5,21,2038.129313
89.5,98,2038.41286
-30.5,1,2038.4198
20.5,325,2039.502418
7.0,464,2046.464488
-34.0,7,2046.491488
94.0,47,2046.675828
73.0,161,2047.12164
94.5,102,2047.390225
-30.5,1,2047.393224
48.0,236,2048.028565
85.0,100,2048.285746
-113.0,247,2049.037565
12.5,435,2050.259648
68.5,172,2050.867111
-67.0,118,2051.209601
-37.5,553,2058.472874
-26.0,509,2059.940915
19.0,372,2061.183967
-37.0,12,2061.215562
42.0,245,2061.927507
65.5,195,2062.494797
99.5,68,2062.745473
81.5,156,2063.190875
-43.0,27,2063.262525
48.0,260,2069.623286
17.5,313,2070.483687
-33.0,4,2070.494684
-35.5,41,2070.68375
-72.0,641,2072.425129
88.5,64,2072.666903
101.0,77,2072.887901
85.5,120,2073.224375
59.0,171,2073.76245
33.5,334,2075.048359
66.5,202,2081.701478
48.5,204,2082.269467
68.5,162,2082.723034
-158.5,1046,2085.782828
53.5,278,2086.559236
-42.5,32,2086.650776
90.0,97,2086.917957
78.0,144,2087.320952
5.0,497,2094.614053
-31.5,2,2094.620045
13.5,370,2095.697685
61.0,210,2096.291714
75.0,141,2096.692663
98.5,11,2096.7272
54.5,251,2097.433467
91.0,62,2097.683182
52.0,261,2098.409815
75.5,129,2098.767158
97.0,111,2099.080267
-41.0,23,2099.144487
-44.0,18,2099.194966
9.5,470,2106.450573
39.5,306,2107.321208
51.0,219,2108.013053
-48.5,616,2109.812802
-30.5,1,2109.816781
-104.0,828,2118.239915
88.5,136,2118.784136
74.0,193,2119.409099
-6.0,436,2120.734486
60.5,244,2121.631192
104.0,46,2121.897439
79.0,117,2122.304641
95.5,82,2122.548338
95.5,54,2122.70348
58.5,193,2123.260668
75.5,164,2123.801825
46.5,274,2130.530638
-37.0,9,2130.57315
33.0,313,2131.681946
37.5,356,2132.74437
-39.5,14,2132.791943
85.5,146,2133.228983
78.0,161,2134.027865
35.5,327,2135.101308
49.0,272,2135.903599
-24.5,564,2143.391277
-68.0,600,2145.329756
98.5,63,2145.517421
50.5,222,2146.383115
-19.0,564,2148.124582
-32.0,4,2148.135581
-39.0,492,2155.583501
63.5,168,2156.09575
19.5,355,2157.113905
74.5,138,2157.501089
92.5,92,2157.822659
95.0,64,2158.0127
95.0,68,2158.267261
-36.5,14,2158.317773
-28.0,541,2159.982771
-44.0,39,2160.102423
-31.0,3,2160.115931
39.5,276,2160.948358
-40.5,14,2160.996357
97.0,92,2167.317051
-117.5,347,2168.277043
-31.5,2,2168.282036
-45.0,34,2168.376119
81.5,155,2168.805449
95.5,76,2169.099808
11.0,405,2170.230565
72.0,122,2170.570646
-33.0,6,2170.591645
62.0,190,2171.189888
33.0,293,2172.126106
72.5,153,2172.547273
69.5,179,2173.079773
67.0,145,2179.284815
54.0,222,2179.96539
100.0,64,2180.150504
-83.5,718,2182.256483
57.0,205,2182.829963
14.5,281,2183.689101
85.5,139,2184.099318
-40.5,48,2184.280448
35.5,326,2191.229545
75.5,155,2191.648645
70.5,126,2191.955386
-83.5,806,2194.506387
-53.0,538,2196.137899
61.5,205,2196.732562
61.5,171,2203.249428
77.0,131,2203.678049
-33.5,5,2203.691053
80.5,118,2204.023661
83.0,163,2204.490045
-44.0,19,2204.551072
9.5,423,2205.906275
1.0,469,2207.209804
97.0,57,2207.364403
89.0,111,2207.715602
1.5,422,2208.972779
-37.0,16,2209.025284
30.5,331,2216.012502
90.5,104,2216.310713
102.0,91,2216.571312
32.0,220,2217.332824
62.0,169,2217.831372
42.0,352,2218.901772
81.5,130,2219.340699
48.0,258,2220.167695
30.0,299,2221.059518
59.5,184,2227.588702
43.0,243,2228.332747
67.0,163,2228.934375
102.0,70,2229.16459
1.5,383,2230.299624
84.0,130,2230.628704
82.0,94,2230.863547
-33.0,5,2230.875547
41.5,289,2231.646699
100.5,85,2231.869914
89.0,109,2232.175273
-34.5,8,2232.204849
-110.5,826,2240.792779
34.5,341,2241.824273
80.0,133,2242.215181
83.0,111,2242.544575
65.0,165,2243.028657
91.0,127,2243.453401
78.0,105,2243.756224
-43.5,28,2243.834738
-30.5,1,2243.837734
59.5,234,2244.54876
-745.0,3189,2266.359234
-33.5,5,2266.372234
54.0,250,2267.017003
82.5,105,2267.280488
88.5,128,2267.610255
86.5,115,2267.899707
-42.0,617,2269.807147
-28.5,4,2269.818147
87.5,135,2276.249574
96.5,125,2276.619974
83.0,105,2277.082816
63.0,219,2277.763503
-47.0,42,2277.88621
-41.0,42,2278.016366
50.0,241,2278.705053
57.5,232,2279.436374
91.0,123,2279.816283
102.5,61,2279.991986
91.0,114,2280.338295
-36.0,11,2280.365832
87.5,123,2280.727689
34.5,321,2281.799045
88.5,125,2282.163661
-40.0,16,2282.213171
94.5,129,2288.55518
85.0,88,2288.889813
93.5,71,2289.100812
101.0,81,2289.410273
66.0,196,2290.135635
-31.5,2,2290.140687
94.5,82,2290.362424
-122.0,871,2293.028477
-344.0,1598,2303.795434
52.0,246,2304.420176
-18.5,489,2305.784906
86.5,82,2306.03914
52.0,245,2306.819808
31.5,324,2313.629303
36.5,279,2314.443442
-46.5,29,2314.544514
-31.0,2,2314.550029
92.0,100,2314.838748
57.5,226,2315.63187
71.5,183,2316.156029
79.5,178,2316.675305
101.0,31,2316.760463
107.0,26,2316.835689
-14.0,430,2318.191757
-34.0,498,2325.410976
35.0,310,2326.413284
98.0,87,2326.670882
19.5,357,2327.685631
42.5,264,2328.490754
-32.0,13,2328.535263
81.5,81,2328.759022
96.0,80,2329.002688
55.0,218,2329.624354
85.5,139,2330.066136
75.0,134,2330.471179
97.5,117,2330.805413
67.5,156,2337.005345
94.5,75,2337.220986
70.5,127,2337.578391
-44.5,535,2339.209758
-32.5,8,2339.249727
90.5,117,2339.591876
83.0,122,2339.931646
102.0,47,2340.079873
104.5,33,2340.170026
44.0,276,2340.946163
11.0,368,2342.122611
78.0,102,2342.405887
84.5,177,2348.702728
98.5,37,2348.807987
90.5,114,2349.202544
27.5,331,2350.123592
-56.0,668,2352.087256
-29.0,2,2352.093284
82.5,92,2352.34284
82.0,161,2352.827157
78.5,160,2353.419244
89.0,78,2353.662459
62.5,154,2354.096589
91.0,85,2354.340865
66.5,222,2361.168952
-29.0,12,2361.222562
16.5,380,2362.328959
-98.0,801,2364.703649
36.0,267,2365.904332
41.0,246,2366.631707
-65.0,632,2374.632627
49.5,211,2375.240723
-48.0,42,2375.363365
77.0,177,2375.943965
93.5,61,2376.124153
-44.0,19,2376.173715
88.5,58,2376.335061
75.0,167,2376.802606
93.0,47,2376.934521
52.5,245,2377.644727
-6.5,441,2378.99578
52.5,215,2385.729474
6.5,483,2387.19815
59.0,220,2387.824543
-37.5,25,2387.901558
-10.5,456,2389.314933
55.0,244,2389.974022
81.0,108,2390.254944
38.5,278,2391.11378
-20.5,474,2398.88519
-64.0,701,2401.071205
-61.5,132,2401.452271
33.5,258,2402.19285
63.5,203,2402.982528
72.5,205,2403.533999
14.0,373,2410.586226
97.0,77,2410.802028
77.0,167,2411.419801
-31.0,2,2411.425828
-30.0,2,2411.430827
-36.0,13,2411.470393
-98.0,713,2413.539011
103.5,40,2413.655254
77.0,84,2413.89046
37.5,235,2414.587969
-4.0,399,2415.834019
94.5,79,2416.071658
57.5,234,2423.172705
85.5,112,2423.546848
60.0,226,2424.238595
-32.0,3,2424.267103
80.0,142,2424.697312
32.0,345,2425.69112
-30.5,1,2425.69512
72.5,192,2426.233381
87.5,89,2426.620385
72.5,157,2427.166028
-15.0,409,2428.760606
80.5,144,2429.202044
69.0,194,2436.50103
12.0,381,2438.197503
-24.5,568,2440.085518
96.5,81,2440.360746
-32.0,3,2440.374294
83.5,163,2441.20741
-49.5,27,2441.296781
93.0,84,2441.574983
78.0,120,2441.977839
86.0,95,2442.359835
56.0,252,2443.618789
46.0,225,2451.405208
-30.5,1,2451.411215
108.0,48,2451.568804
17.5,360,2452.829708
-34.5,11,2452.861383
95.5,88,2453.129342
-104.0,746,2455.397589
88.5,81,2455.618656
-30.5,1,2455.618656
-52.0,660,2457.508698
55.5,182,2462.869511
-41.5,37,2462.995418
86.0,106,2463.326449
87.0,137,2463.768168
3.0,411,2464.926711
65.0,213,2465.664144
67.5,180,2466.17071
35.5,323,2467.05804
94.0,61,2467.207361
67.5,137,2467.577592
99.0,75,2467.779924
86.5,104,2468.042937
96.5,76,2468.300562
58.5,205,2474.253219
97.5,74,2474.47926
104.0,86,2474.705919
102.5,54,2474.873896
70.5,206,2475.54779
64.0,178,2476.023954
95.0,91,2476.247707
89.5,58,2476.395401
57.5,243,2477.000888
51.5,244,2477.649019
86.0,105,2477.90395
-15.5,510,2479.275944
62.5,174,2485.320884
85.0,141,2485.775544
26.0,276,2486.52801
97.5,71,2486.707325
43.5,281,2487.453459
-131.0,872,2490.101053
98.5,78,2490.412276
92.0,68,2490.720595
71.5,137,2497.422274
101.0,51,2497.570423
105.0,27,2497.654941
18.5,345,2498.738971
-28.5,3,2498.749486
82.5,145,2499.277815
47.5,234,2500.086396
-29.0,480,2501.792917
99.5,70,2502.032159
70.0,122,2502.429616
87.5,126,2502.870076
18.5,360,2504.09569
93.0,39,2504.23554
91.5,81,2510.625102
77.0,177,2511.271354
63.0,129,2511.754543
101.0,56,2511.945488
96.5,98,2512.290429
103.0,53,2512.466929
63.0,209,2513.192425
81.5,102,2513.539104
94.5,76,2513.804021
74.0,173,2514.464366
42.0,207,2515.215569
-32.5,3,2515.230083
75.5,217,2515.988822
61.0,192,2516.676301
99.5,34,2516.80092
68.5,197,2517.491604
-22.0,498,2525.258433
109.0,34,2525.381069
103.5,53,2525.567322
77.0,162,2526.108112
-15.0,509,2527.889321
50.0,249,2528.716263
-66.5,43,2528.886123
-40.5,17,2528.944712
-66.5,681,2537.457634
95.5,59,2537.701703
59.5,212,2538.462575
80.5,130,2538.918013
44.5,303,2540.009041
76.0,141,2540.492619
43.0,255,2541.375969
39.5,208,2542.123582
51.5,204,2542.82695
102.0,52,2543.013816
84.5,143,2543.500567
-55.5,583,2551.674312
51.5,293,2552.687907
96.0,62,2552.888583
73.5,144,2553.351309
57.0,203,2553.965644
95.5,115,2554.329648
-38.0,17,2554.382255
103.0,29,2554.469508
79.5,210,2555.183454
9.0,365,2556.485334
-43.0,20,2556.595708
-33.0,5,2556.616521
-33.5,7,2556.657747
17.5,354,2563.291448
80.0,151,2563.732452
2.0,431,2565.068386
98.0,64,2565.258178
97.0,100,2565.541727
-43.5,18,2565.605143
93.5,89,2565.854333
82.0,84,2566.169911
93.5,82,2566.390598
100.5,62,2566.557935
90.0,90,2566.809825
77.5,161,2567.320495
-32.5,13,2567.367856
102.0,43,2567.462535
68.0,176,2568.026747
99.0,49,2568.152783
89.0,101,2568.436471
-256.5,1509,2578.312521
63.0,203,2578.833875
81.0,150,2579.259306
-14.0,410,2585.854273
93.0,97,2586.122613
-35.5,22,2586.201776
26.0,280,2586.974972
92.5,140,2587.351161
104.5,27,2587.41418
97.5,105,2587.714384
107.0,50,2587.839688
106.5,29,2587.919074
-5.0,416,2589.007569
-170.5,970,2597.251712
-33.0,574,2598.729502
-182.0,1106,2601.934531
100.0,36,2602.032605
88.0,117,2602.47391
72.0,175,2608.702583
-67.5,662,2610.680694
-49.5,584,2612.629397
-38.0,13,2612.668964
3.5,446,2614.070342
83.0,140,2614.4853
13.5,410,2621.735435
66.0,167,2622.30757
-383.5,1810,2633.851594
-34.5,6,2633.867593
72.0,219,2634.554945
104.0,82,2634.805602
103.5,66,2635.000292
98.5,24,2635.080584
28.5,329,2635.990059
24.0,369,2637.246207
57.0,224,2637.888064
107.0,45,2638.016698
-116.5,922,2646.934997
89.5,66,2647.11218
97.0,51,2647.260048
-464.5,2272,2660.009084
82.0,134,2660.373227
92.0,85,2660.661161
99.0,76,2660.895455
98.0,36,2661.040085
-31.0,2,2661.070145
93.5,42,2661.2978
-49.5,47,2661.430324
75.0,188,2661.946713
87.0,63,2662.127957
-41.0,39,2662.232097
53.0,211,2662.865826
-123.5,897,2671.655481
63.5,142,2672.06547
74.0,167,2672.597167
73.0,162,2673.062388
62.0,198,2673.662742
107.0,29,2673.741335
80.5,111,2674.078988
-3.0,414,2675.323098
104.5,39,2675.433119
21.5,368,2682.824367
70.5,238,2683.500577
65.0,203,2684.073247
96.0,71,2684.273943
32.0,335,2685.305557
53.0,210,2685.923575
81.5,102,2686.205107
-39.5,594,2688.05373
79.0,154,2694.631142
79.0,206,2695.22982
55.5,184,2695.740994
72.5,147,2696.224412
21.5,389,2697.338072
-36.0,542,2699.083112
79.5,78,2699.305484
85.0,160,2699.741369
55.5,232,2700.495641
23.5,295,2707.528544
102.0,66,2707.715815
98.0,54,2707.863955
82.5,75,2708.075921
78.5,191,2708.615708
-39.5,15,2708.688212
-147.0,1042,2712.090264
102.0,59,2712.263069
95.0,107,2712.562353
100.5,33,2712.66253
73.5,168,2713.151943
41.5,249,2720.096563
-34.0,13,2720.146107
20.5,409,2721.567444
81.5,112,2721.91377
58.0,232,2722.60792
62.0,245,2723.382697
85.0,115,2723.778793
75.5,143,2724.222104
69.5,155,2724.779398
68.0,201,2725.433626
36.0,276,2732.089472
86.5,146,2732.655237
68.0,158,2733.147871
90.0,104,2733.460049
92.5,76,2733.694092
-53.0,585,2735.607069
-34.0,7,2735.644589
73.5,197,2736.33574
69.5,163,2737.007506
37.5,232,2737.801284
34.0,264,2738.666782
-18.0,430,2745.949873
98.0,88,2746.288818
73.0,153,2746.777625
66.0,218,2747.370207
15.5,335,2748.193678
60.0,164,2748.696878
103.5,66,2748.932501
40.0,229,2749.533984
96.0,76,2749.736987
75.5,123,2750.058059
63.0,200,2750.721777
93.0,97,2757.208706
91.5,88,2757.570259
93.0,63,2757.822804
43.5,259,2758.711352
-36.0,11,2758.729693
82.0,119,2759.084486
72.5,113,2759.416189
70.0,195,2760.046562
20.5,343,2761.050863
106.5,64,2761.251221
97.0,57,2761.416983
79.0,166,2761.972187
45.0,262,2762.802066
114.0,55,2763.054707
92.0,102,2763.397409
-34.0,531,2771.431434
82.5,76,2771.689315
70.5,162,2772.243921
94.5,113,2772.638663
107.5,35,2772.759016
76.5,139,2773.269462
-93.0,658,2775.661237
85.0,108,2776.021928
-9.0,312,2783.27015
86.5,102,2783.583555
47.0,227,2784.377209
-33.5,4,2784.390725
94.0,54,2784.577041
79.5,156,2785.148291
87.5,77,2785.413658
-42.5,36,2785.555775
92.0,75,2785.807286
-42.0,16,2785.875434
55.5,181,2786.500777
38.0,231,2787.341198
-8.5,375,2788.632485
110.5,69,2788.876889
80.5,109,2789.279239
-30.5,1,2789.283239
92.5,96,2789.616837
-1.5,416,2797.038554
94.5,88,2797.314574
87.5,122,2797.69096
93.0,26,2797.812082
20.5,322,2798.9294
-27.5,17,2798.990012
16.0,309,2800.061004
-356.0,1695,2811.879519
93.0,64,2812.093698
106.5,54,2812.295788
0.0,441,2813.865615
77.5,117,2814.268888
79.0,160,2814.83039
94.5,92,2815.162971
4.0,428,2822.764851
40.0,284,2823.714785
80.0,145,2824.318769
79.0,103,2824.708636
97.0,81,2824.988191
94.0,52,2825.168112
32.5,318,2826.252387
78.0,148,2826.771488
64.5,192,2827.450722
87.5,89,2827.773317
