#{"t_start": 1750064445.9847677, "env_id": "my_robotenv-v1"}
r,l,t
65.5,274,1017.51989
78.0,112,1017.777168
-224.5,686,1025.878918
-114.0,911,1028.593219
-467.0,2058,1040.860037
79.0,125,1041.21831
-114.0,895,1049.849915
-271.5,1582,1054.536216
76.5,117,1060.629718
2.0,530,1062.547211
41.5,315,1063.615303
78.0,169,1064.096021
29.0,356,1065.361337
-785.5,3486,1087.209313
-180.0,1143,1090.570448
-191.5,1118,1099.655831
-454.0,2146,1111.833252
88.0,122,1112.183844
-36.0,507,1113.665057
-66.5,564,1121.191516
-255.5,1464,1125.363587
86.5,100,1125.674266
-181.5,1229,1135.114537
-231.5,1361,1144.785183
96.0,55,1144.942128
-58.0,666,1146.896713
-42.0,40,1147.097261
-34.0,6,1147.12926
-100.5,804,1149.476348
28.0,329,1156.050607
60.5,241,1156.844476
81.5,155,1157.288209
-318.0,1817,1168.495775
-257.0,1406,1172.803344
-14.0,407,1179.827625
-41.5,21,1179.886231
-30.5,504,1181.400941
-6.0,529,1182.861053
-52.0,38,1182.962048
-155.5,974,1191.610788
-218.0,1219,1195.125253
-48.0,675,1202.949467
-40.5,27,1203.027973
-163.0,1043,1206.138073
34.5,294,1206.958867
-202.0,1245,1216.360995
-2.5,403,1217.521515
22.0,368,1218.649502
-36.5,11,1218.677502
81.0,97,1218.95356
-34.5,7,1218.983559
-39.5,13,1219.027064
53.5,188,1219.602883
63.5,189,1220.129212
-234.0,1331,1229.686098
-161.5,1066,1238.800995
-413.0,2043,1250.851413
78.0,147,1251.277142
44.5,229,1251.920814
-40.5,33,1252.017844
-39.0,589,1253.816145
-28.5,606,1255.607048
-10.5,527,1263.016505
-30.5,5,1263.044009
94.0,37,1263.168645
-72.0,72,1263.514208
-48.0,603,1265.373501
-3.5,491,1266.762516
-134.0,855,1275.335668
22.0,369,1276.427327
-68.0,763,1278.628831
-34.0,6,1278.651366
-314.5,1608,1289.075922
-239.5,1343,1298.698858
-368.5,1151,1302.062109
-109.5,891,1310.45601
-20.0,485,1311.876443
99.0,37,1311.989473
-25.5,535,1313.558968
103.5,60,1313.733393
-17.5,611,1315.798502
45.5,309,1322.430045
93.5,99,1322.723486
71.0,130,1323.09196
-76.0,704,1325.177192
1.0,400,1326.353987
-27.5,13,1326.393013
1.0,426,1327.685945
74.0,200,1334.317659
93.0,62,1334.48982
51.5,272,1335.397946
98.0,54,1335.560743
-84.0,755,1337.791015
77.0,138,1338.240999
10.5,397,1339.247554
25.5,331,1345.951828
-7.0,499,1347.486072
-55.0,666,1349.509318
87.0,84,1349.74565
66.0,147,1350.160113
8.5,409,1351.696984
-82.0,805,1360.13925
48.5,290,1360.943863
70.5,211,1361.555363
-35.5,10,1361.589393
-23.5,537,1363.158095
53.5,255,1363.952497
-187.0,1116,1373.141748
2.5,474,1374.546835
69.0,193,1375.097112
7.5,448,1382.266416
77.5,168,1382.739944
-163.5,1181,1386.25567
-33.0,545,1387.834839
60.5,227,1394.758112
58.5,197,1395.358136
-363.5,1831,1406.482303
28.5,331,1407.623017
52.0,260,1408.392601
-50.0,546,1409.921813
-30.5,1,1409.92481
74.5,99,1410.183545
-163.5,1084,1419.203372
65.0,185,1419.781422
-59.0,677,1421.829097
-241.5,1385,1431.959495
18.5,377,1433.048396
39.5,262,1433.766862
98.5,86,1434.090971
81.0,122,1434.433822
54.0,224,1435.086126
44.0,241,1435.783289
33.5,347,1442.962053
-34.0,7,1442.989051
59.0,198,1443.552586
11.5,405,1444.788775
34.0,403,1445.937268
-31.5,3,1445.946265
-328.0,1152,1455.330531
-59.5,649,1457.204693
91.0,65,1457.387371
-202.0,1175,1466.880937
95.5,98,1467.258048
-31.5,2,1467.264067
23.5,359,1468.251319
63.0,233,1468.986764
-43.5,565,1470.764552
14.5,412,1471.960325
40.5,274,1478.872815
-30.0,5,1478.887288
101.0,68,1479.162774
-15.0,481,1480.457894
-82.5,806,1482.787921
41.5,265,1483.544058
-33.0,547,1491.157708
-586.0,2624,1504.834388
82.5,120,1505.198524
-30.5,1,1505.20153
18.5,408,1506.35897
-29.0,3,1506.36697
-22.5,524,1507.932818
-68.5,754,1516.118766
26.0,342,1517.20303
-36.0,568,1518.938783
-158.5,1033,1527.686739
-8.0,501,1529.275349
-27.5,543,1531.111122
73.0,156,1531.598134
-151.5,1098,1540.424139
89.5,118,1540.822881
-30.5,582,1542.6134
-48.5,593,1544.666693
-76.5,794,1552.921061
-217.0,1402,1563.069486
-17.5,519,1564.548886
8.5,425,1565.781626
86.0,101,1566.060696
-47.5,561,1568.114829
39.5,317,1569.014319
-31.0,2,1569.027317
-35.0,20,1574.968611
-108.0,831,1577.399006
-39.5,12,1577.430032
-41.0,18,1577.48551
-43.0,30,1577.580532
102.5,34,1577.672609
72.5,212,1578.266301
-41.0,15,1578.31084
-327.0,1675,1589.156252
-53.0,587,1590.951904
98.5,49,1591.092972
-98.5,903,1599.372825
-47.0,24,1599.431424
-34.5,6,1599.448964
-18.0,560,1601.129568
-56.5,58,1601.287927
82.0,112,1601.612638
-32.5,570,1603.261116
-34.0,587,1610.92857
-69.5,695,1612.99842
-159.5,1020,1616.07978
22.5,334,1622.93147
96.5,172,1623.366651
103.5,61,1623.526394
33.0,296,1624.27198
1.5,473,1625.771019
44.0,231,1626.422422
41.0,337,1627.389335
-30.5,1,1627.392869
10.0,384,1634.45775
-63.5,698,1636.463179
-54.0,659,1638.456233
95.5,99,1638.777054
50.0,204,1639.366842
-63.0,688,1647.322071
63.5,242,1647.956671
31.5,290,1648.883917
-46.0,28,1649.021446
92.5,95,1649.324055
51.0,228,1650.085969
70.5,124,1650.425526
-67.0,719,1658.385908
-337.0,1785,1663.624852
-42.5,19,1663.681529
-28.0,15,1663.725095
-9.5,432,1671.063183
41.5,339,1672.025314
23.5,395,1673.21269
-20.5,553,1674.999111
81.5,103,1675.28606
-627.5,2567,1694.523799
72.0,194,1695.020529
-26.0,561,1696.740778
33.0,326,1697.657178
55.5,224,1698.348865
-56.5,49,1698.489805
88.5,106,1698.790709
2.5,420,1699.992171
53.0,242,1706.774068
-498.5,2095,1719.344486
-31.0,563,1720.935917
-30.5,1,1720.94743
-49.0,649,1722.858549
-56.0,621,1730.380842
71.5,128,1730.74073
18.0,382,1731.880376
-223.5,1222,1735.58848
78.0,145,1735.999361
1.5,389,1743.13804
26.5,293,1743.98422
80.0,102,1744.272421
59.0,246,1744.962702
65.5,228,1745.683944
-45.5,19,1745.738119
-39.5,25,1745.80923
-13.0,485,1747.255111
74.5,165,1747.726915
20.5,342,1754.666972
85.0,81,1754.891896
0.5,422,1756.164143
98.5,57,1756.326717
54.5,250,1757.018325
72.5,118,1757.411897
-20.5,492,1758.823777
20.0,310,1759.916451
85.5,131,1760.295636
63.5,188,1766.84431
54.5,211,1767.489409
-41.0,21,1767.579423
79.0,206,1768.156984
80.5,114,1768.483812
63.0,292,1769.323688
-32.0,4,1769.339719
-5.0,410,1770.720766
66.5,180,1771.416469
4.5,415,1772.6692
-31.5,2,1772.675229
-53.0,632,1780.744179
86.0,131,1781.120042
-37.5,10,1781.146037
-109.5,878,1783.739443
-37.0,13,1783.780981
76.5,135,1784.284239
9.0,451,1791.404366
-8.0,430,1792.605167
-69.5,738,1794.839554
58.0,236,1795.560482
42.5,369,1796.619401
7.5,473,1804.085768
22.0,340,1805.266905
-46.0,23,1805.341843
67.5,204,1805.932851
65.5,184,1806.461851
98.0,44,1806.617409
-37.5,12,1806.655952
63.0,197,1807.28849
68.0,222,1807.936643
59.5,217,1808.559152
16.5,408,1815.613008
63.5,233,1816.203273
-23.0,490,1817.523652
-32.0,3,1817.53526
-407.5,1930,1829.291718
31.0,352,1830.265358
57.5,163,1830.882508
-49.5,674,1833.122527
55.5,252,1839.852051
72.5,147,1840.374654
58.5,229,1841.334172
-51.0,650,1843.476339
-34.0,518,1844.96149
51.5,230,1845.680269
50.5,275,1852.349305
-57.0,25,1852.480322
85.5,93,1852.761523
19.5,364,1854.0818
53.0,273,1854.89223
65.5,182,1855.424549
69.5,166,1856.344046
81.5,167,1857.052829
19.0,377,1858.492239
87.0,117,1858.81641
81.0,133,1859.196327
-24.0,517,1867.01339
99.0,7,1867.038389
70.5,148,1867.45103
83.5,131,1867.820745
85.5,100,1868.111042
-30.5,3,1868.120109
-30.5,1,1868.123115
-53.5,598,1869.948159
88.5,78,1870.187733
-30.5,1,1870.191766
39.5,355,1871.263674
77.0,186,1877.698629
-182.5,956,1880.261337
-52.0,35,1880.347888
75.5,151,1880.844383
29.0,346,1881.977595
95.0,35,1882.083665
55.5,203,1882.670052
72.0,168,1883.178973
-41.5,29,1883.257991
59.0,203,1889.943614
72.5,196,1890.575935
87.0,105,1890.97491
71.0,90,1891.203436
109.0,30,1891.278916
-31.0,2,1891.288915
-89.0,742,1893.549465
-40.5,601,1895.331475
-46.5,599,1903.084735
74.5,186,1903.672829
47.5,172,1904.17891
-35.0,6,1904.19542
-34.5,5,1904.207419
-31.5,2,1904.21542
78.0,197,1904.784339
60.0,198,1905.397137
43.0,316,1906.354308
92.5,109,1906.69113
31.5,302,1907.675606
-33.5,19,1907.728113
26.0,332,1914.548182
-33.5,5,1914.563182
-35.5,7,1914.587183
63.0,144,1914.997305
52.5,283,1915.868617
-83.5,141,1916.262876
103.5,18,1916.312451
16.5,384,1917.494117
63.5,201,1918.123822
14.0,414,1919.28905
103.0,90,1919.616352
93.5,94,1919.989923
31.5,333,1926.619983
-35.0,7,1926.643214
43.5,311,1927.600705
6.5,411,1928.783814
82.5,165,1929.329232
62.0,150,1929.755587
106.0,25,1929.826098
87.5,136,1930.220443
-37.0,492,1931.687684
-29.5,3,1931.696654
38.5,340,1938.678465
-37.0,8,1938.712056
-13.5,457,1940.142482
74.0,156,1940.58398
-862.5,3627,1963.318964
62.0,252,1964.049624
82.0,124,1964.394659
64.5,172,1964.891717
-1.5,414,1966.463434
70.5,162,1966.922373
87.0,69,1967.126034
78.5,149,1967.594976
-11.5,449,1974.746969
89.0,124,1975.095037
-37.5,17,1975.142575
-83.0,790,1977.449358
72.0,150,1977.925352
20.0,344,1978.898058
-40.5,550,1986.424048
-77.0,743,1988.668641
50.5,302,1989.618072
88.0,98,1989.899026
91.5,41,1990.119103
86.5,139,1990.525061
68.0,205,1991.252974
35.5,290,1991.96443
-566.0,2289,2010.743669
-40.5,14,2010.787176
76.0,136,2011.225904
31.0,317,2012.135748
70.0,136,2012.62272
57.0,267,2013.412918
102.5,28,2013.492044
-45.0,41,2013.61059
-38.5,15,2013.653099
45.0,205,2014.209543
58.0,225,2014.920057
65.0,147,2015.410145
90.0,68,2015.607084
-3.5,461,2022.487815
79.5,130,2022.8945
-38.0,555,2024.824337
-47.5,29,2024.942511
25.5,291,2025.724411
67.0,213,2026.341398
-39.5,13,2026.380932
94.5,25,2026.451746
40.5,284,2027.339787
-26.5,17,2027.389364
44.0,304,2028.250968
41.5,236,2034.552656
86.0,143,2034.907291
-30.5,1,2034.910293
-36.5,604,2036.793343
45.0,355,2037.915565
1.0,464,2039.410321
64.5,182,2039.92194
18.0,331,2046.542596
-34.5,5,2046.563107
-11.5,493,2047.919669
21.5,362,2048.965353
-32.5,4,2048.984354
80.5,103,2049.276618
43.5,311,2050.144859
-30.5,1,2050.147859
-18.5,464,2051.616156
-33.5,6,2051.631181
-30.5,11,2051.665767
74.5,170,2057.818077
90.5,88,2058.075515
81.0,123,2058.403663
98.5,33,2058.536679
28.5,303,2059.39867
52.5,202,2059.965746
89.0,89,2060.297311
95.0,51,2060.441382
66.0,203,2061.123689
53.5,231,2061.768451
79.5,123,2062.149774
92.0,94,2062.408576
96.0,86,2062.726768
-35.0,7,2062.745795
97.5,81,2062.97746
46.0,326,2069.522561
-301.5,1571,2074.090839
84.5,78,2074.357495
69.5,153,2075.053462
56.5,190,2081.673255
-35.0,8,2081.694746
-42.0,19,2081.747774
99.0,31,2081.828853
42.0,277,2082.604688
69.0,117,2082.925215
105.5,91,2083.179556
-24.5,557,2084.793706
100.0,76,2085.008359
-34.5,10,2085.040359
-123.5,854,2093.354286
52.0,228,2094.056238
-64.0,134,2094.416309
82.0,128,2094.765567
71.0,203,2095.329473
83.0,95,2095.657981
95.0,48,2095.794165
63.0,218,2096.409285
92.5,94,2096.676951
2.5,440,2097.991274
-18.0,491,2105.240018
75.0,131,2105.668106
-252.0,1250,2109.242283
77.5,146,2109.743454
97.5,49,2109.890646
84.5,53,2110.056836
96.0,87,2110.293839
66.5,172,2110.789497
-30.0,2,2110.796498
75.5,159,2117.227794
26.5,230,2117.955614
79.0,100,2118.236234
-20.5,572,2120.165032
101.5,49,2120.301085
72.5,162,2120.782291
86.0,132,2121.184975
3.0,441,2122.83293
-42.5,22,2122.895438
27.0,280,2123.750677
-39.0,54,2129.790057
70.0,169,2130.354825
-11.0,436,2131.849897
-37.5,523,2133.53734
89.0,57,2133.821071
-23.0,487,2135.428172
99.5,111,2135.758365
72.5,187,2136.369478
61.0,180,2142.713215
-80.5,142,2143.115375
103.5,66,2143.293555
-116.0,848,2146.191869
81.0,124,2146.567084
13.5,385,2147.747563
-67.5,744,2155.964029
79.5,136,2156.349137
64.0,216,2156.965675
75.0,134,2157.350355
-111.0,865,2160.088719
106.5,34,2160.189737
43.0,285,2167.097557
78.5,105,2167.409474
8.0,381,2168.464778
92.5,62,2168.642369
63.0,239,2169.396186
-34.5,563,2170.960122
-52.0,634,2172.898364
34.0,287,2179.605858
100.5,60,2179.778502
-331.5,1617,2184.619929
100.5,22,2184.682497
-8.0,527,2192.075703
-37.0,40,2192.250505
89.0,59,2192.431723
51.0,284,2193.350624
-75.5,714,2195.51175
-31.5,405,2196.694819
47.0,268,2203.544022
27.0,285,2204.349752
-46.0,82,2204.599368
-39.0,12,2204.629908
82.0,122,2205.010343
70.5,179,2205.597242
-74.5,174,2206.140704
44.0,261,2206.858792
17.0,349,2207.914781
-75.5,772,2216.178384
-38.0,24,2216.24944
68.0,150,2216.671692
51.0,267,2217.577799
96.5,46,2217.701551
91.0,95,2218.053102
110.0,67,2218.242789
64.5,180,2218.757548
71.5,154,2219.213913
44.5,261,2220.098833
48.5,311,2221.017308
104.0,24,2221.091851
-16.0,439,2228.397609
25.5,301,2229.41578
42.0,256,2230.207381
-112.5,819,2232.388504
38.5,288,2233.341351
-33.5,4,2233.352867
30.0,375,2240.467385
5.5,359,2241.609312
62.0,186,2242.146888
58.5,225,2242.80384
61.0,206,2243.468667
-264.0,1394,2253.755134
-69.0,182,2254.340626
59.0,251,2255.072825
10.0,412,2256.357882
-81.5,717,2264.428161
-14.5,505,2266.067692
64.5,176,2266.58234
-4.5,446,2267.717656
99.5,25,2267.780959
105.0,30,2267.856974
47.5,233,2268.559848
78.0,152,2269.020047
-30.5,4,2269.034046
64.5,168,2269.588741
102.0,15,2269.626237
74.5,153,2270.079159
77.5,107,2276.422218
10.0,382,2277.73976
18.0,348,2278.752323
-473.0,2013,2291.148044
84.0,71,2291.347256
-35.5,27,2291.445286
24.0,345,2292.447841
-38.0,15,2292.493331
66.0,183,2293.095485
71.0,159,2293.562434
40.5,252,2294.282751
-38.5,563,2301.947558
48.5,306,2302.885291
63.0,175,2303.485931
82.0,77,2303.683629
-340.0,1664,2314.317666
92.5,48,2314.462277
97.0,75,2314.69143
93.5,96,2314.977677
-34.0,7,2314.998186
83.0,138,2315.489042
64.5,209,2316.12421
58.0,290,2316.967442
70.5,177,2317.565454
-36.5,8,2317.61097
-286.0,1449,2327.671928
5.5,400,2328.866466
-36.5,18,2328.927972
91.5,107,2329.245862
49.5,212,2329.843314
-33.5,5,2329.858282
93.0,100,2330.214048
78.5,135,2330.600031
-64.5,37,2330.702169
30.0,293,2337.289435
81.0,151,2337.721333
65.0,194,2338.260218
14.0,418,2339.595945
63.0,237,2340.272454
45.5,286,2341.200959
-163.5,1010,2349.920827
98.5,76,2350.133889
91.0,59,2350.291699
59.5,238,2351.012687
14.0,459,2352.334136
45.5,220,2353.088111
85.5,122,2353.47807
13.5,447,2360.799499
93.5,118,2361.331831
60.5,202,2361.908961
7.0,369,2362.976767
85.0,134,2363.416283
-95.0,724,2365.949254
87.5,156,2366.402326
-19.0,532,2374.02001
98.0,60,2374.193164
101.5,82,2374.536906
96.0,82,2374.76937
26.5,308,2375.732073
100.5,32,2375.824127
97.5,75,2376.044838
46.5,215,2376.645
81.0,136,2377.026829
97.5,52,2377.176182
94.5,101,2377.457406
-112.5,847,2386.090581
85.5,62,2386.264424
71.0,152,2386.802952
84.0,125,2387.152656
-37.0,540,2388.832185
89.5,74,2389.057775
83.0,118,2389.357736
21.0,370,2390.342755
85.5,72,2390.530528
11.0,362,2397.869496
57.0,265,2398.805973
40.0,303,2399.73848
76.5,140,2400.211725
-46.0,26,2400.286886
-126.0,830,2402.94328
68.0,177,2403.428248
83.5,130,2403.847555
-36.5,11,2403.875567
-4.0,337,2410.761762
86.0,121,2411.214231
32.0,279,2412.049114
94.5,59,2412.213269
18.5,397,2413.382273
92.0,97,2413.664551
82.0,127,2414.050316
56.5,233,2414.720855
84.5,137,2415.113214
34.0,362,2416.261128
77.0,101,2422.842241
61.0,184,2423.558652
66.0,138,2423.945822
-127.0,929,2426.917773
-30.5,1,2426.921772
-38.0,11,2426.951772
107.0,29,2427.033798
61.5,176,2427.831939
59.0,163,2428.357731
-39.0,30,2428.460908
93.0,66,2428.695846
96.5,37,2428.8405
88.5,91,2429.100205
29.5,398,2437.190466
-33.0,5,2437.210986
-31.5,510,2439.23065
-32.0,5,2439.244644
74.5,128,2439.674888
92.5,86,2439.94831
-33.5,6,2439.963959
91.0,90,2440.257441
94.0,67,2440.5443
70.0,181,2441.384884
42.5,243,2442.244607
-6.0,464,2444.637774
70.5,148,2451.773408
66.0,165,2452.305276
-128.0,878,2455.109594
39.0,300,2455.960442
17.5,392,2457.063262
-30.5,594,2463.699886
10.0,343,2464.670877
-88.5,737,2466.845824
83.0,113,2467.170911
-7.5,447,2473.622412
79.0,146,2474.171573
-31.5,3,2474.188179
57.0,232,2474.884877
64.0,185,2475.49575
103.0,29,2475.564726
-30.5,1,2475.564726
17.0,330,2476.412337
93.0,91,2476.643124
-30.5,1,2476.643124
99.5,52,2476.764513
70.0,151,2477.185179
85.5,110,2477.460669
85.5,133,2477.804583
102.0,87,2478.018437
-0.5,425,2479.152598
62.0,197,2485.269449
-28.0,352,2486.320572
53.5,263,2486.979106
98.5,91,2487.218976
-32.5,4,2487.218976
40.0,253,2487.883591
93.0,75,2488.066462
30.0,291,2488.8141
46.0,310,2490.026536
80.0,147,2490.622073
43.5,240,2497.672733
88.5,57,2497.844908
67.5,129,2498.262111
90.0,135,2498.675671
72.5,134,2499.149255
54.0,190,2499.817426
87.0,117,2500.234989
79.5,158,2500.821378
-36.5,587,2502.82474
-57.0,83,2503.120553
-43.5,17,2503.179135
-40.0,14,2503.225468
67.0,178,2503.823413
52.5,221,2510.694051
44.5,288,2511.762981
60.0,221,2512.527474
77.5,158,2513.077519
77.5,127,2513.505335
88.0,97,2513.851908
91.5,137,2514.357491
49.5,242,2515.258052
62.5,189,2515.908047
-31.5,2,2515.916585
-46.0,21,2516.003653
94.5,74,2516.253618
105.0,42,2516.404859
-10.0,338,2517.61271
74.5,210,2524.389294
80.5,108,2524.759441
87.5,110,2525.126503
79.5,166,2525.718742
-32.5,4,2525.732758
73.0,164,2526.275047
77.5,148,2526.796622
82.5,134,2527.284683
88.0,70,2527.527325
68.0,116,2527.918692
82.5,112,2528.280708
99.0,141,2528.781672
52.5,191,2529.430231
104.0,30,2529.529554
83.5,117,2529.926241
-33.5,4,2529.942776
54.0,250,2536.978084
-50.5,20,2537.049821
100.5,21,2537.123
87.0,143,2537.638072
99.5,77,2537.935481
105.5,50,2538.119125
79.0,156,2538.662303
68.5,190,2539.362289
68.5,166,2539.946743
-36.0,7,2539.973286
100.5,23,2540.045963
45.5,245,2540.888882
28.0,282,2541.884863
43.5,266,2542.813736
-33.0,4,2542.828853
100.0,44,2542.98374
72.5,123,2543.407901
100.5,129,2543.831815
85.0,107,2550.380791
94.0,71,2550.617002
-44.0,23,2550.689676
50.5,165,2551.271302
-41.5,565,2553.203049
43.0,227,2553.882315
-34.5,9,2553.912352
84.5,79,2554.174861
73.5,194,2554.798613
103.0,39,2554.941582
94.0,80,2555.203318
-40.5,36,2555.331035
85.0,166,2556.042039
-30.5,1,2556.045546
93.0,30,2556.151903
-33.5,4,2556.160944
88.0,109,2556.445317
46.5,228,2557.326597
103.5,8,2557.347816
-29.5,1,2557.351343
-175.0,1145,2566.291179
65.0,124,2566.637496
104.0,53,2566.763802
-119.0,841,2574.94414
98.0,111,2575.228211
-131.5,989,2577.928662
-27.5,9,2577.976008
97.0,34,2578.070834
95.5,121,2578.40301
2.5,376,2579.443707
98.5,62,2579.601605
107.0,50,2579.743622
-33.5,6,2579.769375
64.0,149,2580.196116
91.0,118,2585.960014
72.0,177,2586.449746
100.0,75,2586.655196
86.0,90,2586.907557
61.0,197,2587.456559
14.5,402,2588.516479
85.5,109,2588.797916
8.5,370,2589.781753
-39.5,15,2589.81951
66.5,206,2590.35711
-132.5,836,2598.239987
100.0,44,2598.349707
-50.0,495,2599.666975
-30.5,1,2599.673946
69.5,140,2600.151569
78.5,141,2600.593731
96.0,125,2600.944592
72.0,137,2601.322853
47.0,249,2602.018903
100.5,38,2602.142514
96.0,64,2602.415286
-776.0,3457,2624.845495
95.0,81,2625.079731
107.0,41,2625.19628
98.5,94,2625.464819
71.0,142,2625.875913
78.5,167,2626.409522
14.0,275,2633.270441
106.5,70,2633.535704
-268.0,1450,2637.973429
61.5,183,2638.485382
54.5,158,2638.905337
-117.0,811,2647.527889
51.5,238,2648.28201
48.0,218,2648.906516
63.0,185,2649.448065
-653.0,3033,2670.741807
78.0,127,2671.111363
68.5,166,2671.581273
28.5,366,2672.689483
10.0,364,2673.760276
74.5,188,2674.387486
102.5,102,2674.672785
85.0,88,2674.927562
-1.5,400,2682.316052
73.0,214,2683.022674
81.0,137,2683.400817
110.5,38,2683.51788
52.5,222,2684.135075
70.5,151,2684.574257
8.5,438,2685.903872
96.0,99,2686.182931
70.5,148,2686.618894
-23.0,546,2688.321835
41.0,220,2695.088446
41.0,252,2695.81611
94.5,39,2695.978813
92.0,46,2696.102581
98.0,118,2696.443006
29.0,283,2697.254805
72.0,152,2697.683235
81.5,126,2698.149007
106.5,67,2698.335265
45.0,241,2699.127569
83.5,133,2699.489028
53.0,162,2699.941655
95.0,66,2700.19649
95.5,69,2700.422398
39.5,279,2707.400742
58.0,206,2707.988387
81.0,153,2708.420117
-39.5,46,2708.550435
61.0,188,2709.357871
87.5,117,2709.707964
62.0,197,2710.258926
35.5,244,2710.951782
10.0,369,2712.195316
-37.5,33,2712.286392
29.0,291,2713.130676
85.0,136,2719.691566
94.5,79,2719.961797
27.5,309,2720.994642
88.0,119,2721.458712
-29.0,3,2721.468718
-30.5,1,2721.471719
-38.0,11,2721.509228
102.0,46,2721.65325
79.0,132,2722.053618
47.5,223,2722.715237
92.0,102,2723.012816
102.5,65,2723.229864
81.5,105,2723.599537
-31.0,2,2723.606537
81.0,173,2724.160209
74.0,180,2724.803696
49.5,299,2725.757128
84.0,97,2726.03569
-30.5,1,2726.04269
43.5,268,2732.797556
43.5,178,2733.348344
89.5,96,2733.64939
-31.5,2,2733.656388
25.0,332,2734.751925
77.5,133,2735.224519
90.5,119,2735.559724
-43.5,19,2735.626885
89.0,66,2735.828919
-29.5,1,2735.830919
103.0,56,2736.058494
97.5,72,2736.320049
107.0,89,2736.723149
72.5,194,2737.413479
96.0,94,2737.699039
103.0,68,2737.954188
30.5,303,2744.927154
105.5,51,2745.07861
88.5,75,2745.301245
99.0,79,2745.549817
101.5,28,2745.622472
90.0,106,2745.92917
83.0,96,2746.291114
94.0,87,2746.575207
-30.5,1,2746.575207
51.5,194,2747.152637
79.5,150,2747.537357
92.5,97,2747.780044
-39.5,13,2747.802371
57.5,263,2748.477458
84.0,159,2748.998986
101.0,39,2749.099843
109.0,69,2749.295067
53.5,204,2749.817164
-38.5,13,2749.864077
96.0,123,2750.194293
-35.5,7,2750.225938
86.0,98,2750.511228
21.0,283,2757.796697
73.5,162,2758.361233
50.5,267,2759.174401
45.5,198,2759.774634
88.0,80,2760.041859
83.0,136,2760.426589
0.0,477,2761.904518
83.5,93,2762.197468
85.5,89,2762.497168
81.5,94,2762.781309
91.5,113,2763.256254
99.0,31,2763.345399
97.5,71,2763.556694
71.0,121,2770.208477
69.0,145,2770.714043
-31.5,2,2770.723578
21.5,325,2771.829846
77.0,177,2772.426061
-37.0,8,2772.455139
-10.5,434,2774.040148
-33.5,5,2774.060185
-32.5,14,2774.107646
-71.5,743,2776.760425
-61.0,751,2785.515148
-39.5,22,2785.590154
93.0,87,2785.901292
88.0,91,2786.207457
70.0,178,2786.852726
74.5,148,2787.377683
89.0,95,2787.701756
103.0,42,2787.856034
91.0,87,2788.163397
-66.0,180,2788.771927
50.0,220,2789.567048
-20.5,534,2797.358928
74.5,124,2797.767795
-30.5,1,2797.774305
78.0,153,2798.303106
-22.5,538,2800.182313
54.0,255,2801.082527
-32.5,562,2803.085041
77.0,139,2809.597741
74.5,154,2810.048468
94.5,139,2810.462098
97.0,102,2810.806821
66.5,193,2811.470546
82.0,112,2811.865308
95.0,116,2812.276053
62.0,160,2812.867301
80.0,119,2813.29388
77.0,110,2813.674238
88.0,93,2813.983998
-44.0,25,2814.072823
74.5,148,2814.600005
67.5,178,2815.225353
-56.0,44,2815.382386
73.0,159,2815.942974
105.0,54,2816.173167
-38.0,15,2816.221053
-31.5,3,2816.233924
99.5,82,2816.528534
