#{"t_start": 1750064445.9942791, "env_id": "my_robotenv-v1"}
r,l,t
92.0,81,3655.998694
47.0,242,3656.646694
101.5,55,3656.835872
75.0,152,3657.287697
99.0,87,3657.514185
92.5,87,3657.773326
91.0,88,3658.030625
94.5,81,3658.266757
-39.0,24,3658.361576
57.5,251,3659.067646
-34.0,9,3659.099363
111.5,56,3664.582165
80.0,117,3664.945076
100.5,78,3665.180705
20.5,314,3666.219923
-41.0,24,3666.314785
99.5,70,3666.519519
60.0,212,3667.198239
29.0,314,3668.095708
96.5,78,3668.316611
39.0,288,3669.168489
88.5,123,3669.527834
93.0,59,3669.695357
-31.0,11,3669.732744
92.5,66,3669.907135
102.5,26,3669.985819
95.0,82,3670.207337
93.5,82,3670.459167
87.0,91,3670.696615
95.5,37,3676.189911
102.5,48,3676.363468
92.5,74,3676.61604
95.0,104,3676.916132
83.0,62,3677.137404
98.5,65,3677.336643
-5.0,419,3678.491289
12.0,360,3679.596323
3.0,363,3680.599356
102.5,51,3680.756829
101.5,59,3680.914704
-32.5,5,3680.930389
101.5,22,3680.993484
85.5,86,3681.287358
98.5,60,3681.451751
89.0,107,3681.745773
91.5,142,3687.550615
-31.5,2,3687.566275
102.5,82,3687.79775
-37.5,13,3687.860659
99.0,101,3688.139282
95.0,64,3688.318536
96.5,80,3688.555471
95.0,115,3688.88698
-23.5,442,3690.216399
80.0,109,3690.547886
85.5,110,3690.87888
54.0,200,3691.461565
101.0,31,3691.57199
97.5,54,3691.714112
-40.5,31,3691.806791
105.5,50,3691.948942
36.0,222,3692.589597
85.0,79,3692.800493
-33.0,12,3692.847874
95.5,94,3693.115891
103.0,9,3693.147647
102.0,113,3693.44824
90.5,110,3699.186649
104.0,50,3699.344188
69.5,150,3699.823282
103.0,44,3699.949744
87.0,131,3700.313011
88.0,130,3700.723097
105.5,56,3700.890939
73.0,183,3701.417574
87.0,102,3701.717516
58.0,212,3702.337753
94.0,68,3702.533069
70.5,212,3703.131697
96.5,95,3703.400573
108.0,37,3703.511438
97.5,29,3703.590619
72.5,149,3704.014271
110.0,45,3704.15649
79.0,97,3704.471937
75.5,120,3704.787124
94.0,117,3710.501324
84.0,135,3710.92753
88.5,128,3711.305957
87.0,73,3711.510849
88.0,85,3711.757344
71.5,155,3712.218458
110.0,50,3712.345044
97.5,61,3712.518801
93.5,73,3712.740213
105.5,48,3712.882075
77.5,117,3713.212281
100.5,13,3713.259693
85.5,121,3713.606587
-23.5,548,3715.184044
104.5,24,3715.247563
10.5,382,3721.733995
-30.5,1,3721.75185
77.5,131,3722.218806
86.0,111,3722.533607
102.0,25,3722.597124
-32.0,6,3722.612759
98.5,59,3722.786735
82.5,82,3723.039328
89.0,66,3723.228417
101.0,51,3723.355037
95.0,100,3723.639669
104.0,85,3723.889713
96.5,63,3724.078918
79.5,98,3724.363235
98.5,41,3724.489863
-29.5,3,3724.489863
21.5,250,3725.23122
91.5,98,3725.494036
99.0,90,3725.73668
-33.5,7,3725.78782
95.0,72,3725.983357
57.0,184,3726.536584
94.0,91,3726.788762
96.5,55,3726.961434
-51.5,80,3727.197647
82.0,130,3727.559653
101.5,13,3727.607075
54.5,211,3733.5924
80.5,146,3734.04223
68.5,202,3734.642275
98.5,101,3734.900697
67.5,164,3735.384104
96.5,81,3735.611118
-68.5,627,3737.438539
104.0,69,3737.637538
98.5,61,3737.796037
90.5,85,3738.048162
85.5,106,3738.331612
60.5,190,3738.867676
95.5,87,3744.536925
-35.5,10,3744.568209
102.5,89,3744.836696
90.5,134,3745.246607
-31.0,9,3745.27795
56.0,229,3745.938061
-50.0,71,3746.189882
-30.5,1,3746.189882
98.5,91,3746.457834
79.0,154,3746.894121
62.0,171,3747.389362
96.5,68,3747.578506
92.0,50,3747.730775
57.0,270,3748.49101
70.0,194,3749.042668
85.5,118,3749.420588
80.5,134,3749.787133
89.0,104,3750.083971
94.0,65,3750.263095
103.5,62,3755.884964
102.5,71,3756.108587
107.5,29,3756.201285
95.5,102,3756.511572
101.5,76,3756.763848
77.5,151,3757.206275
93.5,78,3757.443293
79.5,82,3757.679752
100.0,82,3757.942245
89.5,79,3758.153567
98.5,48,3758.29574
102.0,21,3758.358814
96.0,96,3758.643239
96.0,113,3758.958779
-34.0,9,3758.990542
101.0,48,3759.147908
84.0,102,3759.462854
88.0,119,3759.808618
75.5,109,3760.134367
93.5,87,3760.387353
108.0,32,3760.488109
100.0,86,3760.772159
93.0,88,3761.024221
84.0,122,3761.355855
75.5,85,3761.634748
95.5,96,3761.934065
92.0,124,3767.703403
-29.5,474,3769.085965
95.0,63,3769.285646
91.5,99,3769.575585
93.5,50,3769.701791
90.5,63,3769.88803
78.5,154,3770.339345
96.5,91,3770.613905
85.0,100,3770.89768
-30.0,4,3770.929029
107.5,49,3771.055519
-31.0,2,3771.071207
56.5,199,3771.639247
92.5,80,3771.856505
91.5,157,3772.313973
81.5,108,3772.614357
97.0,50,3772.75666
102.0,34,3772.867136
100.5,13,3772.898859
103.5,13,3772.94627
107.5,30,3773.040804
107.0,35,3773.192503
95.5,75,3778.79011
95.5,89,3779.057796
-31.0,5,3779.07351
92.0,82,3779.309915
93.5,40,3779.419976
87.0,84,3779.672387
93.0,95,3779.953064
87.5,104,3780.237677
-40.5,21,3780.316505
68.0,173,3780.82189
102.5,42,3780.941996
83.5,81,3781.184339
-29.5,3,3781.200415
68.5,158,3781.642971
91.5,105,3781.937762
103.5,23,3782.003142
98.0,106,3782.341887
96.5,57,3782.531453
92.5,102,3782.80536
104.5,17,3782.852805
79.0,111,3783.183798
75.0,155,3783.626513
93.0,69,3783.841131
87.5,87,3784.093769
81.5,104,3784.39384
86.0,94,3784.662167
89.0,124,3790.410669
-64.5,75,3790.631065
77.5,170,3791.145986
91.0,137,3791.562213
100.0,31,3791.641382
55.0,149,3792.062994
91.0,95,3792.331298
108.0,26,3792.410602
-6.0,427,3793.64209
53.5,235,3794.379921
-39.5,15,3794.427336
91.5,89,3794.663872
83.0,107,3794.979118
95.0,57,3795.152876
104.5,44,3795.263302
84.0,127,3795.64268
-28.5,10,3795.683994
85.0,122,3796.016164
75.0,117,3801.812472
-31.0,3,3801.828196
83.0,128,3802.207324
102.0,35,3802.30165
75.5,124,3802.680607
80.0,120,3803.043486
-31.0,13,3803.106416
89.0,118,3803.453121
92.0,104,3803.755663
94.5,85,3804.0032
93.5,75,3804.234095
94.5,104,3804.523922
88.5,97,3804.792285
103.5,59,3804.965403
75.0,112,3805.312494
97.5,104,3805.613068
73.0,172,3806.095603
97.5,86,3806.316246
102.5,77,3806.539637
99.0,85,3806.77382
42.0,250,3807.483079
90.0,86,3813.290769
-31.0,6,3813.306428
98.5,72,3813.511944
70.0,157,3814.011687
91.5,140,3814.438363
86.0,119,3814.800594
83.0,115,3815.146119
103.5,8,3815.193522
94.0,87,3815.440084
89.0,91,3815.692827
93.5,72,3815.885914
111.5,37,3815.996886
104.5,32,3816.091594
101.5,66,3816.280488
92.5,84,3816.516499
102.5,71,3816.690604
103.5,89,3816.942766
86.0,115,3817.273913
45.0,249,3817.996392
57.5,205,3818.580204
86.5,96,3818.864517
-11.0,455,3825.683734
86.0,131,3826.075782
86.0,86,3826.328488
87.5,106,3826.628743
64.5,157,3827.086443
98.5,32,3827.196389
107.0,58,3827.369911
37.5,285,3828.156206
79.5,100,3828.456551
74.5,152,3828.882751
104.5,46,3829.029587
78.0,121,3829.387672
86.5,81,3829.60813
97.0,78,3829.84071
92.0,94,3830.124595
61.0,223,3836.202487
94.0,93,3836.481045
101.0,51,3836.628853
93.0,84,3836.881588
55.5,203,3837.466309
78.5,114,3837.809865
54.5,172,3838.299793
77.5,120,3838.678551
-31.0,4,3838.694617
92.0,44,3838.820404
96.5,80,3839.035717
96.5,62,3839.246335
-31.5,2,3839.261965
105.5,61,3839.434761
102.5,57,3839.593143
99.0,65,3839.793105
99.0,78,3840.061548
68.5,147,3840.488193
106.0,55,3840.661889
95.0,65,3840.851512
77.0,77,3841.103437
-31.5,3,3841.119091
89.5,64,3841.293688
10.0,296,3847.555948
97.0,83,3847.810822
95.0,86,3848.078781
84.5,94,3848.341156
86.5,106,3848.640815
109.5,50,3848.791553
91.5,118,3849.152437
100.0,44,3849.27836
87.5,94,3849.546656
36.0,244,3850.293663
34.0,243,3850.994345
83.0,106,3851.325131
91.5,112,3851.656036
85.5,99,3851.968233
89.5,106,3852.299933
101.5,21,3852.363009
77.5,89,3852.615861
100.0,45,3852.742173
-37.5,15,3852.789589
83.0,132,3853.151585
101.0,38,3853.26165
102.0,45,3853.435051
-31.0,2,3853.445084
60.0,136,3859.335094
97.0,99,3859.624707
65.0,157,3860.063831
95.0,56,3860.237487
87.0,71,3860.442701
103.0,47,3860.584403
91.5,82,3860.804687
69.5,95,3861.08796
97.5,48,3861.214033
99.0,63,3861.403516
107.5,58,3861.560987
-38.0,18,3861.624196
-38.0,10,3861.655924
97.5,72,3861.843502
86.5,66,3862.032693
92.5,94,3862.301374
72.5,139,3862.694941
97.5,80,3862.91582
24.5,314,3863.844761
101.0,81,3864.113035
73.0,107,3864.47606
102.0,63,3864.649479
92.0,42,3864.75996
16.5,360,3871.290457
90.0,108,3871.621379
88.5,46,3871.748286
93.5,85,3872.012376
70.0,146,3872.438201
-30.5,1,3872.438201
79.0,99,3872.737921
90.0,59,3872.911425
100.0,48,3873.037272
100.5,69,3873.242025
83.0,102,3873.54261
93.0,121,3873.885702
99.0,50,3874.02793
-37.0,9,3874.044004
93.5,103,3874.343969
90.0,77,3874.580241
-58.0,638,3876.423011
88.0,96,3882.200561
49.0,204,3883.048102
95.0,72,3883.330943
49.5,216,3884.15934
42.0,237,3884.983772
93.0,53,3885.131359
85.5,57,3885.336884
97.0,45,3885.488833
96.0,81,3885.839957
97.5,67,3886.039306
93.0,39,3886.13983
83.0,107,3886.455481
84.0,83,3886.704148
100.0,16,3886.751539
83.5,102,3887.045002
69.0,153,3887.509216
88.5,82,3887.751947
83.0,106,3888.059623
111.5,65,3888.242828
71.0,151,3888.673827
81.0,107,3894.361367
97.0,91,3894.629351
100.5,58,3894.802744
102.5,6,3894.818397
-31.0,2,3894.834023
83.5,95,3895.117888
62.5,148,3895.544291
-30.5,1,3895.544291
101.0,46,3895.68046
87.5,126,3896.041019
97.0,27,3896.109645
-34.5,6,3896.141431
103.5,52,3896.283205
82.5,95,3896.551079
105.5,41,3896.676883
70.0,155,3897.103374
-34.5,5,3897.119024
82.0,155,3897.545192
48.0,165,3898.031428
81.5,186,3898.567733
-31.0,4,3898.567733
-34.0,6,3898.593618
98.0,40,3898.693943
84.0,115,3899.034253
102.0,52,3899.191457
99.5,45,3899.33362
77.5,147,3899.753845
75.0,157,3905.624365
105.5,23,3905.703455
59.5,218,3906.332178
89.0,87,3906.569082
73.0,167,3907.058226
97.5,79,3907.295817
79.0,184,3907.81092
103.5,34,3907.905705
90.5,75,3908.136627
37.0,269,3908.899876
98.0,71,3909.104613
92.5,82,3909.388005
-30.5,1,3909.388005
89.5,99,3909.687472
96.0,50,3909.842696
67.5,122,3910.190611
100.5,25,3910.253661
56.5,232,3910.948926
98.0,55,3911.122376
80.0,110,3911.454204
99.5,94,3917.104527
101.5,40,3917.247734
87.5,64,3917.421772
105.5,33,3917.515969
48.0,271,3918.43698
59.0,198,3919.028876
90.0,118,3919.388125
44.5,240,3920.111639
90.0,114,3920.473828
81.0,125,3920.852448
98.0,57,3921.010081
-32.0,5,3921.035803
88.0,77,3921.246986
83.5,89,3921.531179
93.0,75,3921.736955
89.5,136,3922.143166
90.0,94,3922.426615
77.5,87,3922.679095
106.0,39,3922.789333
105.0,54,3922.947012
91.5,51,3923.104595
107.0,76,3928.940766
-44.5,33,3929.09205
64.5,183,3929.618397
100.0,79,3929.853055
90.0,65,3930.042104
97.5,86,3930.294169
91.0,68,3930.49852
94.5,48,3930.641183
89.5,104,3930.941664
60.5,153,3931.43012
106.5,51,3931.582222
76.5,97,3931.854176
49.5,178,3932.391551
102.0,29,3932.469506
97.0,49,3932.595874
104.0,59,3932.842153
90.5,77,3933.052979
86.5,85,3933.308055
-32.0,591,3940.610741
102.0,36,3940.73657
90.5,64,3940.912444
86.5,85,3941.177596
101.0,90,3941.47692
60.0,190,3942.138209
-32.5,4,3942.153839
104.5,33,3942.264154
107.5,48,3942.437739
-36.0,18,3942.516324
101.5,80,3942.8008
102.5,67,3943.021615
96.5,81,3943.257779
45.5,195,3944.085181
90.5,112,3944.391002
105.5,51,3944.579553
99.0,73,3944.784903
25.5,245,3945.494817
67.0,126,3945.880497
-36.5,8,3945.902135
108.5,59,3946.085862
103.5,28,3946.170187
78.5,119,3946.517458
66.0,148,3946.945264
88.0,91,3952.407973
104.0,24,3952.487263
87.5,97,3952.781055
106.0,42,3952.897001
101.0,59,3953.090861
44.5,183,3953.606567
108.5,40,3953.732616
87.0,115,3954.093991
67.5,138,3954.503617
89.0,99,3954.859442
92.0,119,3955.238403
86.5,113,3955.56912
98.5,65,3955.772714
104.0,44,3955.90446
81.0,92,3956.156811
105.5,36,3956.251529
104.5,57,3956.409229
91.0,115,3956.740893
100.0,36,3956.845317
89.5,95,3957.135038
65.0,150,3957.576509
69.0,128,3957.966748
83.0,113,3958.313923
-31.5,3,3958.339653
91.5,75,3963.809614
-81.0,120,3964.18785
87.5,150,3964.613524
95.5,95,3964.897315
91.0,83,3965.14221
103.5,73,3965.353017
-25.0,479,3966.929787
75.0,181,3967.498877
85.0,115,3967.825677
80.5,97,3968.12576
-31.5,2,3968.141827
96.0,135,3968.567999
102.0,49,3968.70992
93.0,101,3969.057559
97.0,89,3969.310558
44.0,282,3975.530299
89.5,110,3975.842916
69.0,125,3976.231703
87.5,41,3976.363692
77.5,79,3976.615705
-31.5,2,3976.615705
94.0,97,3976.89931
101.5,53,3977.041417
41.0,270,3977.828066
100.5,65,3978.01759
98.5,50,3978.159094
74.5,170,3978.664076
107.0,44,3978.790678
101.5,56,3978.96415
93.0,65,3979.15326
104.0,58,3979.342834
104.0,51,3979.494637
108.0,58,3979.642854
55.5,181,3980.205659
99.0,29,3980.294406
99.5,59,3980.473986
64.5,149,3980.894396
24.5,323,3987.217481
89.0,79,3987.454526
84.0,100,3987.762552
99.5,50,3987.900441
93.5,96,3988.263182
97.0,96,3988.533111
94.0,83,3988.769664
76.5,147,3989.227203
73.0,143,3989.638099
89.5,111,3989.965832
75.0,149,3990.408077
99.5,59,3990.581945
-52.0,493,3991.949231
93.0,86,3992.201973
99.5,58,3992.359842
49.5,195,3998.314398
104.0,53,3998.482473
98.0,45,3998.614851
97.0,60,3998.782163
100.0,70,3998.987462
105.5,50,3999.120037
103.0,33,3999.23059
61.0,209,3999.791908
94.0,33,3999.869977
101.5,23,3999.949062
82.5,95,4000.232843
-226.5,986,4003.054861
105.0,32,4003.164924
101.0,42,4003.291465
94.5,49,4003.433223
-42.5,15,4003.480654
104.0,28,4003.559859
60.5,197,4009.510599
97.5,62,4009.699782
-43.5,28,4009.783689
85.0,94,4010.045589
85.5,68,4010.244808
40.0,234,4010.9282
53.0,222,4011.575478
99.5,94,4011.872902
92.5,107,4012.172972
73.0,186,4012.710045
75.5,148,4013.151558
80.0,129,4013.514333
89.0,109,4013.834302
96.5,68,4014.029623
93.0,58,4014.234721
59.5,176,4014.771531
-35.0,15,4014.803256
60.0,211,4015.465616
-34.0,8,4015.497368
96.5,76,4021.11908
95.0,97,4021.403075
87.5,111,4021.734907
105.5,19,4021.794472
95.5,68,4021.983457
98.0,89,4022.298998
102.0,38,4022.409474
90.5,102,4022.69359
12.5,326,4023.607736
92.5,100,4023.905427
85.0,126,4024.252602
-39.0,10,4024.283885
95.5,106,4024.600101
79.5,123,4024.947775
-33.0,24,4025.026076
99.5,36,4025.13707
46.0,278,4025.954277
-35.0,16,4026.00403
83.5,149,4026.44355
99.0,47,4026.585561
98.0,57,4026.743428
75.0,104,4032.394446
47.0,205,4032.993602
90.5,103,4033.339705
98.5,41,4033.48144
97.0,68,4033.671035
89.5,113,4033.986149
52.5,178,4034.491727
102.5,47,4034.63375
83.5,126,4034.997317
96.5,58,4035.203006
99.0,63,4035.376313
105.0,29,4035.455431
25.0,320,4036.348376
74.5,87,4036.585186
-30.5,1,4036.585186
99.5,50,4036.726496
101.5,27,4036.821266
67.5,152,4037.241849
92.0,56,4037.389821
87.0,107,4037.689514
103.0,68,4037.89149
84.0,129,4043.642828
88.0,109,4044.003109
77.5,130,4044.413516
100.5,44,4044.539181
103.5,61,4044.69702
107.5,60,4044.870082
27.5,206,4045.437803
104.5,45,4045.564088
104.5,47,4045.690701
86.0,114,4046.010872
-32.5,3,4046.026497
64.0,207,4046.642495
91.0,101,4046.910291
105.0,45,4047.052436
54.5,202,4047.620089
106.0,65,4047.790818
100.0,42,4047.916315
77.0,134,4048.279111
86.0,86,4048.516131
73.5,121,4048.862775
92.5,92,4049.130972
103.5,10,4049.1627
97.0,52,4049.304903
108.5,39,4049.430692
106.5,44,4054.941292
107.0,40,4055.067033
94.0,90,4055.319592
76.0,164,4055.790568
85.5,132,4056.154304
103.5,56,4056.312171
58.5,154,4056.738483
83.5,99,4057.022497
16.5,278,4057.854221
86.5,54,4058.012038
84.0,73,4058.216973
82.0,152,4058.643738
91.5,76,4058.879982
101.0,91,4059.147397
80.0,94,4059.415769
102.0,28,4059.494912
-33.5,5,4059.510596
83.0,111,4059.854516
60.0,141,4060.289791
85.5,76,4060.563881
97.0,79,4060.847116
20.5,279,4066.980341
78.5,129,4067.35898
60.5,168,4067.870918
105.0,37,4067.965677
74.5,115,4068.29794
89.5,96,4068.581193
99.0,55,4068.739584
102.5,50,4068.897105
76.0,153,4069.354439
86.0,111,4069.669881
101.0,32,4069.772881
92.5,84,4070.014379
101.0,58,4070.182018
89.0,71,4070.393189
94.5,75,4070.614046
91.0,83,4070.851021
43.5,174,4071.334545
74.0,180,4071.841008
58.5,184,4077.732859
89.0,98,4078.015854
68.0,165,4078.489344
89.0,89,4078.741656
63.5,170,4079.215035
14.0,294,4080.092954
103.0,77,4080.332153
-34.5,19,4080.389683
76.0,122,4080.726907
96.0,75,4080.942029
101.0,81,4081.168188
54.0,181,4081.683631
83.0,110,4082.000223
-1.0,208,4082.600089
92.5,53,4082.757984
91.5,61,4082.947121
94.0,72,4083.168023
103.0,41,4083.310292
102.5,19,4083.35773
100.5,26,4083.436935
-42.0,525,4090.347838
6.0,329,4091.309741
55.0,213,4091.89101
46.0,273,4092.70964
94.0,101,4093.009527
-30.5,14,4093.056379
84.0,111,4093.388184
-31.5,2,4093.388184
104.0,23,4093.450877
93.5,82,4093.687166
48.5,191,4094.238503
94.0,38,4094.348938
-56.5,77,4094.554267
80.5,119,4100.295305
95.0,67,4100.505866
97.0,55,4100.663671
65.0,129,4101.036312
84.5,125,4101.389375
86.5,83,4101.626067
77.0,112,4101.969471
-331.5,1310,4105.641603
90.0,110,4105.989768
99.5,58,4111.558026
89.5,93,4111.837659
92.5,107,4112.169001
106.0,36,4112.289531
88.0,78,4112.500768
98.0,20,4112.56384
65.0,177,4113.036705
-9.5,416,4114.200352
55.0,203,4114.800725
104.0,97,4115.053637
96.5,47,4115.195403
80.0,106,4115.510588
88.0,64,4115.694432
65.0,221,4116.311959
98.5,33,4116.422019
101.5,71,4116.611185
64.5,169,4117.068996
100.5,69,4117.274445
85.0,89,4122.945816
-32.5,13,4122.987199
89.0,49,4123.119761
87.5,78,4123.356809
70.0,144,4123.834915
85.0,104,4124.203741
99.5,88,4124.471978
14.0,279,4125.26092
74.5,102,4125.561044
84.5,107,4125.872022
43.5,248,4126.566467
94.5,68,4126.756115
17.0,344,4127.793726
93.5,81,4127.998395
-133.5,575,4134.992706
99.0,66,4135.165564
70.0,142,4135.591347
80.5,130,4135.983909
-53.0,31,4136.078813
93.5,96,4136.34741
39.0,219,4136.962465
-51.0,421,4138.142042
100.5,38,4138.25216
83.5,67,4138.441564
93.0,93,4138.709524
74.0,136,4139.088256
45.5,177,4139.576867
92.0,70,4139.788412
34.0,224,4145.825797
100.0,43,4145.936675
-31.0,2,4145.952335
73.5,110,4146.283508
98.5,90,4146.551924
84.5,145,4146.962543
100.0,68,4147.183069
102.0,18,4147.240561
92.5,87,4147.467287
95.0,44,4147.593059
99.5,60,4147.760941
106.0,38,4147.857729
93.5,88,4148.126167
-33.0,32,4148.220403
88.5,105,4148.504744
95.5,107,4148.820271
102.5,41,4148.941012
85.5,114,4149.309829
97.5,63,4149.482269
94.5,75,4149.687564
87.5,87,4149.953901
92.5,104,4150.254577
92.5,104,4150.56934
87.0,105,4150.869427
70.0,140,4151.295537
104.0,62,4156.852659
89.0,101,4157.184263
92.5,105,4157.499488
102.0,45,4157.641274
21.0,315,4158.538677
50.0,200,4159.106201
99.0,64,4159.294852
76.0,103,4159.594619
40.5,273,4160.380369
102.5,63,4160.553744
87.5,135,4160.942097
102.5,57,4161.137948
99.0,68,4161.37447
90.5,93,4161.636248
84.5,78,4161.843564
84.5,81,4162.080158
98.0,8,4162.110899
90.0,51,4162.253142
101.5,45,4162.411356
103.0,85,4162.647925
100.5,70,4168.263088
92.0,125,4168.610525
101.0,46,4168.752415
44.0,214,4169.382849
90.5,54,4169.541278
86.5,118,4169.901818
100.5,34,4169.996681
59.0,162,4170.454597
97.5,68,4170.675291
93.5,91,4170.943858
82.5,101,4171.227923
107.5,48,4171.35454
100.0,60,4171.544134
77.5,92,4171.805982
96.5,76,4172.01172
50.0,193,4172.547182
37.0,261,4173.28941
60.5,195,4173.822995
103.0,60,4174.012536
104.0,48,4179.5391
96.5,52,4179.71931
99.5,100,4180.013362
48.0,163,4180.503293
87.5,76,4180.724335
80.5,181,4181.229246
98.0,25,4181.292226
95.0,91,4181.560582
21.5,310,4182.484784
-39.5,12,4182.516564
104.5,65,4182.690669
-31.5,2,4182.706335
64.5,159,4183.163402
100.5,70,4183.384058
-69.0,72,4183.588562
82.0,85,4183.841295
-28.5,3,4183.841295
103.5,55,4184.014949
-30.5,2,4184.014949
82.0,143,4184.488489
101.0,73,4184.740266
98.5,54,4184.913593
101.0,52,4185.081429
75.5,155,4185.62365
98.0,57,4191.292553
105.5,63,4191.497574
99.0,60,4191.671115
77.0,98,4191.950438
101.0,57,4192.124206
40.0,169,4192.628664
-34.5,7,4192.660391
11.0,388,4193.794039
93.0,68,4193.983242
82.0,99,4194.267077
93.5,120,4194.598529
84.5,96,4194.882121
66.5,157,4195.3344
99.5,61,4195.498019
89.5,102,4195.794576
95.0,69,4195.999571
51.5,226,4196.615224
35.0,229,4202.692833
84.0,165,4203.198174
78.5,138,4203.592631
67.5,139,4203.983489
87.0,78,4204.189188
34.5,246,4204.868256
103.0,44,4205.042045
88.5,110,4205.373254
102.5,35,4205.467667
41.0,209,4206.047513
64.0,158,4206.483865
108.5,39,4206.583715
107.0,37,4206.678577
99.0,42,4206.805094
97.5,56,4206.978528
76.5,144,4207.383612
85.0,114,4207.68933
-33.0,6,4207.720749
94.0,81,4207.936828
84.0,128,4208.315462
-141.0,690,4215.754115
74.5,138,4216.143099
80.0,129,4216.569688
99.5,41,4216.696879
106.5,76,4216.917129
100.5,32,4217.027559
90.0,91,4217.295896
74.5,156,4217.73775
97.5,57,4217.907232
98.5,61,4218.065105
89.5,81,4218.285861
67.5,163,4218.775193
-30.5,1,4218.785266
102.0,43,4218.895675
106.0,74,4219.138748
61.0,193,4219.69026
7.5,273,4226.027199
104.0,55,4226.185135
20.0,363,4227.398242
90.5,97,4227.666467
93.0,98,4227.931379
102.5,56,4228.12139
65.0,147,4228.609048
20.5,372,4229.698269
-32.0,4,4229.713929
-111.0,751,4237.115617
100.0,40,4237.273335
87.0,96,4237.652706
-39.5,488,4239.118824
99.5,45,4239.24532
94.5,88,4239.513654
92.0,85,4239.77845
87.0,100,4240.060908
91.5,65,4240.266151
93.0,50,4240.41197
103.0,81,4240.645541
74.0,111,4240.960996
104.5,49,4241.144421
-37.5,23,4241.24521
39.0,248,4241.964611
90.5,103,4242.295865
106.0,79,4242.542229
36.0,292,4248.344692
104.0,48,4248.487067
74.0,171,4248.976005
95.0,49,4249.134036
26.0,186,4249.732587
96.0,71,4249.966955
98.5,67,4250.187969
99.0,62,4250.424383
72.5,183,4251.051512
-28.0,414,4252.305561
30.5,312,4253.362597
-31.5,4,4253.378362
90.0,111,4253.678003
76.0,163,4254.155736
91.0,69,4254.345247
76.0,133,4260.156585
90.5,45,4260.298204
106.5,37,4260.40825
97.5,28,4260.487175
95.0,82,4260.74007
63.0,163,4261.229358
103.5,37,4261.339802
87.5,71,4261.538731
85.0,140,4261.931104
67.0,196,4262.55201
72.0,164,4263.167214
96.0,72,4263.434897
100.0,84,4263.687846
99.0,103,4263.985523
86.0,120,4264.458393
83.0,88,4264.736269
106.0,70,4264.94705
-29.5,7,4264.9784
-31.0,7,4264.994418
100.0,60,4265.152351
90.5,100,4265.501646
68.5,160,4265.969647
75.0,142,4271.906644
96.5,74,4272.143938
-32.0,8,4272.185318
98.0,33,4272.285951
79.0,99,4272.569857
-75.0,552,4274.127965
96.0,51,4274.317708
-41.0,433,4275.64496
110.5,45,4275.776517
104.5,57,4275.954719
69.5,161,4276.396949
28.5,298,4277.248863
70.5,146,4277.643963
80.5,77,4283.289393
83.0,116,4283.658807
106.0,48,4283.797586
-29.5,7,4283.813241
3.0,375,4284.870956
-139.5,734,4286.988212
87.0,109,4287.33518
99.0,63,4287.509018
-38.0,11,4287.541465
-42.0,16,4287.588296
10.5,336,4288.541791
88.5,106,4288.879485
77.0,88,4294.611047
-30.5,1,4294.626686
47.0,237,4295.296052
-31.5,3,4295.296052
92.0,61,4295.517084
95.5,36,4295.62759
80.0,102,4295.900764
-187.5,962,4298.646158
-32.0,4,4298.659692
105.0,31,4298.754548
94.0,100,4299.038801
80.5,81,4299.291436
49.5,231,4299.98155
92.5,58,4300.155335
105.0,39,4300.265858
97.5,80,4300.505675
4.0,330,4306.851844
101.0,63,4307.035674
81.0,99,4307.325679
94.5,103,4307.634177
88.0,106,4307.93522
88.0,113,4308.266632
87.5,99,4308.613184
103.5,60,4308.781194
67.0,132,4309.150761
99.5,76,4309.371925
102.5,38,4309.497933
93.0,81,4309.718838
95.0,51,4309.869183
84.0,153,4310.295975
91.0,90,4310.590008
-29.0,3,4310.596048
99.0,57,4310.737842
7.0,369,4311.786985
57.5,185,4317.717948
96.5,62,4317.882668
-79.0,609,4319.622866
88.5,97,4319.889743
99.0,48,4320.031521
63.0,162,4320.483799
92.0,127,4320.821278
94.5,72,4321.036258
94.5,41,4321.151877
86.0,87,4321.389014
87.5,109,4321.705093
90.5,88,4321.931743
68.5,144,4322.316541
77.5,109,4322.631811
-139.0,817,4330.413389
-79.5,623,4332.127756
61.0,119,4332.506826
-50.5,30,4332.595717
-31.5,3,4332.601251
100.0,84,4332.837895
86.0,113,4333.168925
14.0,349,4334.111791
102.0,21,4334.184546
100.5,44,4339.723503
102.5,42,4339.844847
93.0,59,4340.044023
65.0,175,4340.533768
108.0,43,4340.65023
85.5,112,4340.950132
104.0,53,4341.123705
-30.5,6,4341.139216
92.5,69,4341.328459
99.0,52,4341.486733
87.5,81,4341.722936
82.0,110,4342.033762
107.5,48,4342.16342
49.0,223,4342.78637
-37.0,39,4342.902852
97.5,65,4343.092952
79.0,121,4343.440487
-34.0,11,4343.487841
102.5,61,4343.64582
98.0,68,4343.836813
97.0,63,4344.025458
96.5,70,4344.246464
90.5,89,4344.498955
79.5,108,4344.909145
103.5,69,4345.233984
56.0,187,4345.837284
96.0,56,4351.441455
-30.5,558,4353.057466
103.0,64,4353.259152
68.0,188,4353.840231
-30.5,1,4353.855891
105.5,37,4353.950634
105.5,44,4354.086006
-30.0,2,4354.09204
65.0,122,4354.407815
89.0,109,4354.724424
-90.5,649,4356.563748
