#{"t_start": 1750064445.9882784, "env_id": "my_robotenv-v1"}
r,l,t
-32.5,5,1955.157846
-36.0,9,1955.202413
57.5,184,1955.720483
95.0,106,1956.019698
84.5,98,1962.154024
76.5,127,1962.516177
91.5,74,1962.724403
10.0,377,1963.932419
24.5,251,1964.668051
47.0,264,1965.808698
77.5,145,1966.221995
90.0,95,1966.491924
-41.5,614,1968.295671
21.5,362,1975.190795
49.0,233,1975.88805
-41.0,15,1975.933585
49.5,193,1976.468088
77.5,165,1976.942604
61.5,157,1977.411344
9.0,482,1978.837829
82.0,113,1979.168415
86.0,107,1979.464703
83.0,122,1979.904606
-38.0,15,1979.957201
60.5,230,1986.469423
30.0,266,1987.288409
-11.5,497,1988.762202
25.0,338,1989.818408
76.5,153,1990.358057
83.0,81,1990.623642
-632.0,2701,2010.586293
-32.5,5,2010.600347
-65.5,631,2012.534088
78.5,114,2012.886531
89.5,98,2013.160524
41.5,278,2013.950658
96.0,34,2014.05715
93.5,77,2014.266547
89.0,110,2014.657713
75.5,188,2015.186241
61.0,203,2015.815621
75.5,165,2016.272355
75.0,195,2022.425789
-25.0,524,2024.237306
56.0,211,2024.948519
-52.5,106,2025.23771
79.0,162,2025.665314
95.5,94,2025.921072
90.5,92,2026.207958
-4.5,470,2027.624526
95.0,61,2027.793146
-38.0,565,2034.985293
57.0,247,2035.743399
83.5,183,2036.290803
-73.0,675,2038.419586
62.0,241,2039.266111
33.0,237,2039.931496
-38.0,22,2040.000574
64.5,197,2046.19814
78.5,142,2046.663614
-29.5,2,2046.670614
-85.5,709,2048.647743
78.0,109,2048.942853
-36.0,8,2048.974842
67.0,210,2049.566574
-97.0,733,2051.790332
65.5,206,2058.04961
69.0,145,2058.444148
8.5,378,2059.561778
-11.5,447,2060.964564
84.5,84,2061.24206
45.0,274,2062.042814
72.5,148,2062.457587
-55.5,500,2069.572562
99.5,89,2069.812256
52.0,283,2070.66154
57.0,195,2071.204092
1.0,490,2072.551509
28.5,352,2073.645626
86.5,119,2073.992805
107.5,32,2074.109838
99.0,24,2074.224461
-42.5,27,2074.297967
-20.5,468,2081.956014
-46.0,25,2082.028519
46.5,268,2082.773097
24.0,342,2083.778604
64.5,194,2084.318343
87.0,149,2084.73564
81.5,160,2085.198951
-23.5,525,2086.73867
14.5,377,2093.711991
75.5,164,2094.15988
19.0,375,2095.19226
-59.5,748,2097.360677
48.5,302,2098.278008
49.5,263,2099.008546
46.5,238,2105.598468
68.5,201,2106.183132
-38.5,27,2106.25821
69.0,165,2106.726037
37.5,304,2107.662262
44.0,251,2108.352482
-38.5,615,2110.189621
37.5,264,2110.940281
44.0,267,2117.751429
5.0,461,2119.289852
-31.5,3,2119.302852
61.5,161,2119.825953
49.0,282,2120.646763
54.0,234,2121.449198
-35.5,7,2121.484706
-35.5,25,2121.60727
-60.0,52,2121.890228
83.5,179,2122.47761
46.0,278,2123.281453
72.5,156,2123.808122
35.0,267,2130.509423
87.5,166,2131.212462
84.5,103,2131.51122
-1.5,420,2132.759729
62.5,237,2133.645012
70.5,183,2134.44391
-53.0,53,2134.605434
-55.5,56,2134.760026
20.0,290,2135.608325
99.0,64,2135.792854
-31.5,9,2135.836375
-36.0,36,2135.941894
83.5,108,2136.281984
72.5,186,2142.660187
39.0,283,2143.466318
36.0,314,2144.42176
67.0,178,2145.08018
104.0,48,2145.220555
65.0,237,2146.148854
-28.5,18,2146.204362
88.0,86,2146.442578
26.0,299,2147.324949
38.0,253,2148.147876
53.0,239,2154.820744
-110.0,778,2157.132691
-34.5,5,2157.1462
41.0,270,2157.976976
47.5,310,2158.942198
-109.5,933,2167.821808
24.0,403,2168.997751
47.0,233,2169.688396
31.0,326,2170.588429
-123.5,821,2178.819609
-192.0,1156,2182.285427
-54.5,88,2182.541465
-6.5,402,2183.736432
-39.5,13,2183.776024
59.5,219,2184.528809
-9.5,502,2191.84725
68.5,161,2192.383637
-76.5,706,2194.562677
16.0,371,2195.687175
88.0,100,2195.988212
9.0,430,2203.260756
85.0,104,2203.61253
78.0,89,2203.860521
83.5,174,2204.353781
43.0,319,2205.296328
-30.5,1,2205.303362
60.0,230,2206.089592
6.0,458,2207.347214
50.5,245,2208.142083
70.5,210,2208.73726
90.0,88,2208.992562
43.0,271,2215.736455
87.5,98,2216.087805
64.5,170,2216.580076
89.0,114,2216.887345
6.5,389,2218.219308
89.0,85,2218.467991
75.0,150,2218.898562
97.0,85,2219.154244
56.5,263,2220.050318
102.0,76,2220.268548
43.5,323,2221.319795
85.0,144,2227.639183
75.0,162,2228.136616
59.0,251,2229.045705
34.5,244,2229.723297
77.0,148,2230.203871
-5.0,492,2231.486426
84.5,136,2231.841131
101.5,60,2232.003264
79.5,138,2232.40447
85.5,73,2232.627612
50.0,243,2233.429877
17.5,368,2240.539445
-59.5,84,2240.82214
-31.5,507,2242.344667
-35.0,10,2242.377667
-63.5,90,2242.650625
-49.5,557,2244.339785
90.5,60,2244.522027
74.0,152,2244.959811
18.5,402,2252.334466
-44.0,43,2252.457998
-35.5,8,2252.478998
-42.0,30,2252.564026
76.0,161,2253.026573
97.5,123,2253.383165
40.5,291,2254.310085
44.5,285,2255.136821
50.5,279,2256.00574
100.0,78,2256.268352
28.0,286,2257.140928
88.0,140,2257.542345
-4.5,398,2264.650006
-37.0,561,2266.461785
-286.0,1357,2276.360482
-11.0,458,2277.896549
-11.0,513,2279.452671
21.5,401,2280.647596
10.0,392,2281.920543
83.0,101,2282.217957
74.5,171,2288.698006
0.5,412,2290.191534
3.0,448,2291.545297
50.0,223,2292.197835
94.0,73,2292.401303
92.0,117,2292.744005
76.0,166,2293.29485
89.0,70,2293.507679
61.5,219,2294.13985
-45.0,20,2294.197012
97.0,109,2294.515654
-9.0,503,2302.001551
96.0,123,2302.392177
-39.0,29,2302.475693
23.0,316,2303.496028
-29.5,512,2304.7979
46.0,268,2305.563838
-31.5,2,2305.578846
77.0,178,2306.125232
88.0,91,2306.38873
87.5,69,2306.652862
95.0,91,2312.705361
64.5,180,2313.295438
53.0,274,2314.113942
77.5,148,2314.550815
43.0,297,2315.523753
46.0,207,2316.141787
78.5,213,2316.75922
-47.0,60,2316.93841
47.0,234,2317.734112
9.0,389,2318.805655
106.5,38,2318.918745
86.5,97,2324.931207
106.0,75,2325.232999
-54.0,585,2327.029486
-87.5,710,2329.126248
-33.5,7,2329.145274
65.5,200,2329.716189
85.5,107,2330.06792
19.0,364,2336.831534
-262.5,1373,2340.910429
97.5,102,2341.324124
-31.0,2,2341.331158
-61.0,718,2349.246899
63.0,157,2349.677967
87.5,80,2349.890808
63.0,203,2350.469806
69.5,160,2350.91474
94.0,82,2351.245877
-98.0,760,2353.551629
38.0,240,2354.240963
-39.5,26,2354.312002
-31.5,4,2354.323003
103.5,115,2360.674968
-28.0,507,2362.332774
100.5,63,2362.519895
31.5,280,2363.381291
-30.5,1,2363.385262
-12.5,532,2365.052972
18.5,301,2366.230348
20.5,374,2373.335228
95.0,65,2373.527927
79.5,151,2374.016499
93.0,113,2374.439332
91.5,64,2374.631417
93.0,113,2374.957993
60.0,180,2375.47499
-30.5,1,2375.47999
76.0,204,2376.139907
70.5,201,2376.697085
59.0,170,2377.185671
34.5,285,2378.048406
98.5,29,2378.130011
89.0,68,2378.327163
-34.0,27,2378.403179
73.5,122,2378.763423
91.5,141,2379.232729
83.5,130,2385.685685
48.0,241,2386.363076
61.5,242,2387.155146
-8.5,373,2388.258901
55.0,213,2388.986246
64.0,157,2389.390228
-43.5,17,2389.43183
71.0,131,2389.804153
109.5,41,2389.910304
92.5,67,2390.080972
-31.5,3,2390.089516
53.0,193,2390.588566
-444.0,2137,2403.576914
75.0,161,2404.070955
103.0,86,2410.273762
14.0,277,2411.125111
-29.0,3,2411.141141
-33.5,4,2411.151586
80.0,138,2411.617365
85.5,91,2411.872823
-51.5,32,2411.958955
46.5,215,2412.559315
59.5,187,2413.080713
98.0,70,2413.326257
87.5,114,2413.672038
99.0,81,2413.919725
45.0,270,2414.692829
76.5,141,2415.098724
90.0,124,2415.558476
51.0,246,2416.276617
-68.5,747,2424.993656
-55.0,91,2425.260321
97.0,105,2425.551365
90.0,110,2425.870564
73.5,157,2426.344393
79.0,165,2426.999287
34.0,276,2428.143537
86.0,115,2428.485428
64.0,210,2429.180829
48.5,255,2436.668866
20.0,353,2438.274595
40.0,240,2439.100825
97.0,42,2439.241133
99.5,87,2439.53225
10.5,330,2440.733069
14.5,215,2441.636425
77.5,168,2442.22826
53.0,221,2443.240275
102.0,36,2443.463319
80.0,160,2444.33506
-56.5,42,2444.596895
-37.0,10,2444.650281
-29.5,1,2444.650281
-86.5,836,2454.065812
81.5,149,2454.53828
56.0,277,2455.295088
-33.5,7,2455.326424
-37.0,10,2455.342492
58.0,261,2456.114589
52.0,220,2456.729326
72.0,138,2457.122823
84.5,111,2457.437597
-52.5,604,2464.083873
79.0,151,2464.49445
96.0,44,2464.645669
103.5,80,2464.855894
-40.5,42,2464.981741
92.0,89,2465.298382
99.0,85,2465.612173
76.5,168,2466.088025
59.0,209,2466.644704
40.5,299,2467.47672
15.5,393,2473.890155
-42.0,22,2473.960628
45.5,274,2474.796698
39.0,270,2475.639877
77.5,159,2476.065427
78.0,131,2476.393194
-30.5,1,2476.393194
48.0,262,2477.070833
75.5,114,2477.366875
47.0,257,2478.014926
37.0,264,2478.72692
100.0,61,2478.900846
70.0,158,2479.315124
82.5,161,2485.328374
-31.5,3,2485.338381
85.0,100,2485.617001
75.0,146,2486.110908
45.5,237,2486.699111
55.0,299,2487.493054
-32.0,18,2487.535001
-30.5,1,2487.545006
75.5,131,2487.86432
-35.5,7,2487.88008
71.5,200,2488.381269
53.0,267,2489.124733
80.5,163,2489.828286
-71.0,80,2490.161018
81.0,164,2490.891968
98.0,90,2497.365985
60.5,272,2498.217542
-43.0,33,2498.320902
-172.0,1140,2502.267565
76.0,183,2502.901426
-41.0,32,2503.016159
107.5,33,2503.129553
52.5,231,2503.90605
92.0,97,2504.255515
52.5,270,2511.319403
-30.5,1,2511.323433
-35.5,11,2511.377122
74.0,178,2512.023734
-12.5,526,2513.831873
107.5,38,2513.970585
-55.0,697,2516.489989
96.0,110,2516.901085
105.5,38,2517.037288
71.5,181,2517.662791
42.0,269,2524.64977
-13.0,459,2526.207127
68.0,200,2526.926751
72.5,137,2527.413608
31.5,310,2528.440534
100.5,69,2528.67373
27.5,334,2529.828334
67.0,175,2530.449218
72.5,142,2537.09846
41.0,221,2537.917471
-11.0,495,2539.71081
24.5,343,2540.873857
52.0,205,2541.610774
85.5,134,2542.073746
74.5,161,2542.603869
82.0,143,2543.13854
75.0,127,2543.559744
49.5,268,2550.642043
-35.0,11,2550.67766
75.5,120,2551.098738
61.5,157,2551.651332
-41.0,14,2551.697701
83.0,86,2551.988851
19.5,254,2552.861341
82.5,115,2553.239111
104.0,75,2553.460757
-34.0,450,2554.901323
71.0,96,2555.222834
78.5,180,2555.970264
17.0,361,2557.233737
33.5,318,2563.629591
104.5,50,2563.782964
38.5,246,2564.570368
94.0,60,2564.744003
41.0,228,2565.407602
73.5,116,2565.764176
-31.0,2,2565.77056
72.5,184,2566.351036
-49.0,51,2566.492748
66.5,240,2567.217828
-70.5,537,2568.743904
39.5,297,2575.287744
-52.0,609,2576.869658
92.0,116,2577.24255
93.5,141,2577.624967
72.5,113,2577.972497
93.5,87,2578.20957
79.0,129,2578.572987
42.5,240,2579.204166
90.5,125,2579.566334
94.0,168,2580.01877
98.0,55,2580.22389
-45.5,66,2585.829992
4.5,395,2586.919706
87.0,113,2587.24209
-30.5,1,2587.248124
74.5,168,2587.70617
-39.0,25,2587.773046
-31.5,2,2587.779476
-8.5,469,2589.014987
55.5,163,2589.425178
42.0,303,2590.237086
48.0,207,2590.811903
-36.5,20,2590.859054
77.5,162,2596.955211
65.0,157,2597.350175
-75.5,615,2598.928992
87.0,57,2599.071218
22.5,364,2600.226626
93.0,81,2600.47306
98.0,77,2600.686327
49.5,260,2601.409448
46.5,263,2602.167033
-41.5,45,2602.363268
65.0,184,2608.630861
-40.5,20,2608.698936
39.5,281,2609.59104
-30.5,3,2609.599601
48.0,256,2610.334957
55.5,242,2611.086107
11.0,341,2612.2566
-408.5,1931,2624.136942
-91.5,854,2626.770012
80.5,128,2633.165905
62.5,216,2633.896391
87.5,63,2634.113937
-67.5,92,2634.374402
49.5,256,2635.162666
91.5,91,2635.401423
86.0,87,2635.643215
53.0,279,2636.457447
-33.5,7,2636.479473
-134.0,963,2645.63429
86.5,93,2645.963297
82.5,141,2646.361835
-113.0,626,2648.210924
87.0,116,2648.537784
81.5,135,2648.940544
101.0,22,2649.006158
-30.0,2,2649.013128
-9.5,518,2650.58105
65.0,166,2651.047673
36.0,320,2657.999733
-32.5,3,2658.010274
70.5,169,2658.474307
86.0,90,2658.723057
101.0,41,2658.899191
-410.5,1954,2670.95956
-42.0,33,2671.059285
29.0,296,2671.890552
67.0,213,2672.562956
106.5,26,2672.645966
100.5,59,2672.816268
91.5,131,2673.214876
76.0,221,2673.856879
100.0,99,2674.194438
57.5,229,2674.873514
-37.0,11,2674.902079
87.5,108,2675.208745
-35.5,7,2675.227746
63.0,176,2675.72697
30.0,292,2682.914276
58.0,159,2683.352763
77.5,151,2683.781595
-67.0,675,2685.80001
82.5,141,2686.19139
42.0,223,2686.890377
102.5,38,2687.030528
73.5,211,2687.694994
89.0,135,2688.081519
92.0,84,2688.322319
44.0,243,2695.156039
73.5,140,2695.549413
82.0,115,2695.938291
82.0,165,2696.404495
78.0,153,2696.830129
74.5,167,2697.32286
90.5,113,2697.643709
95.5,72,2697.877009
103.0,25,2697.985774
27.0,341,2699.093497
67.5,188,2699.615193
108.5,58,2699.778665
-33.5,5,2699.793265
-14.0,432,2707.291639
100.5,103,2707.598465
-31.5,2,2707.605437
70.5,184,2708.124252
48.5,277,2709.019177
90.0,101,2709.481872
-136.5,935,2712.32742
103.5,52,2712.471063
98.0,55,2712.625727
98.5,143,2713.023146
87.0,111,2719.518824
67.0,172,2720.092386
28.5,365,2721.326644
-105.5,866,2724.096188
30.0,256,2724.973223
100.0,46,2725.111769
102.0,37,2725.220787
-44.0,30,2725.338916
15.5,355,2732.266299
84.5,124,2732.744532
-31.5,5,2732.760045
65.5,152,2733.241683
-34.5,25,2733.314323
90.5,57,2733.480836
-55.0,82,2733.738388
71.5,174,2734.24264
75.0,197,2734.98445
-31.5,2,2734.990959
87.0,109,2735.352161
47.5,271,2736.268017
109.0,55,2736.427541
52.5,332,2737.675524
-69.5,126,2738.126852
79.5,146,2738.595044
66.0,231,2745.298735
91.5,112,2745.634962
-3.5,380,2746.859187
95.0,54,2747.026219
70.5,161,2747.445536
49.0,180,2747.887598
67.5,175,2748.311888
-17.5,534,2749.860566
94.5,74,2750.049845
106.0,45,2750.175101
-38.5,19,2750.248248
94.5,111,2750.57106
104.5,37,2750.772032
100.0,37,2757.006385
-102.5,830,2759.798856
-30.5,1,2759.813863
86.0,88,2760.10167
80.5,115,2760.423079
6.0,430,2761.699684
84.5,129,2762.162275
100.5,70,2762.383007
-32.0,3,2762.399023
96.5,93,2762.699234
95.0,98,2763.09385
18.5,392,2770.646379
77.5,131,2771.090001
52.5,253,2771.956922
76.5,148,2772.458138
89.5,122,2772.897413
40.0,258,2773.849727
67.5,172,2774.486341
-42.0,37,2774.621579
100.5,51,2774.796436
87.5,87,2775.093866
85.0,99,2775.473234
61.5,199,2776.165071
-34.5,29,2776.270375
75.0,156,2776.821034
66.0,197,2783.594876
63.0,209,2784.326904
58.5,225,2785.134571
98.0,18,2785.198704
89.0,81,2785.491098
-22.5,446,2787.091906
73.5,132,2787.532021
89.5,130,2787.999669
44.0,304,2789.051161
-34.0,16,2789.108908
44.0,206,2789.829
-56.0,624,2797.927561
-33.0,6,2797.950607
-48.0,582,2799.978179
-31.5,2,2799.986683
-56.5,51,2800.156409
46.5,226,2800.948764
-43.5,30,2801.060406
108.0,63,2801.271051
44.5,270,2802.214943
