#{"t_start": 1750064445.9827676, "env_id": "my_robotenv-v1"}
r,l,t
-217.0,1088,1469.522054
47.0,277,1470.318277
-217.5,1315,1480.214592
9.5,443,1481.354912
61.5,221,1482.11104
-33.5,21,1482.167637
76.0,150,1482.600251
83.0,72,1482.801921
-183.0,1159,1492.200945
32.0,250,1492.883715
-767.5,3275,1514.39609
-31.0,2,1514.402603
28.0,332,1515.460978
-155.5,1231,1519.216842
-164.5,1092,1528.235469
-44.5,19,1528.322484
43.5,267,1529.102649
-268.0,1486,1539.358108
79.5,121,1539.71735
-351.5,1705,1551.009471
16.0,346,1552.118021
-74.5,732,1554.318384
37.5,286,1555.150468
78.0,118,1555.716202
88.5,117,1556.064294
80.0,85,1556.295535
-44.0,26,1556.370175
-30.5,1,1556.378158
-32.0,5,1556.393159
-100.0,848,1564.609907
-179.5,1136,1568.277537
-27.5,522,1575.695841
-164.5,1127,1578.924811
85.5,117,1579.355296
63.0,177,1579.860124
-95.0,794,1587.889051
53.5,204,1588.64914
-39.0,22,1588.708654
-176.0,675,1590.816146
97.0,60,1590.984967
-35.0,8,1591.005431
86.0,85,1591.220369
89.0,89,1591.477014
33.5,315,1592.429842
-39.0,34,1592.526908
64.5,208,1598.852573
41.0,253,1599.49356
87.0,140,1599.902453
62.5,231,1600.632951
-57.0,683,1602.623194
-320.0,1594,1613.234663
40.5,265,1614.05557
-50.5,53,1614.221294
-66.5,673,1616.22626
-41.0,34,1616.325411
28.0,320,1623.127702
-111.5,898,1625.688212
-12.5,571,1627.314774
15.5,455,1634.585151
85.5,165,1635.034261
86.0,144,1635.427532
-651.0,2826,1649.925413
33.5,308,1650.833703
-41.5,26,1650.907926
-45.5,53,1651.101959
-35.0,12,1651.152468
-43.0,18,1651.203081
63.5,184,1651.731737
55.5,247,1652.433309
44.0,280,1658.97249
61.5,196,1659.562325
13.5,416,1660.856835
-83.5,823,1663.283064
68.5,195,1663.863777
75.0,148,1664.383888
-19.0,509,1671.817057
103.5,48,1671.954296
-24.5,541,1673.565113
83.5,143,1674.055053
-5.0,471,1675.523808
71.0,160,1675.965911
-328.5,1542,1686.422088
87.0,86,1686.72722
26.0,337,1687.792677
-72.5,715,1695.487057
-30.5,1,1695.492582
-32.5,4,1695.509586
55.5,215,1696.233779
77.0,113,1696.55155
-36.5,10,1696.586168
47.0,279,1697.355174
-25.5,566,1699.028507
-44.0,19,1699.086002
-7.5,473,1706.52452
-47.0,33,1706.61854
62.0,222,1707.245419
63.0,170,1707.723572
82.5,116,1708.058369
71.5,171,1708.650126
72.0,125,1709.073091
76.0,126,1709.654436
54.0,222,1710.270539
-47.0,28,1710.344058
10.0,391,1711.694903
58.0,221,1712.332067
80.0,147,1718.690466
81.5,104,1719.030435
-9.5,416,1720.201579
105.5,33,1720.28666
-39.0,35,1720.386798
99.5,71,1720.58923
65.0,181,1721.186359
-82.5,740,1723.356855
34.0,306,1724.233134
84.5,122,1724.590432
77.0,129,1730.641025
49.0,216,1731.296525
36.0,298,1732.155421
54.5,237,1732.821549
-21.0,487,1734.354298
-742.5,2958,1755.0055
-32.0,5,1755.020501
-199.5,1115,1758.295966
87.0,148,1758.725151
87.5,89,1758.991582
86.0,75,1759.289203
-36.5,8,1759.335707
81.5,80,1759.602361
-40.0,14,1759.644451
56.0,199,1760.265636
92.5,128,1766.6491
-72.5,592,1768.390631
54.0,202,1768.971398
12.0,414,1770.26581
-127.5,880,1779.208675
52.0,303,1780.246263
87.5,138,1780.630567
63.5,179,1781.167609
104.5,42,1781.297911
66.0,201,1781.88876
-72.0,716,1784.078974
22.5,338,1785.00564
42.0,301,1791.760696
13.0,409,1792.934171
48.5,229,1793.701447
30.0,356,1794.702729
-66.0,719,1796.826612
-39.0,656,1804.867337
78.5,135,1805.41416
91.5,50,1805.563383
40.0,276,1806.350224
42.0,362,1807.498559
66.0,166,1807.990748
-36.0,35,1808.093808
20.5,324,1809.008754
54.5,193,1815.403461
75.0,170,1815.889627
84.0,145,1816.265845
37.0,266,1816.946243
73.0,178,1817.449635
93.0,112,1817.793036
59.0,219,1818.560438
-51.5,648,1820.628489
-31.5,2,1820.635489
-86.0,801,1828.768245
-63.5,111,1829.13102
56.0,196,1829.672876
78.5,120,1829.997638
-10.5,419,1831.399722
81.0,129,1831.797013
-41.5,577,1839.566861
48.0,255,1840.540243
-5.5,445,1842.296513
72.0,116,1842.634256
-35.5,30,1842.726308
6.0,332,1843.744895
78.5,148,1844.16473
38.0,298,1845.023009
55.5,177,1845.588244
79.0,135,1845.961293
53.5,151,1852.283287
13.5,316,1853.559617
50.0,245,1854.262965
-41.0,41,1854.382073
-29.0,569,1856.516097
-8.0,416,1858.218184
71.5,118,1858.59924
-30.5,1,1858.602745
-135.0,748,1867.066899
107.5,33,1867.156502
62.5,253,1867.870283
-173.0,1099,1871.204101
-30.5,3,1871.213136
2.5,475,1878.465022
48.0,249,1879.173271
-147.5,998,1882.071627
-33.0,7,1882.091207
-30.5,1,1882.094235
61.5,211,1882.705639
89.5,76,1882.923281
74.0,139,1883.342444
87.0,119,1889.723505
-30.0,29,1889.868084
62.0,198,1890.514366
96.5,94,1890.814387
55.5,235,1891.602504
12.0,403,1892.675757
83.0,154,1893.200021
30.5,275,1894.031118
-41.5,15,1894.078638
-246.0,1331,1904.043329
-30.0,577,1905.753308
-35.0,8,1905.782276
-12.0,441,1907.132881
-8.0,424,1914.319166
80.0,116,1914.660395
27.0,324,1915.653654
97.5,64,1915.827045
5.5,433,1917.097393
90.5,65,1917.314169
78.5,163,1917.836405
89.0,185,1918.362188
70.0,200,1918.927559
28.5,325,1920.032182
15.0,389,1926.815428
54.5,243,1927.588196
66.0,175,1928.090486
47.0,298,1928.948937
-60.5,586,1930.699421
-37.0,32,1930.794538
-31.5,5,1930.806108
81.5,152,1931.301025
56.0,310,1938.190053
-1.0,506,1939.777167
106.0,37,1939.877654
-35.0,6,1939.893172
-15.5,302,1940.747623
-41.5,56,1940.900842
96.5,56,1941.067367
60.5,225,1941.751963
72.0,162,1942.215519
-32.5,543,1943.862415
94.5,92,1950.067124
102.5,32,1950.157065
79.0,181,1950.677112
102.5,60,1950.847692
91.5,100,1951.212147
-44.0,28,1951.291553
66.0,218,1951.920791
28.5,352,1952.922973
-27.0,465,1954.410297
55.0,232,1955.139111
69.5,219,1955.780531
-33.5,10,1955.807039
-20.5,434,1962.886573
75.5,142,1963.430122
-33.0,4,1963.451233
59.0,185,1963.980476
-147.0,1018,1967.277256
-57.0,62,1967.455873
-120.5,790,1975.661085
92.0,79,1975.883588
-37.5,13,1975.927069
16.0,338,1976.871526
-32.5,9,1976.896626
64.5,130,1977.293533
-118.5,819,1979.733159
-31.5,2,1979.74384
13.5,418,1986.867199
73.5,140,1987.298923
-38.0,10,1987.330506
54.5,184,1987.908297
86.0,153,1988.342804
69.0,222,1989.051015
69.0,219,1989.692283
67.5,156,1990.235255
-20.0,523,1991.803861
-80.5,680,1999.626535
99.5,43,1999.744945
-36.0,22,1999.804936
-90.5,752,2001.969796
-14.5,528,2003.69923
76.0,204,2004.346354
75.0,157,2010.823774
18.0,388,2011.988171
-32.0,3,2011.997674
37.0,269,2012.874043
79.0,173,2013.390392
-45.0,20,2013.449907
-36.0,21,2013.511554
38.5,330,2014.435763
92.5,129,2014.855488
87.5,109,2015.161752
45.0,230,2015.876644
-12.0,509,2022.955516
-15.5,407,2024.380441
-202.5,1039,2027.498383
-175.5,962,2035.875811
75.0,164,2036.368447
-48.5,32,2036.531108
-31.0,6,2036.550109
108.5,29,2036.632155
-34.0,7,2036.658662
87.0,82,2036.924454
-34.5,6,2036.941447
81.0,101,2037.230881
-37.0,15,2037.278457
94.5,91,2037.569182
68.0,140,2038.00408
83.5,101,2038.288509
81.5,142,2038.763428
8.0,434,2040.107313
49.5,276,2046.568108
102.5,37,2046.694179
-79.5,750,2048.778269
74.0,164,2049.251307
75.5,165,2049.719209
-38.0,24,2049.783701
74.5,124,2050.125301
73.0,154,2050.685612
-61.0,591,2058.068005
-43.0,585,2059.747533
-30.5,1,2059.751532
39.0,275,2060.666785
40.0,287,2061.51868
97.0,68,2061.707939
82.5,197,2062.29191
-45.5,26,2062.363046
-30.5,1,2062.366046
36.5,302,2063.292869
47.5,274,2069.695699
77.0,154,2070.127779
64.5,148,2070.545964
61.5,208,2071.170064
-102.5,861,2073.668137
-40.5,45,2073.798745
10.0,354,2075.125977
-36.5,24,2075.18361
-60.5,634,2083.057745
23.0,337,2084.051471
-32.5,5,2084.066471
-32.0,17,2084.113072
-38.0,11,2084.140073
57.5,257,2084.861762
66.0,203,2085.471023
63.5,151,2085.935793
-30.5,1,2085.939793
77.0,159,2086.384853
51.0,202,2086.947255
-31.5,3,2086.957785
33.0,284,2093.669939
57.0,302,2094.492812
63.0,248,2095.181771
35.5,329,2096.150435
105.5,46,2096.293013
85.0,166,2096.765036
-32.5,3,2096.779064
93.0,92,2097.042799
10.0,380,2098.179458
48.5,211,2098.758455
18.0,370,2105.738656
-34.5,7,2105.756239
-37.5,29,2105.832748
80.0,193,2106.371833
89.5,104,2106.67397
96.0,64,2106.854723
-46.0,25,2106.926514
-40.5,19,2106.98603
70.0,210,2107.6242
60.0,214,2108.24744
-34.5,7,2108.26698
70.5,161,2108.695519
-59.0,690,2110.758349
84.0,128,2111.146587
103.5,50,2117.257303
85.0,118,2117.621408
36.5,284,2118.497154
75.0,162,2119.156814
35.0,336,2120.188033
90.0,80,2120.408099
92.5,82,2120.659272
-30.0,3,2120.668291
-39.5,33,2120.757292
59.0,235,2121.635556
61.0,250,2122.564148
108.5,28,2122.649694
-31.5,2,2122.655268
-11.0,415,2129.765058
72.0,185,2130.385811
90.0,134,2130.934284
107.5,30,2131.088805
92.0,76,2131.297987
-77.0,752,2133.74904
81.5,149,2134.406902
54.5,217,2135.052599
53.0,200,2135.630836
43.5,264,2136.484504
-67.0,723,2144.39576
75.0,127,2144.863576
83.0,93,2145.186353
47.0,253,2146.161365
101.5,52,2146.310903
78.5,171,2146.829744
81.5,116,2147.164315
-35.5,19,2147.215822
-15.0,489,2148.698319
42.0,243,2155.408653
-70.0,647,2157.32024
90.0,98,2157.632914
97.5,78,2157.882464
70.0,151,2158.389577
-33.5,36,2158.493007
92.5,95,2158.767711
-36.0,9,2158.796709
-39.5,47,2158.931709
103.0,55,2159.101749
18.5,356,2160.228245
49.5,234,2160.946657
104.0,47,2167.14838
91.5,75,2167.354915
73.5,103,2167.648568
41.5,304,2168.483777
37.5,301,2169.415685
22.5,348,2170.378318
27.5,293,2171.267211
-566.5,2364,2184.076617
33.0,242,2184.882746
63.5,143,2191.242842
12.0,399,2192.397157
-150.5,911,2195.160599
66.0,232,2195.891552
-46.0,34,2196.000664
23.5,287,2196.829899
74.0,123,2203.209211
76.0,149,2203.693351
44.5,274,2204.472342
-32.5,4,2204.484342
64.0,156,2204.92835
55.0,215,2205.689823
71.0,136,2206.090132
86.0,162,2206.542508
-45.5,28,2206.618124
-112.0,854,2209.120629
81.0,125,2215.441056
79.5,108,2215.752471
59.5,143,2216.233888
45.0,276,2217.085898
92.5,116,2217.486771
50.0,261,2218.311893
5.5,463,2219.722219
-32.0,4,2219.735219
97.0,27,2219.808961
37.0,202,2220.467707
-359.5,1754,2231.634496
95.0,97,2231.890211
89.0,119,2232.230119
75.5,200,2232.824277
74.5,127,2233.296835
76.0,168,2239.8192
-25.0,516,2241.399792
77.5,124,2241.760063
90.5,125,2242.129406
80.5,132,2242.518874
106.0,38,2242.62992
87.5,141,2243.05195
56.0,237,2243.789493
91.5,129,2244.187872
56.0,253,2244.919815
98.0,85,2245.289052
87.5,77,2245.607082
32.5,339,2252.581536
-34.5,6,2252.598537
37.0,304,2253.470134
100.5,11,2253.532646
31.5,362,2254.633795
90.0,111,2254.94979
-35.5,8,2254.979785
66.0,175,2255.484003
81.5,177,2256.09776
-27.0,565,2257.767066
80.5,126,2264.071973
105.5,48,2264.242608
-216.5,1226,2267.793958
-49.5,22,2267.848464
88.0,65,2268.016587
107.0,54,2268.17926
-30.5,1,2268.183259
-199.0,972,2277.372658
-30.5,1,2277.381664
78.5,194,2277.941033
99.0,59,2278.125152
70.5,155,2278.564986
-44.5,609,2280.416703
73.0,173,2280.918342
41.5,264,2281.826896
94.5,167,2282.319644
55.0,282,2289.190694
67.0,184,2289.939253
-34.5,6,2289.95577
-52.0,640,2291.878931
36.0,274,2292.67982
72.5,170,2293.241795
100.0,57,2293.40501
46.5,246,2294.126065
22.0,345,2301.160365
87.0,114,2301.484383
54.5,203,2302.079575
60.5,196,2302.67795
99.5,121,2303.148195
93.0,109,2303.449437
-44.0,41,2303.564587
62.5,200,2304.059015
74.5,119,2304.368894
36.5,309,2305.184798
-21.5,584,2312.782831
97.5,113,2313.155606
42.5,209,2313.791011
89.0,93,2314.068317
-38.5,18,2314.125491
42.5,298,2315.009189
-140.5,916,2317.893451
50.5,211,2318.471276
81.0,136,2318.857631
55.5,205,2325.271148
67.5,124,2325.689519
67.0,141,2326.149064
91.0,114,2326.472082
65.0,214,2327.092506
29.5,300,2327.944188
-28.5,10,2327.985697
104.0,45,2328.154783
-22.0,539,2329.700179
28.5,314,2330.669575
-30.5,1,2330.672571
85.0,66,2330.857827
75.0,151,2337.041155
-20.0,440,2338.281548
86.0,137,2338.678911
3.5,455,2340.121751
59.5,128,2340.476004
76.0,138,2340.861318
50.5,214,2341.599485
2.0,439,2348.639009
-64.5,73,2348.846859
-210.0,1179,2352.295594
89.5,106,2352.637232
51.0,259,2353.5186
-31.0,8,2353.543116
103.5,65,2353.728275
96.0,33,2353.817319
-30.5,547,2361.617009
47.0,224,2362.257776
-30.5,1,2362.261746
51.0,203,2362.842694
57.5,259,2363.661799
63.5,186,2364.19548
-109.0,796,2366.929307
49.0,255,2373.739586
82.0,82,2373.98451
75.5,194,2374.655473
71.5,177,2375.15866
11.5,438,2376.480968
-105.5,679,2378.4712
31.0,309,2379.436357
87.5,101,2385.806782
72.5,207,2386.382587
18.0,383,2387.573653
89.0,114,2387.913857
92.5,49,2388.063381
-38.5,16,2388.113888
90.0,153,2388.584468
91.0,102,2388.968762
73.5,192,2389.464819
90.5,59,2389.654037
74.5,140,2390.008915
90.5,70,2390.19053
24.5,327,2391.187378
81.5,131,2391.587469
-60.5,55,2397.928578
-57.5,674,2400.167227
65.5,146,2400.602237
84.5,131,2401.023988
52.5,261,2401.78136
65.0,218,2402.408533
-1.5,442,2403.898109
105.0,43,2404.010219
71.0,168,2410.428378
73.0,172,2410.932364
88.5,89,2411.298346
43.5,318,2412.221271
28.5,303,2413.063224
54.0,164,2413.593811
64.5,192,2414.162896
-132.5,288,2414.995535
98.0,44,2415.12221
92.5,85,2415.426267
79.5,146,2415.882878
20.0,356,2423.398636
88.0,115,2423.724176
9.0,374,2424.881133
-7.5,458,2426.194166
-42.0,18,2426.264185
102.0,45,2426.424928
81.0,147,2427.011799
23.5,439,2428.681846
98.0,63,2428.899167
97.5,47,2429.036204
-19.5,479,2437.502207
73.5,186,2438.311787
77.5,167,2438.886138
-38.0,11,2438.932857
97.5,89,2439.218673
63.5,200,2439.871362
68.5,124,2440.274482
16.0,423,2441.989093
81.0,156,2442.61414
-31.5,523,2451.796615
84.0,136,2452.228218
74.0,167,2452.852673
99.0,62,2453.048046
104.5,57,2453.205216
100.5,74,2453.473046
16.5,304,2454.443433
-40.5,23,2454.512459
-18.0,481,2455.852065
-33.0,4,2455.867697
83.5,107,2456.183115
43.0,305,2457.033997
9.5,358,2462.898477
83.5,83,2463.150866
-10.0,373,2464.278805
88.5,125,2464.641132
73.0,177,2465.187207
105.5,71,2465.466454
79.0,114,2465.802363
14.0,368,2466.791919
33.0,376,2467.829645
87.5,119,2468.172168
91.0,111,2473.742518
68.5,153,2474.297399
-28.0,14,2474.344651
-93.0,870,2476.766514
-35.5,7,2476.782218
72.0,197,2477.313329
-56.0,72,2477.493994
99.0,98,2477.754411
-31.5,2,2477.760547
71.0,169,2478.180652
82.5,137,2478.577152
85.0,104,2478.853019
78.5,166,2479.273241
-31.0,2,2479.288924
101.5,65,2485.058323
-65.5,68,2485.230309
80.0,122,2485.563873
11.0,421,2486.767618
-32.5,4,2486.767618
77.0,156,2487.154846
80.0,133,2487.524738
-35.0,13,2487.556022
-43.5,43,2487.650805
46.5,250,2488.276492
86.0,71,2488.46591
78.0,121,2488.769582
-120.5,879,2498.205009
15.5,346,2499.372802
27.0,344,2500.599671
-66.5,703,2503.02167
-5.0,358,2504.24135
38.5,275,2511.332487
71.0,77,2511.625142
-195.0,1193,2515.859213
88.5,130,2516.318711
-125.0,830,2525.275846
98.0,32,2525.391423
96.0,74,2525.648161
-10.0,399,2527.043074
-44.0,608,2529.116976
54.0,232,2529.900146
73.0,157,2530.458726
98.5,133,2537.077883
-17.0,444,2538.681324
-192.5,1148,2542.722058
63.0,180,2543.348871
64.0,258,2550.401328
87.0,98,2550.72275
-19.0,440,2552.256751
55.0,276,2553.184403
27.0,261,2553.978453
-40.0,18,2554.034669
81.5,118,2554.406212
-82.5,699,2556.910748
101.0,62,2557.148386
29.0,287,2563.477857
47.5,244,2564.275626
74.0,107,2564.591571
89.0,120,2564.939017
-35.0,19,2564.996702
28.5,336,2565.961595
10.5,419,2567.270704
-25.0,17,2567.317791
60.0,226,2568.002392
64.0,182,2568.496716
-82.5,689,2576.071763
88.5,113,2576.355724
-154.0,919,2578.926018
-22.5,495,2585.756036
85.0,70,2585.95598
38.0,297,2586.767731
84.5,132,2587.152769
93.5,114,2587.458559
32.5,299,2588.247941
17.0,376,2589.240476
40.5,236,2589.853276
83.5,113,2590.153869
-59.0,54,2590.305618
64.0,183,2590.817413
95.5,97,2591.069843
-47.0,69,2596.925212
93.0,99,2597.172712
38.5,274,2597.854911
-28.5,9,2597.877909
87.5,92,2598.103657
96.5,86,2598.368941
104.0,72,2598.547852
56.5,173,2598.977037
92.0,65,2599.143265
61.0,169,2599.630433
100.5,75,2599.870111
58.5,250,2600.684838
22.0,359,2601.689561
-52.0,59,2601.858254
-1152.0,4914,2634.877053
31.5,304,2635.708854
-37.0,9,2635.740855
42.0,273,2636.536556
75.5,147,2637.104138
-1024.0,4487,2662.721875
-38.0,27,2662.794353
-286.5,1547,2673.535363
65.0,161,2673.996715
55.0,235,2674.748338
100.5,79,2674.972157
72.5,145,2675.388933
59.5,220,2676.005756
99.5,31,2682.360561
-32.5,5,2682.385631
74.5,156,2682.902814
86.5,142,2683.303196
106.5,57,2683.468366
73.0,152,2683.896348
78.0,207,2684.477212
106.0,63,2684.701583
81.0,107,2685.058904
-35.5,15,2685.096903
100.5,56,2685.252787
-56.5,541,2686.852331
-255.5,1310,2696.878212
97.0,50,2697.043332
47.5,212,2697.629724
78.5,124,2698.07944
99.5,24,2698.165544
78.5,128,2698.634461
92.5,87,2698.878988
-30.5,1,2698.881989
-12.0,366,2699.896064
58.0,199,2700.561256
-37.0,19,2700.617789
50.0,162,2707.253411
-33.5,6,2707.270942
-54.5,57,2707.441778
100.5,94,2707.717084
-46.0,24,2707.782648
29.0,355,2708.895113
60.0,236,2709.742939
94.5,93,2710.003283
-58.0,37,2710.10288
-33.0,24,2710.174854
76.5,117,2710.491706
103.5,98,2710.789038
90.5,137,2711.225314
-34.0,7,2711.271397
104.5,61,2711.497774
-32.5,4,2711.527901
84.5,134,2711.95248
76.5,171,2712.434063
84.5,157,2712.879092
79.5,96,2713.175254
77.5,165,2719.854611
69.5,151,2720.361241
93.5,91,2720.679859
92.0,65,2720.877658
90.5,50,2721.031493
-31.5,2,2721.043491
-33.0,6,2721.060998
-56.0,640,2723.11385
63.0,203,2723.800602
87.0,167,2724.327479
-34.0,18,2724.37999
97.5,56,2724.546139
97.0,33,2724.719187
103.0,60,2724.915224
88.0,121,2725.277808
-19.5,515,2732.818073
42.0,221,2733.499347
13.5,225,2734.162117
71.5,177,2734.854939
87.5,98,2735.189011
84.5,71,2735.393688
79.0,144,2735.821919
93.0,113,2736.263529
-35.5,9,2736.289527
46.5,263,2737.328442
63.0,138,2737.75806
18.0,296,2738.74559
62.5,175,2745.268651
100.0,49,2745.438796
94.0,132,2745.801522
69.5,181,2746.42292
-33.0,5,2746.442002
104.0,58,2746.63144
-44.0,20,2746.691952
-62.0,112,2747.025559
61.0,141,2747.385375
103.0,103,2747.668496
36.5,179,2748.094725
-45.5,25,2748.153609
81.0,162,2748.621463
79.5,70,2748.872735
63.0,186,2749.373641
75.0,125,2749.705686
71.0,145,2750.088877
83.0,131,2750.465901
-145.0,1004,2760.043859
59.0,187,2760.570297
43.0,265,2761.364399
-32.0,4,2761.39565
97.5,109,2761.699175
104.5,25,2761.807878
103.5,29,2761.922151
108.0,20,2761.995168
95.5,88,2762.262402
30.0,240,2763.130621
-139.0,928,2772.504723
94.0,70,2772.752302
25.5,292,2773.829173
83.0,151,2774.390675
78.5,79,2774.670676
79.5,144,2775.169726
53.5,251,2776.06076
108.5,52,2776.257855
47.0,225,2777.058965
99.5,93,2783.480691
40.0,207,2784.167073
87.5,132,2784.664457
76.0,106,2785.03937
88.5,112,2785.442022
-46.0,22,2785.52366
34.5,275,2786.483567
71.5,178,2787.141286
91.5,47,2787.302289
73.0,176,2787.913797
63.5,196,2788.582204
54.5,217,2789.35719
68.5,188,2790.017934
-32.0,4,2790.031955
35.5,254,2796.899956
91.0,71,2797.138999
38.0,285,2798.075936
55.0,231,2798.880731
52.0,254,2799.767271
96.0,51,2799.940614
94.5,61,2800.145001
-30.5,1,2800.152921
84.0,119,2800.566629
95.5,60,2800.775041
46.0,251,2801.644753
-39.5,44,2801.807217
-46.0,30,2801.908197
-105.0,848,2810.777723
-32.5,6,2810.8019
63.0,212,2811.533978
61.5,183,2812.170213
81.0,116,2812.579884
75.5,164,2813.204562
-43.5,652,2815.48546
100.0,79,2815.757717
68.5,132,2816.25897
91.5,66,2816.50092
96.5,82,2822.822897
29.0,328,2823.978685
95.0,86,2824.338091
70.0,182,2825.003506
57.0,181,2825.602157
53.5,291,2826.626802
89.5,158,2827.186324
-40.0,23,2827.26364
62.5,151,2827.802973
108.5,47,2827.960912
84.5,113,2828.398439
-7.0,351,2829.599167
-19.0,488,2836.242641
-25.0,546,2837.779446
-31.5,3,2837.796232
43.5,261,2838.516495
3.5,426,2839.807219
49.0,190,2840.422432
106.0,63,2840.611828
76.5,120,2840.958215
88.0,108,2846.673698
74.5,140,2847.083265
98.5,95,2847.402183
65.0,185,2847.918507
88.0,104,2848.218138
19.0,293,2849.142617
-30.5,1,2849.148621
