#{"t_start": 1750064445.9922793, "env_id": "my_robotenv-v1"}
r,l,t
100.5,31,1853.521595
-324.5,1423,1858.652747
-32.0,3,1858.661747
11.5,345,1865.689849
-184.5,489,1867.367472
-55.0,631,1869.187568
-54.5,599,1871.073198
51.5,247,1877.6826
66.0,279,1878.487018
11.0,430,1879.631094
-32.5,4,1879.6406
20.5,402,1880.687799
24.5,348,1881.88137
-52.5,639,1889.848573
59.5,192,1890.482347
-39.0,35,1890.579422
42.0,284,1891.513978
58.5,231,1892.130072
-3.5,435,1893.49896
-42.5,37,1893.606104
41.5,281,1894.402811
48.0,287,1895.269314
-41.0,645,1903.198518
-88.0,774,1905.51733
65.5,148,1905.930053
28.5,260,1906.758703
15.0,386,1907.977764
61.5,193,1914.397941
54.0,243,1915.108318
92.5,64,1915.277638
82.5,114,1915.67714
-88.5,694,1917.778311
92.0,126,1918.142308
-35.5,465,1919.478782
101.5,73,1919.74037
92.5,72,1920.052178
-44.5,63,1925.923174
91.5,104,1926.210775
23.0,410,1927.412043
80.0,157,1927.885448
72.5,136,1928.281074
-30.5,1,1928.286046
52.5,232,1928.959424
104.5,59,1929.15843
93.5,39,1929.309706
91.5,79,1929.538536
62.5,218,1930.157444
69.0,150,1930.594852
62.0,203,1931.21238
52.5,254,1937.949379
50.0,238,1938.648952
85.0,120,1939.005002
61.0,232,1939.788227
83.0,73,1939.995224
-91.0,782,1942.259548
51.5,269,1943.0213
-37.0,10,1943.055905
105.0,77,1943.263148
25.0,347,1950.300869
44.0,251,1951.053875
10.5,369,1952.166944
-55.5,123,1952.514717
-127.5,900,1955.322453
92.5,52,1955.468105
-575.5,2588,1975.147631
-45.5,40,1975.26139
-211.5,1042,1978.333738
23.5,312,1979.229981
45.5,266,1980.089838
-40.5,20,1980.146841
-34.5,6,1980.167407
29.0,309,1986.956713
48.5,198,1987.530696
67.5,177,1988.088897
31.0,331,1989.104013
-35.5,10,1989.131039
70.5,215,1989.759876
52.0,238,1990.581057
-31.5,22,1990.646108
101.5,109,1991.050518
47.5,247,1991.70423
-96.5,814,1999.881455
-228.5,1057,2002.991963
34.0,301,2004.00816
35.5,350,2011.115627
55.5,205,2011.735811
-42.0,527,2013.376717
-31.5,541,2014.958066
-39.5,20,2015.017572
-43.5,45,2015.14224
-37.0,17,2015.193789
56.0,208,2015.843621
22.0,330,2022.37031
-31.0,3,2022.378279
-47.0,485,2024.072637
-38.0,10,2024.107146
56.5,198,2024.720696
10.5,354,2025.732908
96.5,91,2025.983634
57.0,226,2026.647461
-93.5,152,2027.173571
54.5,236,2027.83291
86.5,53,2027.981638
-38.0,12,2028.016145
53.0,164,2034.169077
35.0,287,2034.877267
82.5,119,2035.220965
74.0,169,2035.756907
-30.5,2,2035.770907
59.5,163,2036.254802
36.0,312,2037.262921
90.0,87,2037.541159
56.0,201,2038.154609
60.0,192,2038.770951
-50.0,26,2038.843024
56.0,300,2039.797144
1.0,465,2046.814201
88.0,126,2047.160724
-34.5,515,2048.605181
38.5,345,2049.582581
106.0,73,2049.785189
24.0,344,2050.868896
-30.5,1,2050.872896
-32.5,4,2050.882871
24.5,322,2051.826867
-37.5,10,2051.860373
-26.5,574,2059.202008
85.0,126,2059.545777
86.5,83,2059.781996
75.5,177,2060.354301
65.5,187,2060.949562
20.5,323,2061.924315
-35.0,12,2061.958796
36.5,315,2062.91942
82.5,118,2063.255309
84.5,162,2069.339431
-61.5,128,2069.704201
-29.5,1,2069.707203
87.5,101,2069.978994
100.0,44,2070.104226
-30.5,1,2070.110253
104.0,23,2070.177419
59.5,247,2070.916142
77.0,165,2071.371813
85.5,105,2071.661759
-70.0,69,2071.848933
69.0,168,2072.296834
84.5,120,2072.693688
55.5,185,2073.21616
92.5,89,2073.482589
24.5,343,2074.68506
26.0,334,2081.856894
97.5,89,2082.108606
85.0,80,2082.325761
24.5,388,2083.406751
83.0,80,2083.676922
40.5,285,2084.472959
41.5,258,2085.21395
51.5,264,2086.034884
-37.5,11,2086.067925
80.5,123,2086.399903
-56.0,59,2086.572021
81.0,112,2086.87322
10.0,282,2093.582378
22.5,347,2094.537811
52.5,211,2095.118673
-36.0,22,2095.180289
75.0,152,2095.663444
81.5,126,2096.008821
-17.0,428,2097.235505
105.5,77,2097.474818
-31.0,17,2097.554832
42.0,291,2098.381058
79.0,145,2098.787948
-48.0,522,2106.18867
80.0,151,2106.611984
58.5,208,2107.20184
85.5,124,2107.59866
-44.0,30,2107.719828
23.0,421,2108.867927
-30.5,1,2108.871953
-35.5,25,2108.945341
71.5,187,2109.467868
79.5,163,2110.049324
65.5,152,2110.472618
-36.5,11,2110.51211
-53.0,600,2118.29477
22.0,365,2119.545413
39.5,279,2120.399593
101.0,77,2120.626254
39.0,253,2121.533215
40.5,222,2122.400102
44.0,258,2123.148659
-102.0,888,2131.950386
95.0,101,2132.284491
94.0,70,2132.476548
74.0,149,2132.904922
72.0,167,2133.541829
96.5,100,2134.062193
75.0,140,2134.554928
14.0,363,2135.611324
-30.5,1,2135.615324
26.5,301,2142.273385
-10.5,409,2143.546339
76.0,139,2143.933728
-5.5,396,2145.28403
8.0,336,2146.505064
-34.5,19,2146.580572
38.5,286,2147.382472
89.5,109,2147.796698
-157.0,970,2156.645701
58.5,248,2157.348846
61.0,227,2158.073992
106.5,20,2158.1325
-91.0,773,2160.543474
-12.5,446,2167.905469
57.0,199,2168.448267
73.5,160,2168.889243
77.0,174,2169.474676
71.0,182,2169.977629
81.0,111,2170.280644
42.0,327,2171.2667
-98.5,868,2179.689438
39.5,326,2180.613134
97.0,95,2180.874013
-177.5,1075,2184.076103
86.0,105,2184.486288
46.0,227,2191.102675
30.0,327,2191.944181
92.5,85,2192.27581
82.0,100,2192.592893
96.0,78,2192.813414
-138.0,949,2195.729733
82.0,112,2196.067171
-31.0,4,2196.079221
64.0,197,2196.6508
95.5,93,2196.917464
-30.5,1,2196.921462
94.5,99,2203.224243
-39.0,26,2203.319323
9.0,352,2204.356785
-31.0,2,2204.366781
29.0,318,2205.309363
39.5,276,2206.216429
75.5,190,2206.739219
97.5,14,2206.7812
75.0,210,2207.356219
64.5,177,2207.953835
-31.5,2,2207.960799
52.5,255,2208.682666
92.5,116,2209.019069
38.0,316,2215.944154
-53.0,603,2217.863508
69.0,144,2218.313354
77.0,157,2218.767035
64.5,200,2219.398592
43.0,223,2220.128914
93.0,77,2220.348727
103.5,62,2220.54021
36.0,286,2221.472662
83.0,102,2227.669753
83.0,83,2227.893546
43.5,288,2228.916161
87.5,85,2229.195857
74.5,170,2229.666712
92.5,62,2229.842968
-254.0,1371,2239.837548
30.5,235,2240.511366
60.0,194,2241.133692
0.0,492,2242.604379
77.5,126,2242.973935
-109.0,766,2245.440353
-9.0,457,2252.799464
81.0,100,2253.093109
69.5,190,2253.668464
54.0,267,2254.494758
43.0,234,2255.180103
26.0,307,2256.161268
87.5,96,2256.440382
87.5,130,2256.852126
-47.5,25,2256.925863
102.5,51,2257.078387
-27.5,574,2264.688597
42.5,306,2265.73841
84.5,118,2266.104749
70.0,165,2266.577827
102.5,114,2266.860174
38.0,295,2267.61804
-31.5,2,2267.623066
-36.5,10,2267.649606
-30.5,5,2267.661606
89.0,72,2267.843953
-62.5,677,2269.919095
-44.0,19,2269.981634
71.5,144,2276.438232
-74.5,712,2278.713812
85.0,140,2279.136256
70.5,135,2279.571701
-35.0,9,2279.612207
38.0,315,2280.539419
-41.5,15,2280.586599
52.5,230,2281.382311
68.0,163,2281.860965
-30.5,1,2281.864964
72.0,200,2282.446858
-30.5,3,2282.456834
83.0,151,2288.947619
91.0,108,2289.292737
-40.0,13,2289.357296
70.5,177,2290.03978
70.0,222,2290.675127
-33.0,8,2290.703634
-5.0,413,2291.958491
-35.0,12,2291.999994
32.5,346,2293.074536
80.0,137,2293.471165
69.0,212,2294.086155
-72.0,720,2302.244516
50.5,240,2303.009464
73.0,173,2303.541083
100.0,88,2303.758204
35.0,267,2304.441469
84.5,94,2304.67823
101.0,48,2304.799901
88.5,75,2304.993915
62.0,195,2305.580848
86.5,94,2305.858637
-31.5,4,2305.870636
-40.0,47,2306.020925
60.0,222,2306.736026
-68.5,646,2314.492269
-50.0,574,2316.288936
37.0,271,2317.090971
94.0,90,2317.359981
80.0,112,2317.788623
23.0,283,2318.568898
93.0,100,2318.843285
41.0,321,2325.654988
-42.5,15,2325.696495
-32.5,5,2325.715495
85.0,144,2326.183606
-35.0,16,2326.223102
81.5,149,2326.65267
88.5,75,2326.860815
-32.0,536,2328.443569
25.5,240,2329.14881
58.0,314,2330.096456
-174.0,994,2338.688948
-173.0,1118,2342.132397
75.0,142,2342.535728
49.5,254,2349.078094
29.0,259,2349.838804
99.0,101,2350.120382
59.5,232,2350.77551
88.0,108,2351.153417
-45.5,14,2351.213413
79.5,131,2351.585459
25.5,296,2352.393656
86.5,75,2352.649247
77.5,148,2353.195862
88.0,100,2353.48356
38.0,236,2354.173447
94.5,76,2354.38218
79.5,107,2360.720477
98.0,86,2361.124131
-2.5,420,2362.370249
91.0,108,2362.681511
41.5,265,2363.513816
-48.0,32,2363.604994
80.5,112,2363.921119
98.0,40,2364.046303
-71.0,631,2366.301709
93.5,107,2366.614493
33.0,298,2373.489923
42.5,301,2374.524401
90.0,123,2374.875955
79.0,138,2375.279046
-49.0,37,2375.38415
88.5,69,2375.603512
80.5,114,2375.985292
-52.0,36,2376.086938
41.5,266,2376.825946
71.0,144,2377.243777
-172.5,1084,2386.590947
73.5,187,2387.179815
99.5,71,2387.380974
23.5,322,2388.338405
89.0,140,2388.834672
104.5,66,2389.035758
91.5,75,2389.226698
92.0,87,2389.452306
-4.0,406,2390.532129
74.5,195,2391.191407
92.5,106,2391.508452
-38.0,13,2391.546956
94.5,86,2397.987608
96.5,57,2398.20226
47.0,307,2399.25016
94.0,83,2399.490283
69.0,147,2399.994985
97.5,92,2400.262376
47.0,249,2401.041984
27.5,339,2402.011415
99.5,34,2402.113508
69.5,141,2402.52409
9.5,404,2403.903593
-33.5,6,2403.919594
90.0,89,2404.146942
99.5,55,2410.264752
87.5,93,2410.526532
113.0,63,2410.705655
63.5,180,2411.359081
0.0,443,2412.60685
94.0,90,2412.859595
67.0,205,2413.494789
64.0,183,2414.049311
-8.0,461,2415.456312
77.0,98,2415.748613
48.5,240,2422.667207
66.5,200,2423.506648
61.0,230,2424.20738
39.0,252,2424.980654
61.0,251,2425.704413
50.5,207,2426.316181
79.0,151,2426.932261
68.0,238,2427.951946
29.5,362,2429.111693
-38.5,33,2429.210339
95.0,121,2436.18771
51.5,246,2437.207473
86.5,132,2437.902757
58.0,167,2438.50269
65.0,161,2439.04454
89.5,77,2439.305063
106.5,50,2439.481397
69.5,201,2440.12146
79.0,171,2440.852877
-5.0,437,2442.555992
-31.5,2,2442.562974
19.5,306,2444.17438
-38.5,12,2444.268431
32.0,227,2451.824541
-68.5,92,2452.140079
79.0,126,2452.565225
53.5,192,2453.195705
82.5,138,2453.668487
87.0,84,2453.904132
82.0,104,2454.291863
90.5,106,2454.591655
56.0,251,2455.275543
74.0,168,2455.742146
-48.5,51,2455.905567
84.5,99,2456.20525
61.0,242,2456.867326
99.5,74,2457.087059
90.0,122,2457.433596
90.0,109,2462.573046
98.0,34,2462.683338
82.0,109,2462.999265
23.5,200,2463.629027
-0.5,393,2464.758024
72.5,139,2465.219123
0.0,440,2466.51372
-34.0,21,2466.586233
86.5,151,2466.990169
43.0,292,2467.775137
73.0,125,2468.136952
-25.5,566,2475.145712
69.0,198,2475.783359
-58.5,86,2475.996107
-50.5,66,2476.166683
21.0,308,2476.909749
86.0,88,2477.177667
57.0,215,2477.73088
46.0,239,2478.377764
65.5,205,2478.912477
102.0,48,2479.035134
54.0,215,2485.188632
-31.0,498,2486.594827
54.0,211,2487.145334
85.5,71,2487.305228
57.0,241,2487.939516
75.5,183,2488.393344
80.0,137,2488.75007
107.5,19,2488.810588
105.0,64,2488.984126
76.0,138,2489.579931
99.5,81,2489.909762
85.5,144,2490.484632
47.0,262,2497.643726
64.5,237,2498.387088
-33.5,5,2498.403607
99.0,16,2498.455692
-30.5,1,2498.459692
-37.5,28,2498.540332
-37.5,9,2498.570379
91.5,105,2498.920064
-7.5,436,2500.481451
93.0,58,2500.709389
87.5,117,2501.12677
54.5,262,2502.00943
94.0,69,2502.231508
-39.5,26,2502.319647
102.0,38,2502.450481
61.5,179,2503.075268
67.0,116,2503.458723
34.5,344,2510.747121
78.5,166,2511.377127
-39.0,13,2511.423712
75.5,158,2511.994197
43.0,198,2512.67872
-75.5,107,2513.047963
94.0,107,2513.409152
73.5,170,2514.015378
-32.0,3,2514.026885
17.0,374,2515.404795
-40.5,30,2515.509494
87.5,117,2515.914094
84.0,113,2516.314214
48.0,283,2517.329844
85.5,145,2523.888242
92.0,50,2524.043521
-27.5,9,2524.079571
97.0,94,2524.416313
32.0,271,2525.346925
71.0,159,2525.895937
41.0,298,2526.936263
92.5,46,2527.111459
51.5,256,2527.982472
-84.5,804,2530.826689
78.0,125,2537.328991
74.5,151,2537.904849
46.5,226,2538.702854
79.5,117,2539.121462
-31.5,2,2539.128472
36.0,342,2540.334775
80.0,183,2540.975445
87.0,89,2541.274939
95.5,103,2541.662975
53.0,212,2542.385198
-32.0,6,2542.406613
-61.0,95,2542.750097
37.0,283,2543.719018
29.0,227,2550.658576
-182.0,972,2553.901317
41.0,299,2554.882697
74.5,203,2555.612216
76.5,116,2556.115549
67.5,173,2556.687346
41.0,233,2562.941743
98.0,102,2563.247904
57.0,251,2563.998257
-29.0,7,2564.02958
104.0,46,2564.203015
88.0,76,2564.433915
96.5,49,2564.58206
-16.5,387,2565.703216
84.5,89,2565.952083
90.0,149,2566.441761
-183.5,1094,2575.299755
84.5,99,2575.567692
71.5,171,2575.999285
38.5,256,2576.661466
83.5,145,2577.102526
-43.5,674,2578.979576
103.5,52,2579.105759
56.5,197,2579.672847
89.0,102,2579.935667
78.0,140,2585.79525
68.0,115,2586.136132
86.5,61,2586.299993
-322.5,1627,2590.650084
96.5,41,2590.77617
61.5,161,2591.202826
69.0,189,2597.350172
95.5,76,2597.540383
62.5,178,2597.979531
107.5,20,2598.027098
101.5,53,2598.206217
-27.0,576,2599.742513
29.0,297,2600.701815
104.5,111,2601.015234
-31.5,4,2601.027233
-48.5,535,2602.626229
62.5,202,2608.962601
-70.0,662,2610.935113
41.5,292,2612.012763
65.5,168,2612.508194
102.0,49,2612.657748
4.0,444,2614.050123
86.5,78,2614.287054
-125.5,846,2622.832686
89.0,127,2623.195946
98.0,59,2623.385616
73.5,185,2623.934726
104.0,79,2624.224026
100.5,80,2624.512921
85.5,101,2624.812986
106.0,22,2624.884144
91.5,63,2625.065223
-37.5,556,2626.733414
74.0,141,2633.178905
-122.0,750,2635.488069
-133.5,918,2638.311189
-30.5,1,2638.314201
105.5,52,2638.461868
40.5,292,2645.467961
101.0,35,2645.614655
71.5,197,2646.249726
-43.5,17,2646.293294
94.5,91,2646.554191
59.5,236,2647.225324
13.0,432,2648.514738
94.5,76,2648.739782
84.5,89,2649.009127
80.5,103,2649.299508
97.5,72,2649.507668
7.0,438,2650.844027
88.5,96,2651.118745
9.5,398,2658.276062
68.0,194,2658.86086
104.5,60,2659.068553
76.0,159,2659.520402
-41.0,26,2659.591927
-39.5,528,2661.339508
93.5,57,2661.494779
92.5,113,2661.807334
95.5,77,2662.019637
-95.5,867,2670.748296
62.5,152,2671.185434
-38.5,13,2671.219013
96.0,133,2671.598269
46.5,284,2672.464928
79.5,78,2672.696538
-28.5,509,2674.274404
89.5,85,2674.513655
82.0,108,2674.815972
61.5,194,2675.3634
88.0,149,2675.789484
-4.5,474,2683.481854
57.0,188,2684.012522
79.5,138,2684.400452
-1.0,386,2685.577287
-30.5,1,2685.583316
76.5,121,2685.945907
-381.5,1575,2696.774544
61.5,210,2697.387983
79.5,99,2697.665744
-37.5,9,2697.691309
26.0,408,2699.058527
-38.0,16,2699.110083
-45.0,25,2699.180633
-123.0,719,2707.47882
-48.0,33,2707.583899
80.5,130,2707.94385
99.0,42,2708.067682
45.0,308,2709.101202
102.5,24,2709.258785
78.5,138,2709.683419
16.5,316,2710.571287
73.0,126,2710.935251
91.5,55,2711.091594
94.5,55,2711.341594
81.5,120,2711.785743
62.5,184,2712.309422
77.5,111,2712.617738
90.0,93,2712.881577
104.0,66,2713.08465
-38.0,10,2713.118161
84.0,125,2719.625939
-32.0,4,2719.651052
-123.0,975,2722.835265
27.0,267,2723.726059
63.0,214,2724.40161
91.5,93,2724.751183
93.0,118,2725.122766
99.0,49,2725.27489
93.0,112,2725.665955
38.5,237,2732.198788
78.5,136,2732.71953
69.0,153,2733.197682
80.0,110,2733.537348
103.0,54,2733.704387
105.0,28,2733.788898
23.0,314,2734.865443
69.5,196,2735.475195
77.0,183,2736.117491
63.5,120,2736.535581
-82.0,676,2744.858133
67.5,67,2745.088099
53.0,241,2745.79801
108.0,37,2745.906657
99.0,57,2746.128047
102.0,77,2746.382245
